---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,bHidden,TraitParameterRowName,TraitParameterSource,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortDecoUnlockItem_Magic_Wagon_Broken_Gobbf_Upright,"Item","(RowName=""FortDecoUnlockItem_Magic_Wagon_Broken_Gobbf_Upright"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Wagon_Broken_Gobbf_Upright","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Wall_WoodMoss_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Wall_WoodMoss_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Wall_WoodMoss_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_WeaponRack_Imperial_01,"Item","(RowName=""FortDecoUnlockItem_Magic_WeaponRack_Imperial_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","WeaponRack_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_YardOrnament_01,"Item","(RowName=""FortDecoUnlockItem_Magic_YardOrnament_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","YardOrnament_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_EmberCrystals_02,"Item","(RowName=""FortDecoUnlockItem_Rare_EmberCrystals_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","EmberCrystals_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_Fireplace_01,"Item","(RowName=""FortDecoUnlockItem_Rare_Fireplace_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Fireplace_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_Gate_Cemetery_01,"Item","(RowName=""FortDecoUnlockItem_Rare_Gate_Cemetery_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gate_Cemetery_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_Gcave_minecart_02,"Item","(RowName=""FortDecoUnlockItem_Rare_Gcave_minecart_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_minecart_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Rare_Gcave_totemcolumn_02,"Item","(RowName=""FortDecoUnlockItem_Rare_Gcave_totemcolumn_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_totemcolumn_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_GoblinAltar_01,"Item","(RowName=""FortDecoUnlockItem_Rare_GoblinAltar_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinAltar_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_GoblinShrine_01,"Item","(RowName=""FortDecoUnlockItem_Rare_GoblinShrine_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinShrine_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_GoblinWatermill_01,"Item","(RowName=""FortDecoUnlockItem_Rare_GoblinWatermill_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinWatermill_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_ITU_CrowsNest_01,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_CrowsNest_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_CrowsNest_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_ITU_Firepit_01,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_Firepit_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Firepit_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_ITU_Globe_01,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Globe_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Rare_ITU_MusicSet_01,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_MusicSet_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_MusicSet_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Rare_ITU_Tent_01,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_Tent_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Tent_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_ITU_Tent_02,"Item","(RowName=""FortDecoUnlockItem_Rare_ITU_Tent_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Tent_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Rare_Lamp_Street_02,"Item","(RowName=""FortDecoUnlockItem_Rare_Lamp_Street_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Lamp_Street_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_Machine,"Item","(RowName=""FortDecoUnlockItem_Rare_Machine"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Machine","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_Mausoleum_Tall_01,"Item","(RowName=""FortDecoUnlockItem_Rare_Mausoleum_Tall_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Mausoleum_Tall_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Rare_Table_Wood_Runner_01,"Item","(RowName=""FortDecoUnlockItem_Rare_Table_Wood_Runner_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Table_Wood_Runner_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Rare_Well_03,"Item","(RowName=""FortDecoUnlockItem_Rare_Well_03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Well_03","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortProp_Common_Campfire_Quanity2,"FortProp","(RowName="""")","(RowName=""Campfire_Stone"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","2","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Common_Crates_Quantity5,"FortProp","(RowName="""")","(RowName=""CrateGroup"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","5","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_BedStraw,"FortProp","(RowName="""")","(RowName=""ITU_Bed_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CaveRockPattern,"FortProp","(RowName="""")","(RowName=""GCaveRocksPattern_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CaveRocksShort_02,"FortProp","(RowName="""")","(RowName=""GCaveRocks_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","2","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CaveRocksTall_02,"FortProp","(RowName="""")","(RowName=""GCaveRocks_03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","2","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CookoutKit,"FortProp","(RowName="""")","(RowName=""ITU_Firepit_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CozyBed,"FortProp","(RowName="""")","(RowName=""ITU_Bed_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_CrowsNest,"FortProp","(RowName="""")","(RowName=""ITU_CrowsNest_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_EpicHearth,"FortProp","(RowName="""")","(RowName=""ITU_Hearth_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ExplorersGlobe,"FortProp","(RowName="""")","(RowName=""ITU_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ExplorersTelescope,"FortProp","(RowName="""")","(RowName=""ITU_Telescope_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GoblinAltar,"FortProp","(RowName="""")","(RowName=""GoblinAltar_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GoblinCauldron,"FortProp","(RowName="""")","(RowName=""Cauldron_Goblin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_GoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier_Lesser,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_LesserGoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GoblinPedestal,"FortProp","(RowName="""")","(RowName=""GoblinPedestal_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_GrindyMill,"FortProp","(RowName="""")","(RowName=""GoblinWatermill_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_IlluminatedTotem,"FortProp","(RowName="""")","(RowName=""GoblinShrine_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ImperialWagon,"FortProp","(RowName="""")","(RowName=""ITU_wagon_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ITUWoddenColumn01_08,"FortProp","(RowName="""")","(RowName=""ITU_Column_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","8","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenArch01_04,"FortProp","(RowName="""")","(RowName=""ITU_Arch_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenWall01_04,"FortProp","(RowName="""")","(RowName=""ITU_Wall_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenWall02_04,"FortProp","(RowName="""")","(RowName=""ITU_Wall_Wood_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_JamGear,"FortProp","(RowName="""")","(RowName=""ITU_MusicSet_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_JourneyUnknown,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_JourneyUnknown"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_JourneyUnknown_Lesser,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_LesserJourneyUnknown"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_NetherSeal,"FortProp","(RowName="""")","(RowName=""Netherstonescenterpiece_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_NetherstonesShort_02,"FortProp","(RowName="""")","(RowName=""Netherstones_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","2","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_NetherstonesTall_02,"FortProp","(RowName="""")","(RowName=""Netherstones_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","2","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_PlanningTable,"FortProp","(RowName="""")","(RowName=""ITU_PlanningTable_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
FortProp_Deco_RiverGobHideout,"FortProp","(RowName="""")","(RowName=""GoblinRiverHut_03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","None","CustomRowName","False","False","None","0.000000",""
