---,DisplayName,Description,DescriptionLong,FlavorText,CustomTypeText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,LevelRangeString,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTagContainer,AffixAnyTagContainer,AffixAllTagContainer,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,LootContentRecipeUnit,DamageTypeTag,SpokeTags,PlayerClassTags,ItemSetTag,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bCanBulkBuy,bIgnoreLevel,bIgnoreSpoke,bIgnoreDroppedArea,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
LuckGold_Map_Infested_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Infested_Legendary_DisplayName"", ""Venomous Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""424086EA402AAEC67543258A80E3793C"", ""A challenging map with a 70% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""B241A2DD4FC0EC931101999AB4584311"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Legendary_Hyvid","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGold.Mapworks-icon-VenemousGold","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckGold_Map_Infested_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Infested_Magic_DisplayName"", ""Venomous Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""1B9266CC4BBC84E1BF76AABB389F1ADF"", ""A challenging map with a 30% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""5D5E71A149B64BF1333BA0B4D3C747AF"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Magic_Hyvid","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGold.Mapworks-icon-VenemousGold","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckGold_Map_Infested_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Infested_Rare_DisplayName"", ""Venomous Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""DE1F147B4E0DF69B474F3D9D9306F010"", ""A challenging map with a 50% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""A31F24B74E786D856D7D339A5D2040E2"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Rare_Hyvid","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGold.Mapworks-icon-VenemousGold","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckGold_Map_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Legendary_DisplayName"", ""Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""424086EA402AAEC67543258A80E3793C"", ""A challenging map with a 70% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""86958D5A4F47D689872BC19304F258D8"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Legendary","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckGold_Map_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Magic_DisplayName"", ""Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""1B9266CC4BBC84E1BF76AABB389F1ADF"", ""A challenging map with a 30% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""93EC07BA4B979790EAF9938288548EC7"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Magic","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckGold_Map_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Rare_DisplayName"", ""Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""DE1F147B4E0DF69B474F3D9D9306F010"", ""A challenging map with a 50% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""883FEB6247F4E0F3D571C6AA16020F43"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Rare","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckGold_Map_Voltura_Common,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Voltura_Common_DisplayName"", ""Voltaic Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""EA8CF4D7420C02F85AAC4DBCD03BF0EA"", ""A challenging map with a 20% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""9FAA9848403EE633019055B89C2DBA4F"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","8.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Echonok","Normal","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGold.Mapworks-icon-VoltaicGold","/Game/Items/Scrolls/MapScroll_Common.MapScroll_Common_C",""
LuckGold_Map_Voltura_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Voltura_Legendary_DisplayName"", ""Voltaic Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""424086EA402AAEC67543258A80E3793C"", ""A challenging map with a 70% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""2FBC7BA74C8B61D6CF19B8B0BE4C343A"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Legendary_Echonok","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGold.Mapworks-icon-VoltaicGold","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckGold_Map_Voltura_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Voltura_Magic_DisplayName"", ""Voltaic Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""1B9266CC4BBC84E1BF76AABB389F1ADF"", ""A challenging map with a 30% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""28D96A0E452113568C4F2F88966A227D"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Magic_Echonok","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGold.Mapworks-icon-VoltaicGold","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckGold_Map_Voltura_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckGold_Map_Voltura_Rare_DisplayName"", ""Voltaic Goldrush Map"")","NSLOCTEXT(""ItemsTable"", ""DE1F147B4E0DF69B474F3D9D9306F010"", ""A challenging map with a 50% increased chance for extra gold."")","","NSLOCTEXT(""ItemsTable"", ""E2A08C194A2735CF1ED9DEA1D3463466"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckGold_Rare_Echonok","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGold.Mapworks-icon-VoltaicGold","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckItem_Map_Common,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Common_DisplayName"", ""Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""EB9E47F84653A3E46655EAB418FDDF82"", ""A challenging map with a 10% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""68D5BD304F9C6844ECB1E887D4E830E4"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","8.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem","Normal","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Common.MapScroll_Common_C",""
LuckItem_Map_Goblin_Common,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Goblin_Common_DisplayName"", ""Blazing Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""EB9E47F84653A3E46655EAB418FDDF82"", ""A challenging map with a 10% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""3BA562724C16401854C365B284EC1899"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","8.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Goblins","Normal","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.GoblinForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-BlazingGear.Mapworks-icon-BlazingGear","/Game/Items/Scrolls/MapScroll_Common.MapScroll_Common_C",""
LuckItem_Map_Goblin_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Goblin_Legendary_DisplayName"", ""Blazing Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""E0B278644DC8A36D37343CB6DDA33705"", ""A challenging map with a 50% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""235A914141F0DA43A27366B1C513DEE6"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Legendary_Goblins","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.GoblinForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-BlazingGear.Mapworks-icon-BlazingGear","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckItem_Map_Goblin_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Goblin_Magic_DisplayName"", ""Blazing Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""5F349D81409BEF09080F85900E0FE8BD"", ""A challenging map with a 20% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""587EB1E54FDE02240900C787FA373E2D"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Magic_Goblins","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.GoblinForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-BlazingGear.Mapworks-icon-BlazingGear","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckItem_Map_Goblin_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Goblin_Rare_DisplayName"", ""Blazing Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""2FFF931546C6D8BB751F30BD7B94C37F"", ""A challenging map with a 35% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""AD3B1260467E28898708CC822D2E61AE"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Rare_Goblins","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.GoblinForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-BlazingGear.Mapworks-icon-BlazingGear","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckItem_Map_Infested_Common,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Infested_Common_DisplayName"", ""Venomous Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""EB9E47F84653A3E46655EAB418FDDF82"", ""A challenging map with a 10% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""C58BEFDA4211591422117C81770A3794"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","8.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Hyvid","Normal","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGear.Mapworks-icon-VenemousGear","/Game/Items/Scrolls/MapScroll_Common.MapScroll_Common_C",""
LuckItem_Map_Infested_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Infested_Legendary_DisplayName"", ""Venomous Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""7D5EE2934BD7C2FAEA346690983F3ED4"", ""A challenging map with a 50% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""69CD6330421178B178C1C8A621C0ED6F"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Legendary_Hyvid","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGear.Mapworks-icon-VenemousGear","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckItem_Map_Infested_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Infested_Magic_DisplayName"", ""Venomous Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""5F349D81409BEF09080F85900E0FE8BD"", ""A challenging map with a 20% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""22FEEF014EF151FF27EC2C8EF1236310"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Magic_Hyvid","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGear.Mapworks-icon-VenemousGear","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckItem_Map_Infested_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Infested_Rare_DisplayName"", ""Venomous Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""C24E8C9844C1AFCC339A37BAF8568DB2"", ""A challenging map with a 35% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""B439D4154C5A67423C6A2F824BEAC764"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Rare_Hyvid","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.GoblinIsle.InfestedForest"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VenemousGear.Mapworks-icon-VenemousGear","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckItem_Map_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Legendary_DisplayName"", ""Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""2603FD2242411837C6FA52B0499A16B0"", ""A challenging map with a 50% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""DBAE5BCD4CBAB543CF064EA9D735D47D"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Legendary","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckItem_Map_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Magic_DisplayName"", ""Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""5F349D81409BEF09080F85900E0FE8BD"", ""A challenging map with a 20% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""BB6C69DD4ECF616CF273F580C2349B67"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Magic","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
LuckItem_Map_Rare,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Rare_DisplayName"", ""Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""4B589B984F2583A881E9C09DC052A2EC"", ""A challenging map with a 35% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""CDC1ABBB43526ABA1BF16FA83D272A89"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","60.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Rare","Rare","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","False","None","False","AddToInventory","None","5","None","/Game/Items/Scrolls/MapScroll_Rare.MapScroll_Rare_C",""
LuckItem_Map_Voltura_Common,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Voltura_Common_DisplayName"", ""Voltaic Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""EB9E47F84653A3E46655EAB418FDDF82"", ""A challenging map with a 10% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""C54E5F7B440649B1A292C48BE6CEE1BB"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","8.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Echonok","Normal","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGear.Mapworks-icon-VoltaicGear","/Game/Items/Scrolls/MapScroll_Common.MapScroll_Common_C",""
LuckItem_Map_Voltura_Legendary,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Voltura_Legendary_DisplayName"", ""Voltaic Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""5315944A48647739D4A78488996874DF"", ""A challenging map with a 50% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""1DC4274E4395643E7403DA8C9AD9CDB3"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","100.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Legendary_Echonok","Legendary","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGear.Mapworks-icon-VoltaicGear","/Game/Items/Scrolls/MapScroll_Legendary.MapScroll_Legendary_C",""
LuckItem_Map_Voltura_Magic,"NSLOCTEXT(""ItemsTable"", ""LuckItem_Map_Voltura_Magic_DisplayName"", ""Voltaic Supply Run Map"")","NSLOCTEXT(""ItemsTable"", ""5F349D81409BEF09080F85900E0FE8BD"", ""A challenging map with a 20% increased chance to drop gear."")","","NSLOCTEXT(""ItemsTable"", ""28C943E14D7E4C2D5B02EE8D23668FEA"", ""Use this item to summon portal"")","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","30.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Scroll""),(TagName=""Item.Consumable.MapworksScroll"")))","(GameplayTags=)","(GameplayTags=)","Mapworks_LuckItem_Magic_Echonok","Magic","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=((TagName=""Region.RedHavenCoast.EchonokMountains"")))","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","True","True","True","False","True","False","True","None","False","AddToInventory","None","5","/Game/UI/Textures/Mapworks-icon-VoltaicGear.Mapworks-icon-VoltaicGear","/Game/Items/Scrolls/MapScroll_Magic.MapScroll_Magic_C",""
