---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
A1C5Q1_Task_TurnInZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""996CE5804B52F3C5925762B1F727273E"", ""Wow, you defeated Strongtusk all by yourself? I\'d never be able to do that. But where was I... oh right! The seal to Brall\'s lair.\r\n\r\nYou can\'t break the seal with regular swords or spells. You\'d need a special kind of magic, like the kind found in a Dimensional Prism. Luckily, I think I know where to find one.\r\n\r\nI sensed some dimensional magic near another graveyard, deep in the forest. Go there, and track down the Dimensional Prism. Once it\'s yours, you can break the seal and finally confront Brall. Good luck, adventurer."")","NSLOCTEXT(""DialogueTable"", ""D1D86E19484603BF4581CC9B6A366303"", ""Thanks."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Zaya_Modal,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""820D16A542E1377B0454D7B66FA47343"", ""Oh, dear. I heard about Strongtusk. The Varkenin are known to hold grudges. I hope that this doesn’t create more strife against humankind."")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A1C5Q1:Task_TurnInGraye","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_FortIntro_Task_TalkToGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""BCC13EDF44FC2C7EB33AFF90D9E1476E"", ""The passage has been blocked since we were attacked by the Snotskin tribe. Before you can proceed, you’ll need to take the goblin’s strategic position. As long as you can take back the fort, we’ll be able to use the trail into the Fields of Unrest."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_FortProps,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""49CFA7244925B3766858579637D4FE65"", ""Good job clearing out that abandoned fort. The goblins will return if we leave fortifications like that up for grabs, so why not call it your home? I bet you could even spruce it up to better suit your needs. \r\n\r\nSergeant Klive will meet you at your fort to explain the fort essentials. Go there when you are ready to get started."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C1Q2_Task_TalktoZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""5182A6DD44333D5850473B9FF709FFD0"", ""Giant purple monsters? You must mean the Netherim! Long ago they invaded our world, but-- Wait, you actually SAW one? And the general won’t believe you… Oh dear. We have to change the general’s mind. Adventurer, travel deeper into the forest and collect proof that the Netherim are real. Bones, hides, skulls, anything you can find to convince the general."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C2Q2_TalktoZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""35473CB8473156B0030D5BAFE35466D6"", ""These are perfect. Kenik called me a fool, but I knew you\'d succeed. Where did Kenik go, anyway? No matter, bring these to the general at once, and tell her what you saw in the caves!"")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""BE3F2BBC42E8E4A84086FAAC0DCA03B2"", ""I\'m overjoyed at your success, recruit, but we can’t stop now. We must discover what this... “Mother” is planning.\r\n\r\nWe don\'t know where Mother will strike next, so I\'m sending you on our only lead. We had a researcher who spoke often of the Netherim, but nobody ever paid him any mind. We dispatched him to the Infested Swamps several weeks ago, but then we lost contact soon after. We need you to find the lost researcher, so that he may help us pick up the trail of the Netherim.\r\n\r\nZaya and Kenik will join you on your mission. Speak to Kenik at the docks when you\'re ready to depart."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""3B062D344747990BBB181881A42C457C"", ""A researcher who knows about the Netherim? Adventurer, I think I know who that is. I think it\'s my father. Come on, maybe a local can help."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""6AD09440445DEFD87A88248BB70C2D8B"", ""The Imperial researcher? I know the one, but I haven\'t seen him in days. I can find him, but I\'ll need your help in return. \r\n\r\nI have two problems: First, I need you to clear out some Hyvid down in the Hyvid Tunnel--all their screeching is scaring my poor alpacas. Second, a witch has stolen my alpacas\' collars. The collars are decorated with special gems, and I need them back. Clear out those Hyvid and bring back the alpaca collars. In the meantime I\'ll divine the location of your lost researcher."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q1_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""0A765DFB44AF291A2D35FC8E62FE93CB"", ""Good job, the one you seek is trapped in the Venomous Nest. But beware, something sinister lurks in the nest."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q2_Task_RescueZephoras,"((RowName=""ZephorasCocoon""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""86B994F14CCA5A8B86DB5F87F01BF0CF"", ""Thank you adventurer, I was sure I’d be spider-food! Let\'s hurry to town, I don\'t want to stay here a minute longer."")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A2C1Q2:Task_RescueZephoras","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""EF9A132D42196BFB46F0CA99885745BC"", ""Thank you again, adventurer. I\'ll return the favor if I can. The Netherim? As a matter of fact, yes, I\'ve observed some Netherim right here in the swamp.\r\n\r\nI saw them while documenting some highly unusual Hyvid behavior. Speaking of, the Hyvid appear to be starting a new colony, I\'ve never seen anything like it. The Hyvid have always maintained a single colony, but now they\'re spreading out and colonizing new environments. That\'s bad news for the rest of Novastraia, and I\'m certain the Netherim are involved.\r\n\r\nAdventurer, go find the new colony and snuff it out. There\'s not much time before the new queen hatches. Once you\'ve eliminated the threat, let\'s figure out what to do about the Netherim."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_TalktoZaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B54EF0DD4D5A23A708F39E880D45BD35"", ""You saved my father! Thank you so much adventurer, I\'m indebted to you and the Seer. Let\'s check in on him, and see if he has any leads on the Netherim."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A2C2Q1:Task_TalktoZephoras","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""6B450B7947B2FC9178E8F0B8D21DBD0F"", ""So, we have confirmation that the Netherim are behind this. We must stop Sadista. Unfortunately, she\'s probably operating out of the Hyvid Capital and our way is blocked by the Miasma. The spores of the Miasma befoul lungs and corrode metal. We must find some way past it, and into the Hyvid Capital. Consult with the Seer, she may know how to help."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_TalktoWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""40E124244158E8D147163B96AAE856F0"", ""You\'re just in time, traveler. My alpacas escaped their pens. They must be deep in the swamp by now. They wouldn\'t normally do this, unless... Oh, I see now. Yes.\r\n\r\nGo find my alpacas, and the way through the Murky Miasma will follow."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca1,"((RowName=""Alpaca_01""))","Quest","","NSLOCTEXT(""DialogueTable"", ""F1102A414DC2B6B88BBD6D931E7C6048"", ""Adventurer, do not be alarmed. I am speaking to you through the gem on my baby’s collar. Now, what is that my baby had? A curious artifact… Looks dwarven. I understand what she’s trying to tell you. Head to the Sunken Ruins, there must be something there that will aid you in your quest."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca2,"((RowName=""Alpaca_02""))","Quest","","NSLOCTEXT(""DialogueTable"", ""E7172AAA481DCA01C90D6180FAD3C3FE"", ""What have we here… an empty pedestal and a freshly collapsed tunnel? And what is that my alpaca baby has? An insect leg? Hold it closely for me to see. Hmm… This is a burrower leg. Burrowers must have dug their way into the ruins and stolen whatever rested here. You’ll have to find another way into the Burrower Den, for they surely have stolen whatever my alpacas want you to find."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca3,"((RowName=""Alpaca_03""))","Quest","","NSLOCTEXT(""DialogueTable"", ""15C3082244C37C0C250082B88243717F"", ""Oh, my poor baby. My poor, poor baby. You were a good girl right to the end. Adventurer, bring back the artifact… and bring back her collar too. "")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C4Q1_Task_TalktoWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""4F9B759B406C0C318C2A2388449156FA"", ""Let’s see the artifact. That crown, it looks dwarven. Let me examine the gems on it… Incredible craftsmanship. I can feel its protective aura. This must be what we need to enter the Miasma! Adventurer, as you travel through the Miasma and into the Hyvid Capital, I want you to keep my late alpaca’s collar, I will use it to communicate with you should the need arise. Go now, find your way through the Miasma, and find a way into the Hyvid Capital. You must stop Sadista before it’s too late. "")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C5Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""303080264610884CF6B283BF6D3CD5E7"", ""Now that you have Krronk’s Horn, you should be able to use it to break into the Hyvid Capital. If corrupted ember is how Sadista controls the Hyvid, then you must go find the source of the corrupted ember and destroy it. Search for the ember vein, and destroy as much Corrupted Ember as you can find."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_Relics_Task_TalkToKlive,"((RowName=""SgtKlive""))","Quest","","NSLOCTEXT(""DialogueTable"", ""BB54FF0B429FD8F4454146863DB9A440"", ""Hey, hero. I was expecting you to show up eventually. By now, you’ve probably encountered tough monsters that can drop Ember Cores. These valuable items are rare, allowing adventurers like yourself to craft ancient Relics that can unleash powerful abilities when activated. To get your started, General Graye has reserved some additional Ember Cores for you to craft a relic of your own. Here, take these Ember Cores and get crafting!"")","","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoKenik,"((RowName=""Kenik_Act1""))","Quest","","NSLOCTEXT(""DialogueTable"", ""0FD44D0E4FED93A6DF9D53AA3DABFB40"", ""Of all the indignities, I have to play babysitter to this band of whelps. Zaya says it\'s important, but I know a demotion when I see it. Sigh, let\'s go."")","","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1AA05900487C6406BD5257BE96559509"", ""Go down to the docks in Trevail\'s Point and speak to Kenik."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","A1C5Q3:Task_TalktoKenik","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_Enchanting_Task_TalktoKlive,"((RowName=""SgtKlive""))","Quest","","NSLOCTEXT(""DialogueTable"", ""D6CFB98745795C36819C7C8157D6B937"", ""Hey there. General Graye stationed me here to help you with the basics of strengthening your fort and guide you through some other useful fortifications. First, you\'ll need to build an Enchanter\'s Altar that will allow you to craft enhancements for your gear. Are you ready to get started?"")","NSLOCTEXT(""DialogueTable"", ""4080AA5D4E24C40C550C45A7B0D9F18B"", ""Yes!"")","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_Enchanting_Klive_Modal,"((RowName=""SgtKlive""))","Modal","","NSLOCTEXT(""DialogueTable"", ""D31FCB8B49838DDC59BE81BC7F257223"", ""If you stumble upon additional enchanting recipes or unwanted gear, you can use the Enchanter\'s Altar to create essence and add enhancements to your gear."")","","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","QuestComplete","TQ_Enchanting","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_Wardrobes_Task_TalktoKlive,"((RowName=""SgtKlive""))","Quest","","NSLOCTEXT(""DialogueTable"", ""E18861504337D8E6908212ACC8521C88"", ""It looks like you\'re ready for a new wardrobe. As you venture further into the frontier, you\'ll find that it may be necessary to have an extra set of gear ready to be equipped at a moment\'s notice. Once you have a wardrobe in your fort, you\'ll be able to hang your hat on the mannequin, so to speak. "")","","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_FortIntro_Modal_TalkToGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""2B25A5E7419D26C0B0D105B29C01222B"", ""Search <span color=\""#F6BA19\"">Edgewood Bluff</> for the entry into <span color=\""#F6BA19\"">Trevail Passage</> to proceed. You\'ll need to clear a safe path through <span color=\""#F6BA19\"">Trevail Passage</> before you can reach the <span color=\""#F6BA19\"">Fields of Unrest</>. "")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","TQ_FortIntro","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C5Q2_Task_TalktoZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""42CD14BE4F619809E9B3E3A2BF3E56A9"", ""If Sadista was able to grow more powerful with the crystal, we absolutely must go after Veriss before she can awaken Ordrak. We received news of a sudden rise of Netherim sightings on Echonok Mountain. Take the dirigible and speak to Mayor Hilde at Echo Landing. Hix and Wolfram will escort you there."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Generic_Quip01,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""34009FF74C1631B919367DA79D52B206"", ""Hello."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Generic_Quip02,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""F355B3034CA076EA3622588AE554913F"", ""Greetings, traveler."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Generic_Quip03,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""73D80A0D45AAAE5CFA1915AB11939697"", ""Good day."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Generic_Quip04,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""DAF173174D3D7BFD48C311A153EB9DAA"", ""Dangers lurk out there."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_GeneralGraye_Quip1,"((RowName=""GeneralGraye""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""36373AAC450C2AD3878EAFB655F6B897"", ""Keep up the good work, recruit."")","","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_GeneralGraye_Quip2,"((RowName=""GeneralGraye""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""79CD47454D03965AB5A3199E4DD5C905"", ""I trust that we can count on you."")","","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_Miasma,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B3CEFCB1461840F4D318AC9E90772C7D"", ""Sadista is likely operating out of the Hyvid Capital and our way is blocked by the corrosive spores of the Murky Miasma. We must find some way past it."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1:Task_TalktoWitch","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaSwampSeer,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""92302F714ACE30647B1084B747F2879B"", ""Have you spoken to the Swamp Seer yet?"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1:Task_TalktoWitch","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaAlpaca,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3003C24B4B5404F36C4B5A80DB7D5B0A"", ""Find my alpacas and you’ll find a way through the Murky Miasma."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaArtifact,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""67D609E746F061FEF492CB91C2408FB9"", ""My alpacas are trained to uncover useful artifacts. If Sadista is hiding in the Hyvid Capital, you’ll need their help getting through the corrosive Miasma."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_SgtFeathers_Quip1,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""140CE3F64AC90E85B94A759E4A2AAA50"", ""Curious hooting."")","","(AssetGuid=067FF7C401794B55AB4B3ECA6C20725A)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip2,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""EEC5038140CC48818500D5A54F288273"", ""Stares intently."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip3,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""02C29CD44E026B9F152CAD98DC91E126"", ""Ruffles feathers indignantly."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip4,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""14981488473969B339BEF3B563277E3E"", ""Gazes deeply into your very being."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Sparkles_Quip1,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""3EA6B7D542F5983A4FB4CDBE69BAC65C"", ""Tentative yelp."")","","(AssetGuid=58EF3B7D7892439DB1D949E51BB24BAD)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip2,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""6E96ECF8487BE11409B155B8C157647B"", ""Flares nostrils in a mildly threatening way."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip3,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""E49141444441A854D4B013B1E6E0F680"", ""Unapologetic belch."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip4,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""[1060C0CA41711D8BE08EF49ACC814ACA]"", ""175877494BDDF406FB09808730535B3B"", ""Eyes you hungrily."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
