---,Speakers,Type,Text,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,Weight,ContextEntries,bDefaultSet,Notes
Default_Yapper_Quip10,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""4CE14753413984004FE749B48ACB553A"", ""Yapper help humans, they feed, yes?"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip11,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""1F70153242EFB579459FFC8CF0C88048"", ""Yes, yapper knows. Yapper good helper!"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip12,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""BDF3D81A46C6171FDEC6E8801F575FDF"", ""You have treats for Yapper?"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip13,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""2BCF44C74E8454CA5AF5CE8EDBE92D4E"", ""No need to be so tasty er… hasty. Yes. Hasty."")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip14,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""D26458BF42002A6CBBBFE6A454FD2A29"", ""Yapper can help. If not so hungry…"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip15,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""04E7F5B547FDB8CA9D18159A427A23FD"", ""Yapper can have dragonling snack?"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip16,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""727600264FA7CEB0DF569CB6F7EDF076"", ""Ow! No poking Yapper!"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip17,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""1E9DE2D1464AB7334759BA87930DEF0C"", ""Yapper not forget what you do to Yapper. Yapper remember."")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_Yapper_Quip18,"((RowName=""Yapper""))","Bubble","NSLOCTEXT(""DialogueTable"", ""215947FD4911CB3861B523B079BC61EC"", ""You hit hard. Yapper not hit hard, but Yapper sneeeaky."")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip01,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""D27BF85F47245A9623CCCCA2912B6D7B"", ""Nothing to see here, move along."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip02,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""4FED42D54F82B168FF85F08E12519873"", ""I\'d offer you some life advice, but I have none."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip03,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""6C65125544BE3A86F88277A0A1989F9A"", ""General Graye stationed me here, probably as some form of punishment."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip04,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""C75380634EB6A7A6D4AFEA813218A29C"", ""Yes, I\'m still here. What do you want?"")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip05,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""CEC3AB1843F189489C084691E5C2D118"", ""Nice place you\'ve got here."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip06,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""9A6C29574F323116D8BD389EE7FDBFDA"", ""Don\'t mind me as I continue to stand here and watch you work."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
Default_SgtKlive_Quip07,"((RowName=""SgtKlive""))","Bubble","NSLOCTEXT(""DialogueTable"", ""E156518D4E47D4D57D1427A66B038FA3"", ""I have direct orders to supervise and not interfere."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_Guard,"((RowName=""Guard""))","Modal","NSLOCTEXT(""DialogueTable"", ""5CCF13A34922A4480F95508BE0017D27"", ""Why don\'t I ever get patrol duty?"")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
AlphaSprite_Alyph,"((RowName=""AlphaSprite""))","Modal","NSLOCTEXT(""DialogueTable"", ""3779EE0844A34E1639241B88EA1DD12A"", ""Heya, frontierlander! As one of the first arrivals here in the frontier, I\'ve been given special permission to grant you a welcome package. Y\'know, to say thanks for everything you do?\r\n\r\nIt\'s got great stuff for your fort. You should really get… Oh, no. Not these. These are just floor models.\r\n\r\nHead straight to your fort. They\'re already there, you just have to pick a good spot for \'em!"")","(AssetGuid=00000000000000000000000000000000)","QuestComplete","TUT_Intro","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF1,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""19528C874303101D6D8AC1A85C90C3C7"", ""Me? Skittish? You would be too, if you\'ve been where I\'ve been. General Graye needs your help defeating that big goblin Wideload before you can help us with the Hyvid infestation. One problem at a time, right?\r\n\r\nReturn here after you\'ve kicked Wideload in the shins."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","None","None","None","None","None","None","2","","True","GFQ_CollectInsignias"
Quest_Infested_GatekeepingIF1:Task_TurnInIO,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""721F6F86466EC301335E1F915DAE8790"", ""The Hyvid proliferation is growing. If you thought the Goblins were bad, wait until you stumble upon an entire swarm of Hyvid. You\'ll want to stock up on poison gear for this place."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","HFQ_HyvidFrontier","None","None","None","None","1","","True",""
HFQ_OuterPlace,"((RowName=""HyvidResearcher""))","Quest","NSLOCTEXT(""DialogueTable"", ""E6F9FA254480DD266A0BCCA5AA9FDD3F"", ""It\'s about time they sent someone out here. I have reports from our Chief Imperial Guard that the outskirts of our northern encampments have been overrun by the Hyvid, and many have taken refuge in a nearby cave. Conditions are critical, and I need you to escort any of our injured guards to safety. \r\n\r\nThe Hyvid spew deadly poison, so you\'ll need a fresh set of gear. Here\'s some to get you started."")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_OuterPlace"
HFQ_OuterPlace:Task_InteractGuard,"((RowName=""ImperialGuard_Chief""))","Quest","NSLOCTEXT(""DialogueTable"", ""B4BB77154C61DB576C83D5BF093DBDA4"", ""We were outnumbered... Tell the general that it\'s been an honor..."")","(AssetGuid=09BE3E920C0A486A9F541969EA5FF617)","QuestActive","HFQ_OuterPlace:Task_InteractGuard","None","None","None","None","1","","True","It Came From Outer Place"
HFQ_OuterPlace:Task_TalkToGraye,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""18EEA37245C1F9A18FA8CBB9AC70F281"", ""I had a bad feeling about this. The chief\'s brave deeds won\'t be forgotten.\r\n\r\nLife is a delicate balance. The infested goblins did not stand a chance against the Hyvid, and neither will we if we don’t fight back."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","HFQ_OuterPlace:Task_TalkToGraye","None","None","None","None","1","","True","It Came From Outer Place"
HFQ_Spinderella,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""0531398B4A2406750A8F37A0970FEB30"", ""We could use your help clearing out the monsters within the Sunken Forest. The rest of our guards were reported as missing while scouting ahead. We’ve already lost too many scouts to the Hyvid menace. Find out what\'s lurking within the forest and eliminate this predator once and for all."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","Spinderellla: Watch Her Slay"
HFQ_Spores,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""E984CB1C49E65CE9D5CFDB81AD0CE518"", ""Ever since the nearby infestation of the Hyvid, the natural flora that grows in the area has become increasingly scarce. If you can collect enough spores scattered throughout the Polluted Plateau, I’ll be able to preserve this endangered plant life that’s integral to our everyday recipes."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","Spore Addict"
HFQ_Spores:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""F67BE597404DB9E614A929A1DC16867B"", ""Aa-choo! Oh dear, I think I may be allergic. Thanks for--ACHOO!--collecting the spores for me."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","Spore Addict"
HFQ_VictimOrVermin,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""E41CFB5441007F918C3F4E880304C064"", ""We could really use your help finding non-Hyvid bugs within the Hyvid Frontier. The Hyvid have a symbiotic relationship with some creatures, while others are simply victims of their infestation. Our research isn’t comprehensive, but if you can take note of the things you see out in the field, it will help us better understand the Hyvid."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_VictimOrVermin"
HFQ_IngestedForest,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""6A51BD454BA38103A5982D8574BF10B2"", ""I can\'t say that I\'ve ever wrestled a giant spider, but it seems that you now have quite the story to tell! \r\n\r\nWe have reports from Bugswat Pass that the Hyvid colony have been encroaching dangerously close to the outpost. Unfortunately, their rapid expansion is also poisoning the natural resources around us. We need some samples to determine whether there are other contributing factors affecting the Hyvid’s aggressive behavior, and perhaps counteract against it. You must act quickly, before we are all swallowed whole."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","Ingested Forest"
HFQ_NetherRealm,"((RowName=""ImperialGuard_01""))","Quest","NSLOCTEXT(""DialogueTable"", ""F05DC6274CB0135F31E284B4C5AD1DBA"", ""I heard you took out a giant spider. Impressive. Unfortunately, there\'s more trouble ahead.\r\n\r\nWe’ve got to take care of this Netherim incursion before they reach the encampment. Our imperial scouts reported Netherim rifts appearing among a Hyvid cave. Time is of the essence!"")","(AssetGuid=F04D33ED01C54789B93462A978F67E05)","None","None","None","None","None","None","1","","True","HFQ_NetherRealm"
HFQ_NetherRealm_Modal,"((RowName=""ImperialGuard_01""))","Modal","NSLOCTEXT(""DialogueTable"", ""863DE38D460D2AEB656C0EB5A8E72B0D"", ""We need you to close the Netherim Rifts from the Nether Nook."")","(AssetGuid=1B8F93DA2F0E4277B1624122455C4B33)","QuestActive","HFQ_NetherRealm","None","None","None","None","1","","True","HFQ_NetherRealm"
HFQ_AwShmups,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""F4BE93324AF43BF6138B8B8DD2837FA2"", ""More rifts? I can’t say that I’m surprised. I’ve detected a huge energy surge from a forested enclosure within the Trampled Thicket. The readings are beyond measure. It must be something more powerful than the average creepy-crawly."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","Aw, Shmups!"
Quest_Infested_IF2_Forest2_Modal,"((RowName=""GeneralGraye""))","Modal","NSLOCTEXT(""DialogueTable"", ""6D3AD0344FB94325BFE8F6A82F87AFFC"", ""The Trampled Thicket can be found within the Infested Forest. Once you\'re in the Trampled Thicket, look for a path into the Ravaged Ravine when you\'re ready to face Psora."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","QuestActive","HFQ_AwShmups","None","None","None","None","1","","True","Aw, Shmups!"
Quest_Infested_IF2,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""F358E05746D7D1E812A58DAB78D3D0BF"", ""Hey there, I know you, don’t I? Tell ya a secret… these mean lil’ buggers are high in protein, so why let them go to waste? Everything’s a lil’ bit poisonous to one creature or another. It’s all about moderation. Look, my mug is empty. Bring me some bug juice and you won’t regret it. That’s a promise."")","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","1","","True","HFQ_Grubs (Grubs: It’s What’s for Breakfast!)"
Quest_Infested_IF2:Task_TurnInKenik,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""4C5378D94175D4F64D30F3834FA15278"", ""Woo! That really packs a punch. I knew I could count on you."")","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","QuestActive","HFQ_Grubs:Task_TurnInKenik","None","None","None","None","1","","True","HFQ_Grubs (Grubs: It’s What’s for Breakfast!)"
Quest_Infested_IF2_Caves1,"((RowName=""ImperialGuard_01""))","Quest","NSLOCTEXT(""DialogueTable"", ""26080C114D19E255A84D8287EE6E45D8"", ""We lost some important supplies while scouting around in the Abandoned Cavern. Do you think you can help us out?"")","(AssetGuid=09BE3E920C0A486A9F541969EA5FF617)","None","None","None","None","None","None","1","","True","HFQ_LostAndFound (Lost and Found)"
Quest_Infested_IF2_Caves1_Modal,"((RowName=""ImperialGuard_01""))","Modal","NSLOCTEXT(""DialogueTable"", ""09FA3A1E473B764BBC67489102D89655"", ""I hope it\'s not too late to retrieve our lost supplies from the Abandoned Cavern."")","(AssetGuid=72276AEE99F8470FA503A6A8ADA6BE92)","QuestActive","HFQ_LostAndFound","None","None","None","None","1","","True","HFQ_LostAndFound (Lost and Found)"
Quest_Infested_IF2_Caves1:Task_TurnIn,"((RowName=""ImperialGuard_02""))","Quest","NSLOCTEXT(""DialogueTable"", ""4D59913E41B3521612681F989A82C427"", ""Glad you\'re here. Our supplies were at a critical low. Those little buggers are really a nuisance, aren\'t they?"")","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","QuestActive","HFQ_LostAndFound:Task_TurnIn","None","None","None","None","1","","True","HFQ_LostAndFound (Lost and Found)"
HFQ_FoulPlay,"((RowName=""ImperialGuard_03""))","Quest","NSLOCTEXT(""DialogueTable"", ""0FD44BC74241AA7B668970984EE2DBF2"", ""There’s a place nearby where the Hyvid don’t go--the Forsaken Hollow--and you’d think that it’d be a good thing, but the problem is that it’s full of the undead! Perhaps that’s enough to ward anyone away from that place. Maybe you’ll be able to fashion a weapon out of those old bones that’ll help scare the Hyvid swarm away. Seems risky, but worth a try?"")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_FoulPlay (Foul Play)"
HFQ_FoulPlay_Modal,"((RowName=""ImperialGuard_03""))","Modal","NSLOCTEXT(""DialogueTable"", ""586BC0CF4FF65BF6AB1D30BB5F475AD1"", ""Have you already rid the Forsaken Hollow of the undead?"")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","HFQ_FoulPlay","None","None","None","None","1","","True","HFQ_FoulPlay (Foul Play)"
HFQ_CrystalCarapace,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""80ADB6154702E80807BB78A717D10EC6"", ""You survived! I knew we could count on you. We\'ve been surveying the Hyvid terrain, but encountered some difficulties.\r\n\r\nThere is something about ember crystals and the formic acid produced by the Hyvid that’s transformed the natural environment into corrupted ember. You may have already seen some in action. As soon as the evening approaches, the corrupted ember crystals emit an aura of light that strengthens nearby Hyvid. This is making it difficult for our scouts to do their research. Can you help them out?"")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_CrystalCarapace"
HFQ_StrongSignals,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""2D63C9934FFDCB9F4AE4D4A9F1BE0AA8"", ""The pheromone samples that you’ve collected contained traces of Nether Essence. It appears that the Netherim are able to manipulate the Hyvid by infecting them with this essence. Find out how they are doing this and put an end to it."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_StrongSignals"
HFQ_Aberration,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""5C8954244CA6F995677E8A8C05F6777E"", ""Our field agents have been studying the Hyvid lifecycle. While a lone egg pod may seem innocuous enough, it’s often defended by Hyvid Guardians, and you’ll find that it’s easy to get overwhelmed once the eggs hatch into larvae. The best strategy is to destroy the egg pods before the larvae are transformed into their adult form. Unfortunately, some of our imperial guards stumbled upon an aberration--an exceptionally fast and deadly Hyvid Soldier in The Alcove. You’ll be able to find it through The Shady Retreat."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_Aberration"
HFQ_BogwoodHollow,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""0346A7824A4527E393674FB28B95769C"", ""We’ve reached the fully infested forest, and it’s just not safe to go out there. You look pretty fearless. Can you clear some out?"")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_BogwoodHollow"
HFQ_NetherimTeeth,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""FA2E342E4FEF2F4E39F292AA519A10F2"", ""Have you seen the fangs on those Netherlings? Disgusting. I could stand to never look at another one of those murder-balls ever again! Worst yet, are the Scrappers, Sluggers, and Spellbreakers. That’s what I call nightmare material."")","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","1","","True","HFQ_NetherimTeeth"
HFQ_NetherimTeeth_TurnIn,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""907AE7414D74EE89F3522FA3C2AAC1F3"", ""Ugh! I don’t want a jar full of teeth. Why are you like this?"")","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","1","","True","HFQ_NetherimTeeth"
HFQ_InFiltration,"((RowName=""ImperialGuard_05""))","Quest","NSLOCTEXT(""DialogueTable"", ""894D0F3644411BC62D9AC68DAEDCC0F4"", ""The fumes up ahead are making me nauseous, and it’s not safe to drink the water around here. According to the Imperial Survival Guide, it’s possible to distill contaminates into potable water using common objects found throughout the wild. You should be able to find everything we need inside of The Muck. Might I trouble you for such a task?"")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_InFiltration"
HFQ_RumblePack,"((RowName=""ImperialGuard_05""))","Quest","NSLOCTEXT(""DialogueTable"", ""945244BB40B30463C24069A746739B94"", ""Thanks for helping out with our water supply. Needless to say, we are severely unprepared for this disastrous place. Our rations are low again, and we’ll need more food to survive in case of an emergency. I can’t tell if I’m imagining the rumbles in my stomach or if anything is real anymore. Someone joked that the rumbles are probably coming from another giant bug. I hope that’s not true."")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_RumblePack"
HFQ_GettingKrronk,"((RowName=""ImperialGuard_05""))","Quest","NSLOCTEXT(""DialogueTable"", ""E57C76B744D9B373E64E48AAE4057405"", ""Did you feel that? The tremors? These quakes are forcing the ground to erupt with Hyvid toxins, and they’re spilling into the lakes. It’s become inhospitable for anything other than the Hyvid. Can you locate the source of this seismic activity?"")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_GettingKrronk"
Quest_Infested_IF4,"((RowName=""ImperialGuard_05""))","Quest","NSLOCTEXT(""DialogueTable"", ""44668A2A4EC8CAB16B77D7B8C05E503A"", ""This job is hazardous to my health. I narrowly escaped the geysers on my way over here, and now I need to really watch where I step. The acidic pools will eat right through you! You’ll have to be careful not to get knocked into one. Don’t say I didn’t warn you."")","(AssetGuid=09BE3E920C0A486A9F541969EA5FF617)","None","None","None","None","None","None","1","","True",""
Quest_Infested_IF4_Forest1,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""99760FA24384B1727A6FCB9C2B36B26E"", ""Will humen help find friend? Friend last seen in Maggot Mire. Bring back for Yapper, yes?"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True","HFQ_FriendshipForever"
Quest_Infested_IF4_Forest1_TurnIn,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""93CBD14F4AAE9176E180789423EF7A13"", ""Yapper friend dead? Yapper no need for dead things. Grawr!"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True","HFQ_FriendshipForever"
Quest_Infested_IF4_Caves1,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""BADFBA824EE9EA1DA56229B1678D1FF0"", ""Hyvid larvae are nasty lil’ critters, aren’t they? Occasionally, you can find some underdeveloped larvae that aren’t as vicious. They happen to be a delicacy if you can believe that."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_FlavorBurst"
Quest_Infested_IF4_Caves2,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""4D3A51EF442E26C385A762BAAA7BFD34"", ""It use to be safe to venture into the Infested Cave, but the Hyvid has since taken residence in the one place that grows a special fungus that I need for spellcasting. Since you’re no stranger to spelunking by now, would you mind picking a few along the way?"")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_FundamentalFungi"
Quest_Infested_IF4_Caves2:Task_TurnInZaya,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""393BD3C34FD0A707438DB4B78F2B73CF"", ""Thanks! I can always count on you to deliver."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","HFQ_FundamentalFungi:Task_TurnInZaya","None","None","None","None","1","","True","HFQ_FundamentalFungi"
Quest_Infested_IF5,"((RowName=""ImperialGuard_06""))","Modal","NSLOCTEXT(""DialogueTable"", ""E5F634014CD975A10C278F84A4808171"", ""Strong Hyvid monsters are preventing us from getting any the closer to the Hyvid Citadel, and we’re simply no match for them. If you can clear a safe path, we may be able to regroup at Defended Passage."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestActive","HFQ_HyvidHideout","None","None","None","None","1","","True","HFQ_HyvidHideout"
HFQ_MissingTroops,"((RowName=""ImperialGuard_07""))","Quest","NSLOCTEXT(""DialogueTable"", ""E25FF737425138B2716A02AEC78ED900"", ""We haven’t heard from our troops for days and that’s never a good sign. I fear that they’ve been captured and imprisoned--or worse--eaten alive. You seem like a brave one with plenty of time to spare. Think you can venture into Swamp Cave and be a hero?"")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True","HFQ_MissingTroops (Missing Troops)"
Quest_Infested_IF5_Forest1,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""7428A36B40777BB6EEAB50B72081AA6B"", ""Long ago, the fallen Dwarven empire set up pumping stations run by Dwarven automata to extract the poison pooling in the area. The Dwarven Custodians continue to mindlessly guard it to this day. I suspect that they\'re not completely immune to the poison that\'s corrupted these lands."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","HFQ_FrackOrFriction (Frack or Friction)"
HFQ_NetherRegions,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""9CAE04224712900EFE9AC18E3A73EA58"", ""One of the guards that you rescued witnessed some Netherim entering the Swarm Cave. If you happen to find more any nether essence, I could really use a new batch for my scrying spells."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","HFQ_NetherRegions (The Nether Regions)"
Quest_Infested_IF5_Caves3,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""9D5634FE44BDF71BE340638962B74B4C"", ""We know that the Hyvid colony instinctively follows a queen and is well protected in The Hive. Your experience with the Hyvid colony makes you our best hope for clearing out this infestation. Enter the Feeding Den and eliminate the queen in The Hive. I trust that you can take care of it."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","HFQ_MotherKrrusha (Mother Krru’sha)"
HFQ_Netherneurosis,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""50E9C3054AA7694E754357AC07AABB05"", ""We’ve only delayed the inevitable. Once a queen dies, it’s only a matter of time before another takes its place. I’ve been working on an experimental device to reduce the Hyvid aggression--perhaps even making them docile. Can you take this out on the field for a test run? I’ve marked the location on your map."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","HFQ_Netherneurosis"
HFQ_Netherneurosis_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""D1640D5C463F50EBBE7C65AD8392E754"", ""I didn’t have high hopes for that neuro-matic device to be honest, but it was worth a shot. We’ve been studying the nether essence that you collected previously, and it seems to be blocking the normal Hyvid receptors, allowing the device to work. The traces of this essence points strongly to none other than Sadista, a powerful Netherim spawn whom we’ve been tracking for months. Report the situation to the guard in the Defended Passage. They must be warned."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","HFQ_Netherneurosis"
Quest_Infested_IF6_Forest2,"((RowName=""ImperialGuard_10""))","Quest","NSLOCTEXT(""DialogueTable"", ""3783E9E648E0D3FD071EDEB9A443D505"", ""Cripes, not Sadista! Thanks for the warning. We’ll remain vigilant and have reinforcements ready. Since you’re here, I could use your help to investigate some Netherim activity. There was an awful buzz--and not just the usual kind from these Hyvid--in the general direction of Hyvid Grounds. I think it may be attracting more Hyvid into the area. Can you confirm the source and put a stop to it?"")","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","None","None","None","None","None","None","1","","True","HFQ_Buzzworthy (Buzzworthy)"
Quest_Infested_IF6_Forest2:Task_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""A091054D4A56DF980A3D5A92E565A834"", ""Ember Beacons? Is that what\'s been driving the Hyvid crazy? I have heard of similar things found in the goblin frontier. They were used to control beings of weaker mind. If Sadista has plans to control larger monsters in this region, we’re as good as dead."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","HFQ_Buzzworthy:Task_TurnIn","None","None","None","None","1","","True","HFQ_Buzzworthy (Buzzworthy)"
HFQ_ShesLostControl,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""97F223D244877A5EA647EBB1DDE87315"", ""We managed to stop Sadista’s network of mind-controlling devices throughout the Hyvid frontier, but the biggest threat lies ahead. We need to drive her out of the Hyvid Citadel once and for all."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","None","None","None","None","None","1","","True","HFQ_ShesLostControl (She’s Lost Control)"
