---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,TextOnDrop,Notes
Defense_Physical_Medium_Primary_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""3A070C0F4FFF9CC9F5555E9FE5B2C959"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""2E628F8C4CDE23F5FEA35689C59A485F"", ""{0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.12","","","","","","","","1.200000","","Starting Gear"
Defense_Physical_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C20C21DB4DC81DC47F07918275C362CE"", ""+{0} Physical Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.02","0.04-0.16","0.15-0.4","0.3-0.5","","","","","1.200000","",""
Defense_Physical_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""08F58C8F4C84C255EAA4A68C5242C848"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""18DC248F46BC791CFCB811BF630B9E05"", ""Hardened {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","","","","1.200000","",""
Defense_Physical_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""08715CC5455D5B56FD56ACA2D376C550"", ""+{0} Physical Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.02","0.02-0.09","0.08-0.23","0.22-0.35","","","","","1.200000","",""
Defense_Poison_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","","","","1.200000","",""
Defense_Poison_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Poison;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","","","","1.200000","",""
Defense_Poison_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6E3316644AA1BDD3ABA3BBB47FB46C0C"", ""+{0} Poison Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.1-0.3","0.2-0.5","0.5-0.72","","","","","1.200000","",""
Defense_Poison_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""77130F824E320968AB0AAAB7628799DF"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""44345B3C4477C99F2E14A896C745800D"", ""Venomous {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","","","","1.200000","",""
Defense_Poison_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2E9C99FD4684F28579137A88ADA4483E"", ""+{0} Poison Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.08-0.2","0.1-0.5","0.4-1","","","","","1.200000","",""
Defense_Poison_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""94EF2F0D4BAC93906B5E21AAB5C6B5F9"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""E1DB625E4028A4328043ECA5E20DB9AD"", ""Venomous {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","","","","1.200000","",""
Defense_Poison_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B201AB21422F95306F63909010E38399"", ""+{0} Poison Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.05-0.12","0.12-0.28","0.27-0.31","","","","","1.200000","",""
Defense_vsGoblins_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""302E4AE147FF4E76EC3FA3A723AB2544"", ""+{0} Goblin Defense"")","NSLOCTEXT(""AffixTable"", ""3BC92EAF41C07AD841C3FABE877F7643"", ""Goblinproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","",".61-.82","0.80-1.01","0.99-1.12","","","","","1.200000","",""
Defense_vsGoblins_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""357A282340E780F70A84D69E078EAFD7"", ""+{0} Goblin Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","0.14-0.42","0.28-0.70","0.70-1.01","","","","","1.200000","",""
Defense_vsGoblins_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""56C034644BFC3998D03306B530CC63E5"", ""+{0} Goblin Defense"")","NSLOCTEXT(""AffixTable"", ""4B20280C4E0484A3D4D2C388ECEB7395"", ""Goblinproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Goblin;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","",".38-.53","0.52-0.67","0.66-0.77","","","","","1.200000","",""
Defense_vsGoblins_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""7D4E59B94A47CFA90163ED964719E759"", ""+{0} Goblin Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Goblin;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","0.11-0.28","0.14-0.70","0.56-1.40","","","","","1.200000","",""
Defense_vsGoblins_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""8E6A7BA04E4187E147B663A02B6D9DC7"", ""+{0} Goblin Defense"")","NSLOCTEXT(""AffixTable"", ""02D5258A452DE261C3F5219CAB29D566"", ""Goblinproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","",".19-.3","0.29-0.39","0.38-0.42","","","","","1.200000","",""
Defense_vsGoblins_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""A8230C424A6BE051C7377B9A16BAA6D3"", ""+{0} Goblin Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","0.07-0.17","0.17-0.39","0.38-0.43","","","","","1.200000","",""
Defense_vsNetherim_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""8EA51EA946E717F1CBFAB3944CF4AF8F"", ""+{0} Netherim Defense"")","NSLOCTEXT(""AffixTable"", ""E00C2B8A466732BF109936BC56094F85"", ""Netherproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Netherim","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","",".61-.82","0.80-1.01","0.99-1.12","","","","","1.200000","",""
Defense_vsNetherim_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""CD8695AF47C6DA2060CA46AB4099B697"", ""+{0} Netherim Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Netherim","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","","0.14-0.42","0.28-0.70","0.70-1.01","","","","","1.200000","",""
Defense_vsNetherim_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""823976E74C8E47F3F872EB94B814A8E7"", ""+{0} Netherim Defense"")","NSLOCTEXT(""AffixTable"", ""1407EDB1462F9B886878DFA31C40AE2E"", ""Netherproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Netherim;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","",".38-.53","0.52-0.67","0.66-0.77","","","","","1.200000","",""
Defense_vsNetherim_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""85856626413394E7889EF3B1F0EB56ED"", ""+{0} Netherim Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Netherim;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","","0.11-0.28","0.14-0.70","0.56-1.40","","","","","1.200000","",""
Defense_vsNetherim_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""8D08F52C45396BD102074DA2C2765846"", ""+{0} Netherim Defense"")","NSLOCTEXT(""AffixTable"", ""E68B8C754DD84F8BF6899FBBE8424EAB"", ""Netherproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Netherim","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","",".19-.3","0.29-0.39","0.38-0.42","","","","","1.200000","",""
Defense_vsNetherim_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""EBF5E3894C900CCB352BD2881FB2CF37"", ""+{0} Netherim Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Netherim","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Netherim","","0.07-0.17","0.17-0.39","0.38-0.43","","","","","1.200000","",""
Defense_vsUndead_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""56210D6E49D323968DFBCFAD4F857A4C"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""8C5B0B8C459AFFA09E2C8CA6E12DC207"", ""Sanctified {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","",".61-.82","0.80-1.01","0.99-1.12","","","","","1.200000","",""
Defense_vsUndead_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""8C84DBF54F8A4B931C91BDAB6571FC06"", ""+{0} Undead Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","0.14-0.42","0.28-0.70","0.70-1.01","","","","","1.200000","",""
Defense_vsUndead_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""014CBDA04D802DA00D5D35A15350F3EB"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""FCDCB83A4BA94B84AF468DBD1920D561"", ""Sanctified {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Undead;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","",".38-.53","0.52-0.67","0.66-0.77","","","","","1.200000","",""
Defense_vsUndead_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""A4CD140E4C8E61E9EF47A785FB2B84AA"", ""+{0} Undead Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Undead;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","0.11-0.28","0.14-0.70","0.56-1.40","","","","","1.200000","",""
Defense_vsUndead_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""EA01766B429C12489A533D820DAEB3FF"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""AF4C98824F37897786D77AA6A2A9A096"", ""Sanctified {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","",".19-.3","0.29-0.39","0.38-0.42","","","","","1.200000","",""
Defense_vsUndead_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""C2E6C06E4EC9676B2623FCBA3D8BC9DF"", ""+{0} Undead Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","0.07-0.17","0.17-0.39","0.38-0.43","","","","","1.200000","",""
Defense_vsSkeletons_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""47AC215243B57B78826BE2A53A61B4DC"", ""+{0} Skeleton Defense"")","NSLOCTEXT(""AffixTable"", ""8C5B0B8C459AFFA09E2C8CA6E12DC207"", ""Sanctified {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Skeleton","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Skeleton","",".61-.82","0.80-1.01","1.368-1.568","","","","","1.200000","",""
Defense_vsVespid_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""4548BF57493BFC74D9C6479E26001B44"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""C51A9AE844EEFAF0CBC2C6BED4B0A6BA"", ""Bugproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","",".61-.82","0.80-1.01","0.99-1.12","","","","","1.200000","",""
Defense_vsVespid_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""5544CC974672640DDCEB4DBAB57D4E7D"", ""+{0} Hyvid Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.14-0.42","0.28-0.70","0.70-1.01","","","","","1.200000","",""
Defense_vsVespid_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""43642499480C1AF26817419E532BA882"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""CD9DC9DD47A99E417543D08AC1AD5279"", ""Bugproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","",".38-.53","0.52-0.67","0.66-0.77","","","","","1.200000","",""
Defense_vsVespid_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""033A2FEA404D6B69CEFD08AFF57E845C"", ""+{0} Hyvid Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.11-0.28","0.14-0.70","0.56-1.40","","","","","1.200000","",""
Defense_vsVespid_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""CDFE20FB4E99894FF1E56ABF0FA23EB2"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""D651BD52433CD0E16A0BB2AFACCA9504"", ""Bugproof {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","",".19-.3","0.29-0.39","0.38-0.42","","","","","1.200000","",""
Defense_vsVespid_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""4E28778B410BDBC6C5E186944F5C60C2"", ""+{0} Hyvid Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.07-0.17","0.17-0.39","0.38-0.43","","","","","1.200000","",""
Defense_vsVoltura_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""6F1332284ACD0FCF97FA009E635B3AB5"", ""+{0} Voltura Defense"")","NSLOCTEXT(""AffixTable"", ""0FD6CECA4D8447AC9383EFADA0E1437E"", ""Ceramic Lined {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Voltura","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","",".61-.82","0.80-1.01","0.99-1.12","","","","","1.200000","",""
Defense_vsVoltura_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""4199736D49A858B8EB963C87BE8FE6EF"", ""+{0} Voltura Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Voltura","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","","0.14-0.42","0.28-0.70","0.70-1.01","","","","","1.200000","",""
Defense_vsVoltura_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""96765F894BFA586A39540E8741791D7B"", ""+{0} Voltura Defense"")","NSLOCTEXT(""AffixTable"", ""158B8DC4474B0DAB2EE719BF299071CB"", ""Ceramic Lined {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Voltura;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","",".38-.53","0.52-0.67","0.66-0.77","","","","","1.200000","",""
Defense_vsVoltura_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""BDC5B0EF4CD747C7EBCC04A8D20E8DD5"", ""+{0} Voltura Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Voltura;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","","0.11-0.28","0.14-0.70","0.56-1.40","","","","","1.200000","",""
Defense_vsVoltura_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""4E08898E4E7488A24486CEA85F157B74"", ""+{0} Voltura Defense"")","NSLOCTEXT(""AffixTable"", ""9BAD14F64CF4F23D0BDC55984DA8C1E8"", ""Ceramic Lined {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Voltura","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","",".19-.3","0.29-0.39","0.38-0.42","","","","","1.200000","",""
Defense_vsVoltura_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""2E30EC1B431F897B9D0798867F343C4E"", ""+{0} Voltura Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Voltura","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Voltura","","0.07-0.17","0.17-0.39","0.38-0.43","","","","","1.200000","",""
Defense_vsSkeletons_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""EE5FA8C14E0704F6C8F70492AEDE129D"", ""+{0} Skeleton Defense"")","","False","False","Default","Affix.Secondary;Item.Weapon.1H;Affix.Defense.Skeleton","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Skeleton","","","","0.98-1.414","","","","","1.200000","",""
EmberCoreTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""1804799747491126AB03618EB1A2EBF9"", ""An ancient item that allows the construction of a specific Relic."")","","False","False","NoTraits","Item.EmberCore","None","None","None","None","None","None","","","","","","","","","","1.200000","","Tooltip"
EmberWeaponChargeRegen,"15.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5ADBF535453F1D20DA3747A4081B4314"", ""-{0%}% Relic Weapon charge rate"")","","False","False","Always","Affix.Secondary;Affix.NonElemental;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Cannon","Ones","None","None","None","None","None","EmberWeaponCharge.Regen.Multiplier","0.01-0.03","0.02-0.045","0.044-0.66","0.065-0.1","","","","","1.200000","",""
EmberWeaponDrainRegen,"15.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""0A287636430739A3A2E3AFA8FA94E7B9"", ""+{0%}% Relic Weapon duration on kill"")","","False","False","Always","Affix.Secondary;Affix.NonElemental;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Cannon","Ones","None","None","None","None","None","EmberWeaponDrainBonus","0.001","0.0025-0.0075","0.005-0.02","0.01-0.05","","","","","1.200000","",""
Endurance_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","","Charge: Railmaster"
Endurance_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Affix.EnergyRegenStrong","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","","Charge: Railmaster"
Endurance_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Item.Armour.Helm","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","","Charge: Railmaster"
Energy_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","","Charge: Dusk Mage"
Energy_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Affix.EnergyRegenStrong","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","","Charge: Dusk Mage"
Energy_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Item.Armour.Helm","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","","Charge: Dusk Mage"
FireballOnBlock,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""7851AAAF4D732F80C931B78D1010A922"", ""{0%}% chance to shoot a piercing fireball that deals 150% weapon damage as Fire damage on Block"")","","False","False","Default","Affix.Secondary;Item.Weapon.Shield;Affix.NonElemental;Affix.Block","ProcAmount","None","None","None","None","None","ProcChance|FireballOnBlock","","","","1-1.25","","","","","1.200000","",""
FreezeWhenHit,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""C4EAA00747EEBD033379BC9C8399FCF0"", ""Briefly freeze enemies who attack you up close."")","","False","False","Default","Affix.Secondary;Item.Weapon.Global;Affix.Effect.Ice;Item.Weapon.1H","Ones","FreezeDuration","None","None","None","None","ProcChance|FreezeWhenHit;ElementalProcDuration|Proc.FreezeWhenHit","","","","","","","","","1.200000","","Legendary Secondary"
