---,MonsterClass,MonsterGroup,DisplayName,LevelRangeString,ChampionLevelRangeString,HitpointPercent,DamagePercent,PickWeight,ItemSpawn,ChampionScaleMultiplier,ChampionHitpoints,ChampionDamage,ChampionSpeedBonusPercent,ChampionExperience,ChampionNameSpawnRow,RecentDamageDecayRate,GetHitThreshold,GetHitCooldown,GetHitChance,Drama,AudioDrama,AudioCategory,TraitString1,TraitString2,TraitString3,ExperiencePercent,DamageElement,MonsterGameplayTags,ItemSpawnGameplayTags,ChampionItemSpawnGameplayTags,ScaleMultiplier,PackSizeSmall,PackSizeMedium,PackSizeLarge,PackSizeExtraLarge,Defense,DefensePhysical,DefenseWater,DefenseFire,DefenseCold,DefensePoison,DefenseElectric,Skill00Cooldown,Skill00DamageFactor,Skill01Cooldown,Skill01DamageFactor,Skill02Cooldown,Skill02DamageFactor,Skill03Cooldown,Skill03DamageFactor,Skill04Cooldown,Skill04DamageFactor,Skill05Cooldown,Skill05DamageFactor,MonsterDescription,Bank,Notes
Goblin_Lumberjack,"/Game/Monsters/gobgeneric/gobgeneric_lumberjack_b.gobgeneric_lumberjack_b_C","Goblin_Lumberjack","NSLOCTEXT(""MonstersTable"", ""6316B73D4FE6CFDABFC1359FB7B8011A"", ""Goblin Lumberjack"")","9-100","9-100","0.500000","0.275000","1000","Clickable_Wood","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.750000","1.250000","2.000000","Popcorn","","","","0.530000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Lumberjack","None","None","1.000000","1","3","5","8","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""ECA2FF1A46A41267A5C291A0972996EA"", ""Lumberjack"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Miner,"/Game/Monsters/gobgeneric/gobgeneric_miner_b.gobgeneric_miner_b_C","Goblin_Miner","NSLOCTEXT(""MonstersTable"", ""9EF0AF8649D0500C2371A9942BE961A3"", ""Goblin Miner"")","5-100","5-100","0.500000","0.275000","0","Clickable_Stone","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.750000","1.250000","2.000000","Popcorn","","","","0.630000","Element.Fire","Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Goblin.Miner;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo","None","None","1.000000","1","3","5","8","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","0.750000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""4DDE5A3C4F4D4F557C3BE7B26F9279EE"", ""Miner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Miner2,"/Game/Monsters/gobgeneric/gobgeneric_miner_cave_b1.gobgeneric_miner_cave_b1_C","Goblin_Miner","NSLOCTEXT(""MonstersTable"", ""67F513BB4BA748A0A755449FDA4F70F2"", ""Goblin Miner"")","5-100","5-100","0.500000","0.275000","1000","Clickable_Stone","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.750000","1.250000","2.000000","Popcorn","","","","0.630000","Element.Fire","Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Goblin.Miner;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo","None","None","1.000000","1","3","5","8","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","0.750000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""C36BC4FE4A7E4DEDCF589FA587540B13"", ""Miner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Rider,"/Game/Monsters/gobrider/gobrider_b.gobrider_b_C","Goblin_Rider","NSLOCTEXT(""MonstersTable"", ""36C8E6D1422995576CC73ABBA37E4187"", ""Goblin Rider"")","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","3.000000","0.800000","1000","Tough","1.250000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.200000","1.000000","1.000000","3.000000","3.000000","Brute","","","","1.750000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Character.Monster.Goblin.Hounds;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","2.000000","0.500000","3.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""C6474A2344A39DC7642AD0828888F8A5"", ""Rider"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Rider2,"/Game/Monsters/gobrider/gobrider_cave_b.gobrider_cave_b_C","Goblin_Rider","NSLOCTEXT(""MonstersTable"", ""8F0500FF4689A47C736F7CB1387A8C1E"", ""Goblin Rider"")","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","3.000000","0.800000","1000","Tough","1.250000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.200000","1.000000","1.000000","3.000000","3.000000","Brute","","","","1.750000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Character.Monster.Goblin.Hounds;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","2.000000","0.500000","3.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""63BF719D4F56E1F444AAA19EADBAE776"", ""Rider"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_RiderBeast,"/Game/Monsters/gobrider/gobrider_beast_b.gobrider_beast_b_C","Goblin_RiderBeast","NSLOCTEXT(""MonstersTable"", ""0E44E8FB44BA8BF075EB728FA3691198"", ""Goblin Hound"")","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","2.700000","1.500000","1000","Tough","1.250000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.300000","1.000000","1.000000","3.000000","3.000000","Medium","","","","2.450000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Character.Monster.Goblin.Hounds;Region.GoblinIsle.GoblinForest.Forest;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","2.000000","1.000000","0.000000","2.500000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""8C5791CB4BB126DB995C33930CC8F1B6"", ""Rider Beast"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby,"/Game/Monsters/gobgeneric/gobgeneric_stabby_b.gobgeneric_stabby_b_C","Goblin_Stabby","NSLOCTEXT(""MonstersTable"", ""E58F4674453DCCF45E3719916C8562EE"", ""Goblin Warrior"")","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.800000","0.300000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","1.000000","1.500000","2.000000","Popcorn","","","","0.630000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DB9A5464498BF122494F9B9582F9CCD0"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Newbie,"/Game/Monsters/gobgeneric/gobgeneric_stabby_newbie_b.gobgeneric_stabby_newbie_b_C","Goblin_Stabby_Newbie","NSLOCTEXT(""MonstersTable"", ""60FF76064C96458C7FB54CB141E42E00"", ""Voracious Goblin"")","1-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","4-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.600000","0.275000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","0.400000","1.000000","1.500000","2.000000","Popcorn","","","","0.580000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby;Character.Monster.Goblin.ForestNewbie","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""F0A75B984C869057212081874701D37B"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Intro_Single,"/Game/Monsters/gobgeneric/gobgeneric_stabby_newbie_b.gobgeneric_stabby_newbie_b_C","Goblin_Stabby_Intro","NSLOCTEXT(""MonstersTable"", ""DC44978F4E4E46AAF047BB9EA01990AD"", ""Goblin Raider"")","1","0","0.500000","0.175000","1000","Popcorn","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","0.400000","1.000000","1.500000","2.000000","Popcorn","","","","0.450000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Common;Character.Monster.IntroGoblin","None","None","1.000000","1","1","1","1","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""6503509F43EA0204BBE2488E8E2096D6"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Intro_Double,"/Game/Monsters/gobgeneric/gobgeneric_stabby_newbie_b.gobgeneric_stabby_newbie_b_C","Goblin_Stabby_Intro","NSLOCTEXT(""MonstersTable"", ""DC44978F4E4E46AAF047BB9EA01990AD"", ""Goblin Raider"")","1","0","0.500000","0.175000","1000","Popcorn","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","0.400000","1.000000","1.500000","2.000000","Popcorn","","","","0.450000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Common;Character.Monster.IntroGoblin","None","None","1.000000","2","2","2","2","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""6503509F43EA0204BBE2488E8E2096D6"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Intro_Triple,"/Game/Monsters/gobgeneric/gobgeneric_stabby_newbie_b.gobgeneric_stabby_newbie_b_C","Goblin_Stabby_Intro","NSLOCTEXT(""MonstersTable"", ""DC44978F4E4E46AAF047BB9EA01990AD"", ""Goblin Raider"")","1","0","0.500000","0.175000","1000","Popcorn","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","0.400000","1.000000","1.500000","2.000000","Popcorn","","","","0.450000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Common;Character.Monster.IntroGoblin","None","None","1.000000","3","3","3","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""6503509F43EA0204BBE2488E8E2096D6"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Yapper,"/Game/Monsters/gobyaprider/gobyaprider_bp.gobyaprider_bp_C","Goblin_Stabby_Yapper","NSLOCTEXT(""MonstersTable"", ""1224D92D49AADB75D262E0B5B0B12D72"", ""Yapper The Goblin Raider"")","1","0","0.400000","0.175000","0","Popcorn","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.050000","2.000000","1.000000","1.500000","2.000000","Popcorn","","","","0.560000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby;Character.Monster.IntroGoblin","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","2.000000","0.000000","1.000000","1.000000","2.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""2F789F3741EE6F7DE2FDE298FFCD09DA"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby2,"/Game/Monsters/gobgeneric/gobgeneric_stabby02_b.gobgeneric_stabby02_b_C","Goblin_Stabby","NSLOCTEXT(""MonstersTable"", ""9BA5EA8443513948B8C4AEB79D911FBD"", ""Goblin Warrior"")","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.800000","0.300000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","1.000000","1.500000","2.000000","Popcorn","","","","0.630000","Element.Fire","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""9EC62AE84CAD8DD837F17980CA5DEB2E"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby2_Newbie,"/Game/Monsters/gobgeneric/gobgeneric_stabby02_newbie_bp.gobgeneric_stabby02_newbie_bp_C","Goblin_Stabby_Newbie","NSLOCTEXT(""MonstersTable"", ""097E992447B6F6E70193D98631D689F1"", ""Voracious Goblin"")","1-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","4-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.600000","0.275000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","0.400000","1.000000","1.250000","2.000000","Popcorn","","","","0.580000","Element.Fire","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DCADD6E547788E6E74E1E589199432BE"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby3,"/Game/Monsters/gobgeneric/gobgeneric_stabby03_bp.gobgeneric_stabby03_bp_C","Goblin_Stabby","NSLOCTEXT(""MonstersTable"", ""A1A643684C951912B75AE9B3751B40DE"", ""Goblin Warrior"")","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.800000","0.300000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","1.500000","2.000000","Popcorn","","","","0.630000","Element.Fire","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""29B0CB374D5F5FBDB60F969B97A3F16E"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby3_Newbie,"/Game/Monsters/gobgeneric/gobgeneric_stabby03_newbie_bp.gobgeneric_stabby03_newbie_bp_C","Goblin_Stabby_Newbie","NSLOCTEXT(""MonstersTable"", ""769C3F8A4113A34540459DAABB41434C"", ""Voracious Goblin"")","1-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","4-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.600000","0.275000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","0.400000","1.000000","1.250000","2.000000","Popcorn","","","","0.580000","Element.Fire","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""3FB991BF4CF3B5DCFAEB1BB45C6CF6C6"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby4,"/Game/Monsters/gobgeneric/gobgeneric_stabby04_bp.gobgeneric_stabby04_bp_C","Goblin_Stabby","NSLOCTEXT(""MonstersTable"", ""617ACBD541CD3199D4367AA60FC4AD5D"", ""Goblin Warrior"")","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.800000","0.300000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","1.000000","1.500000","2.000000","Popcorn","","","","0.630000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""8BE4B14D4E31DE942D4848B191EAA2B7"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby4_Newbie,"/Game/Monsters/gobgeneric/gobgeneric_stabby04_newbie_bp.gobgeneric_stabby04_newbie_bp_C","Goblin_Stabby_Newbie","NSLOCTEXT(""MonstersTable"", ""A23AA30B41F88810422D7F84C471095F"", ""Voracious Goblin"")","1-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","4-6;13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.600000","0.275000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","0.400000","1.000000","1.250000","2.000000","Popcorn","","","","0.580000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","4","8","10","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""B4E9B4104E218EF18F1C43A9A7BEFEFC"", ""Warrior"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Stabby_Quencher_Cave,"/Game/Monsters/gobgeneric/gobgeneric_stabby03_bp.gobgeneric_stabby03_bp_C","Goblin_Stabby","NSLOCTEXT(""MonstersTable"", ""0BF56DA14D586B54355F62B8F64F24C0"", ""Goblin Quencher"")","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","7-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.800000","0.300000","0","Potion","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","1.500000","2.000000","Popcorn","","","","0.630000","Element.Fire","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby","None","None","1.000000","1","1","1","1","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""FFD9857C45547257CDEC0A992D204274"", ""Drops Health Potions"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_TaintedBrute,"/Game/Monsters/gobbrute/NetherTaintedBrute.NetherTaintedBrute_C","Goblin_TaintedBrute","","1-100","4-100","3.000000","1.300000","1000","None","1.100000","17.000000","1.360000","1.000000","6.000000","None","0.020000","0.100000","1.000000","0.500000","1.000000","0.000000","Brute","","","","2.250000","Element.Fire","None","None","None","1.000000","1","2","3","4","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DC9427774C2FDCE42575739635A6A88B"", ""Brute"")","(AssetGuid=00000000000000000000000000000000)",""
ImperialGuard_Melee_Friendly,"/Game/Monsters/npcimperialguard/npcimperialguard_attack_bp.npcimperialguard_attack_bp_C","ImperialGuard_Melee_Friendly","NSLOCTEXT(""MonstersTable"", ""B4BBA41A4E5308A6E53165A00C7624BA"", ""Imperial Guard"")","1-100","0","10.000000","0.010000","0","None","1.000000","17.000000","1.360000","0.000000","6.000000","None","0.020000","0.100000","1.000000","1.000000","1.000000","0.000000","Popcorn","KnockbackResistance=1.0","","","2.710000","Element.Physical","None","None","None","1.000000","1","2","3","5","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""808E1E6A4BC4978E532612B4E7E4DB86"", ""Ally"")","(AssetGuid=00000000000000000000000000000000)",""
Mimic_TreasureChest,"/Game/Monsters/mimicchest/mimicchest_b.mimicchest_b_C","Mimic_TreasureChest","NSLOCTEXT(""[3A573BA145AF39B598E7869E7C3B65F2]"", ""2841F68043DDE8E9BBA509BC7FC3AC1C"", ""Mimic Chest"")","5-100","0","6.000000","1.500000","0","LootChest","1.150000","17.000000","1.360000","-0.500000","6.000000","None","0.020000","0.250000","1.000000","0.500000","2.000000","2.000000","Medium","StunChance=0.25;StunDuration=2","","","3.200000","Element.Physical","Character.Monster.Day;Character.Monster.Night;Character.Monster.Uncommon;Region.Global;Region.GoblinIsle.InfestedForest.Forest;Region.GoblinIsle.InfestedForest.Caves;Character.Monster.Mimic.TreasureChest;Character.Monster.HighHealth","None","None","1.000000","1","1","1","1","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""8DCEB86C4DF3B6BA45012BB9D2A9DAA8"", ""Mimic"")","(AssetGuid=DDFACF88415540A1AD97BD48240AAD76)",""
Mimic_TreasureChest_Boss,"/Game/Monsters/mimicchest/mimicchest_b.mimicchest_b_C","Mimic_TreasureChest","NSLOCTEXT(""MonstersTable"", ""F08C232E4AA2797C854362BA5AB0E81A"", ""Cursed Chest"")","1-100","4-100","10.000000","2.250000","0","None","2.000000","17.000000","1.360000","-0.500000","6.000000","None","0.020000","0.250000","1.000000","0.500000","1.000000","1.000000","Brute","StunChance=0.25;StunDuration=2","","","4.950000","Element.Physical","Character.Monster.Day;Character.Monster.Night;Character.Monster.Mimic;Character.Monster.HighHealth","None","None","1.000000","1","1","1","1","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""E10D86714A5E49DF20D556ACB4B03503"", ""Mimic"")","(AssetGuid=00000000000000000000000000000000)","DQ_CursedCoin"
