---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
StatusEffect_ApplyImmobilize,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""AFB465BF474D1D43611A78AEBB4EA08E"", ""{0%}% chance to Immobilize for {1} sec."")","NSLOCTEXT(""AffixTable"", ""CCFBECFC4ECF99A8316A388C39E61403"", ""{0} of Immobilization"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.CrowdControl""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","ImmobilizeChance","Ones","None","None","None","None","ElementalProcChance|Proc.Immobilize;ElementalProcDuration|Proc.Immobilize","1;1","1;2","1;3","1;4","","","","","1.200000","False","",""
StatusEffect_ApplySlow,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""940049AA4E869C49F326BD962F2558E0"", ""{0%}% chance to Slow by {1%}% of base Speed for {2} sec."")","NSLOCTEXT(""AffixTable"", ""4F8E57C849AC2A1E9D6424BC3E012C77"", ""{0} of Lethargy"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.CrowdControl""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","Ones","None","None","None","ElementalProcChance|Proc.Slow;ElementalProcCount|Proc.Slow;ElementalProcDuration|Proc.Slow","",".15;.5;5",".2;.5;5",".25;.5;5","","","","","1.200000","False","",""
StatusEffect_Chance_Bleed,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D98AB5E24012075FC9B77483604EE9A7"", ""+{0%}% chance to Bleed"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","BleedChance","None","None","None","None","None","ElementalProcChance|Proc.Bleed","0.1","0.2","0.24","0.265","","","","","1.200000","False","",""
StatusEffect_Chance_Blind,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""62897389418A63FDEC1539B55E82D296"", ""+{0%}% chance to Blind"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","BlindChance","None","None","None","None","None","ElementalProcChance|Proc.Blind",".05-.08",".07-.1",".09-.12",".11-.14","","","","","1.200000","False","",""
StatusEffect_Chance_Burn,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E7AA342A4BDC43A7AA4F8CA248923D77"", ""+{0%}% chance to Burn"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Fire""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","BurnChance","None","None","None","None","None","ElementalProcChance|Proc.Burn","0.1","0.1-0.25","0.2-0.35","0.3-0.5","","","","","1.200000","False","",""
StatusEffect_Chance_Chill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""EC7511A54055AEB70E3B7A9955FB00DE"", ""+{0%}% chance to Chill"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Ice""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","ChillChance","None","None","None","None","None","ElementalProcChance|Proc.Chill","0.1","0.1-0.25","0.2-0.275","0.25-0.33","","","","","1.200000","False","",""
StatusEffect_Chance_Frozen,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""742B3E9D4512D2840749AD9C325C7E9E"", ""+{0%}% chance to Freeze"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Ice.Freeze""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","FreezeChance","None","None","None","None","None","ElementalProcChance|Proc.Freeze","0.1","0.1-0.25","0.2-0.4","0.3-0.5","","","","","1.200000","False","",""
StatusEffect_Chance_Immobilize,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D4625A4F427BF1CB9C169688E28C2302"", ""+{0%}% chance to Immobilize"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.CrowdControl""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","ImmobilizeChance","None","None","None","None","None","ElementalProcChance|Proc.Immobilize","0.05","0.08-0.175","0.15-0.3","0.25-0.5","","","","","1.200000","False","",""
StatusEffect_Chance_Knockback,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""0307367A406132FB5EB8C7833CA97718"", ""+{0%}% chance to Knockback"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.CrowdControl""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","Knockback","None","None","None","None","None","KnockbackChance","0.5","0.7-1.3","1.25-1.5","1.4-1.8","","","","","1.200000","False","",""
StatusEffect_Chance_Poison,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6C779E6E4506CBF56BB192AF808AC4F0"", ""+{0%}% chance to Poison"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Poison""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","PoisonChance","None","None","None","None","None","ElementalProcChance|Proc.Poison","0.1","0.1-0.25","0.2-0.35","0.3-0.5","","","","","1.200000","False","",""
StatusEffect_Chance_Shock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9E530FA14B6A1E4400D1488CD4D54F81"", ""+{0%}% chance to Shock"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Electric.Shock""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","ShockChance","None","None","None","None","None","ElementalProcChance|Proc.Shock","0.11","0.12-0.19","0.18-0.275","0.25-0.33","","","","","1.200000","False","",""
StatusEffect_Chance_Stun,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""88924A83480D4F340C55F8AD86B17838"", ""+{0%}% chance to Stun"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","StunChance","None","None","None","None","None","StunChance",".1-.16",".14-.2",".18-.24",".22-.28","","","","","1.200000","False","",""
StatusEffect_Duration_Bleed,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D02121334E84098C58FB36886E4C1D89"", ""+{0} sec. Bleed duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","BleedDuration","None","None","None","None","None","ElementalProcDuration|Proc.Bleed","0.1","0.1-0.275","0.25-0.5","0.4-0.75","","","","","1.200000","False","",""
StatusEffect_Duration_Blind,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F683F9B0497895EBFE7B97B7A8FD3097"", ""+{0} sec. Blind duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","BlindDuration","None","None","None","None","None","ElementalProcDuration|Proc.Blind","0.1","0.1-0.3","0.3-0.5","0.5-0.6","","","","","1.200000","False","",""
StatusEffect_Duration_Burn,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""FEA73DF14EA4DB4785394F9595873D37"", ""+{0} sec. Burn duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Fire""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","BurnDuration","None","None","None","None","None","ElementalProcDuration|Proc.Burn","0.25-0.5","0.5-1","0.75-1.5","1.0-2.0","","","","","1.200000","False","",""
StatusEffect_Duration_Chill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3CAF3C1747F55BFA71B15DA2CE859A52"", ""+{0} sec. Chill duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Ice""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","ChillDuration","None","None","None","None","None","ElementalProcDuration|Proc.Chill","0.1","0.1-0.35","0.3-0.6","0.5-0.8","","","","","1.200000","False","",""
StatusEffect_Duration_Frozen,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""87FA42544C93A765287D34BA6B8BA510"", ""+{0} sec. Frozen duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Ice.Freeze""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","FreezeDuration","None","None","None","None","None","ElementalProcDuration|Proc.Freeze","0.01","0.01-0.06","0.05-0.15","0.125-0.3","","","","","1.200000","False","",""
StatusEffect_Duration_Poison,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""85054B994E93DB01AA7F7FA84D149808"", ""+{0} sec. Poison duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Poison""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","PoisonDuration","None","None","None","None","None","ElementalProcDuration|Proc.Poison","0.1","0.1-0.35","0.3-0.6","0.5-0.8","","","","","1.200000","False","",""
StatusEffect_Duration_Shock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6D37142C4CC8CFFAD610BD97D85E3556"", ""+{0} sec. Shock duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Effect.Electric.Shock""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","ShockDuration","None","None","None","None","None","ElementalProcDuration|Proc.Shock","0.1","0.1-0.35","0.3-0.6","0.5-0.8","","","","","1.200000","False","",""
StatusEffect_Duration_Stun,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9A07526B459736D4DE2BC2A631C8796A"", ""+{0} sec. Stun duration"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","StunDuration","None","None","None","None","None","StunDuration","0.1","0.1-0.3","0.3-0.5",".5-.6","","","","","1.200000","False","","Legendary Secondary"
StatusEffect_Fear_Chance_Legendary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CC71A90743899FF138C47891EF82C173"", ""+{0%}% chance to Fear"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Helm"")))","(TagName="""")","FearChance","None","None","None","None","None","ElementalProcChance|Proc.Fear","","","","2","","","","","1.200000","False","",""
StatusEffect_Resist_Knockback,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""03F32C9844C867325E72F3A4827A2A57"", ""{0%}% Knockback Resistance"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","KnockbackResistance","None","None","None","None","None","KnockbackResistance","","0.9-1.2","1.1-1.6","1.5-2","","","","","1.200000","False","",""
StatusEffect_Resist_Poison,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""C0548E93429AAE9135078BBFA2CE5E28"", ""-{0%}% Poisoned duration"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Poison""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","DefenseVsPoisonDuration","None","None","None","None","None","DefenseVsElementalProcDuration|Proc.Poison","0.5-0.8","0.75-1.2","1-1.4","1.25-1.5","","","","","1.200000","False","",""
StatusEffect_Resist_Stun,"1.000000","100.000000","200","0","NSLOCTEXT(""AffixTable"", ""6749DE724BF69B97E77197AFE32AE155"", ""+{0%}% Stun Resistance"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","KnockbackResistance","None","None","None","None","None","StunResistance","","0.9-1.2","1.1-1.6","1.5-2","","","","","1.200000","False","",""
StatusEffect_Shock_Bolts,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7A5185AA49CCD7F07BFF8DB8E32D6425"", ""{0} additional bolt(s) fired on Shock"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Effect.Electric.Bolt""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","ShockCount","None","None","None","None","None","ElementalProcCount|Proc.Shock","","0.1-0.9","0.8-1.5","","","","","","1.000000","True","",""
StatusEffect_Shock_Bolts_Legendary,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""7A5185AA49CCD7F07BFF8DB8E32D6425"", ""{0} additional bolt(s) fired on Shock"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Effect.Electric.Bolt""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","ShockCount","None","None","None","None","None","ElementalProcCount|Proc.Shock","","","","1.5-3","","","","","1.000000","True","",""
SteamDissipation_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.Forged""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","False","","Charge: Forged"
SteamDissipation_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Forged""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","False","","Charge: Forged"
SteamDissipation_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""259DC2014B295301278344A92B0C77A2"", ""+{0%}% Steam /sec Dissipation"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Forged""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","ForgedHeat.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","False","","Charge: Forged"
Thorns_vsChilled,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""658CCDA1432FF4C27ABBB1862113CD1E"", ""Inflicts {0%}% weapon damage vs. Chilled targets when attacked"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Effect.Ice""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","ThornsDamage","None","None","None","None","None","ProcDamage|ThornsVsChilled;ProcChance|ThornsVsChilled","","","","","","","","","1.200000","False","","Legendary Secondary"
WideloadShieldTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""797C9069439E191A80A59FAFD50AF6E0"", ""Consume this item to add Wideload\'s Decorative Shield to your fort items."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","","","","1.200000","False","",""
SkeletonMeleeOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""749F7E1F41CA7442398341A801E2E7EB"", ""Summon {0} Skeleton Warrior on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","BleedDuration","None","None","None","None","None","MinionsFromAffix|AffixSkeletonMelee","","","","1","","","","","1.200000","False","",""
SkeletonShieldOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""AD4842FA40F44EF3E78892AD09351F08"", ""Summon {0} Skeleton Knight on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonShield","","","","1","","","","","1.200000","False","",""
SkeletonRangedOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""06B0FD7F43A6E39128936394CF0D18F8"", ""Summon {0} Skeleton Archer on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonRanged","","","","1","","","","","1.200000","False","",""
SkeletonMeleeFireOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""3E192AF74337ED03A9E6989D383B0440"", ""Summon {0} Burning Skeleton Warrior on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonFireMelee","","","","1","","","","","1.200000","False","",""
SkeletonRangedFireOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""30DC0BD340C1741E8BEBF5993C2EA332"", ""Summon {0} Burning Skeleton Archer on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixSkeletonFireRanged","","","","1","","","","","1.200000","False","",""
ZombieMeleeOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""8FA2C41243E3FEB0E9AC91BB457394DD"", ""Summon {0} Zombie on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixZombieMelee","","","","1","","","","","1.200000","False","",""
RatOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""F6EB2EE849A4D7F46403ACB85AC7A881"", ""Summon {0} Rat on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixRat","","","","1","","","","","1.200000","False","",""
NetherlingOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""535E5A204E3AA21B60ADFA86B4BE4596"", ""Summon {0} Netherling on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixNetherling","","","","1","","","","","1.200000","False","",""
GhostGuardOnEquip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""B67BE9B34F5B746D024BCA9173EBF398"", ""Summon {0} Spectral Guard on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixGhostGuard","","","","1","","","","","1.200000","False","",""
SkeletonMeleeOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""C22731E3432B928805E8B7A733B5F3DF"", ""{1%}% chance to Summon a Skeleton Warrior on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonMelee;ProcChance|SkeletonMeleeOnKill","","","","1;0.15","","","","","1.200000","False","",""
SkeletonShieldOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""4EF1AE5D4B34EC4F1CB704A3174E986F"", ""{1%}% chance to Summon a Skeleton Knight on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonShield;ProcChance|SkeletonShieldOnKill","","","","1;0.15","","","","","1.200000","False","",""
SkeletonRangedOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""603592604A5B63DF84B8AC95B537CFC1"", ""{1%}% chance to Summon a Skeleton Archer on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonRanged;ProcChance|SkeletonRangedOnKill","","","","1;0.15","","","","","1.200000","False","",""
SkeletonMeleeFireOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""F8BF5DB54D9067C4E0D2838DC476EBF1"", ""{1%}% chance to Summon a Burning Skeleton Warrior on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonFireMelee;ProcChance|SkeletonFireMeleeOnKill","","","","1;0.15","","","","","1.200000","False","",""
SkeletonRangedFireOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""C7BB62634A60D8027A80BAAFEDB4F73D"", ""{1%}% chance to Summon a Burning Skeleton Archer on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonFireRanged;ProcChance|SkeletonFireRangedOnKill","","","","1;0.15","","","","","1.200000","False","",""
ZombieMeleeOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""23FABBFA46B9B2E268764194EA4BFF97"", ""{1%}% chance to Summon a Zombie on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcZombieMelee;ProcChance|ZombieOnKill","","","","1;0.15","","","","","1.200000","False","",""
RatOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""4C8AC3D74B6E78E424B93C97F764572F"", ""{1%}% chance to Summon a Rat on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcRat;ProcChance|RatOnKill","","","","1;0.15","","","","","1.200000","False","",""
NetherlingOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""125707E24227501383A1D9A2E0983AF5"", ""{1%}% chance to Summon a Netherling on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcNetherling;ProcChance|NetherlingOnKill","","","","1;0.15","","","","","1.200000","False","",""
GhostGuardOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""0A590CF94F90280E6058C9B5B9659AD5"", ""{1%}% chance to Summon a Spectral Guard on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardOnKill","","","","1;0.15","","","","","1.200000","False","",""
