---,TriggerType,TriggerEvent,TagFilter,SkillTagFilter,RequiredStatusEffectTags,EventNameParam,Trait,AccumulateRandomChance,TriggerSkill,CooldownTimeSeconds,bMinionsCanTrigger,Notes
Legendary_LuckOnVolturaKill,Always,DidKill,"(GameplayTags=((TagName=""Character.Monster.Voltura"")))",(GameplayTags=),(GameplayTags=),None,ProcChance|Legendary_LuckOnVolturaKill,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_LuckOnVolturaKill.ProcSkill_LuckOnVolturaKill_C,0,FALSE,
Legendary_LuckOnAutomatonKill,Always,DidKill,"(GameplayTags=((TagName=""Character.Monster.Automaton"")))",(GameplayTags=),(GameplayTags=),None,ProcChance|Legendary_LuckOnAutomatonKill,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_LuckOnVolturaKill.ProcSkill_LuckOnVolturaKill_C,0,FALSE,
Legendary_ElectricVolturaImmunity,Always,TakeDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,ProcChance|Legendary_ElectricVolturaImmunity,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_ElectricVolturaImmunity.ProcSkill_ElectricVolturaImmunity_C,0,FALSE,
Legendary_RelicSkillRefresh,Random,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))",(GameplayTags=),None,ProcChance|Legendary_RelicSkillRefresh,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_RelicSkillRefresh.ProcSkill_RelicSkillRefresh_C,0,FALSE,
Legendary_RelicActiveChargeUp,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))",(GameplayTags=),None,ProcChance|Legendary_RelicActiveChargeUp,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_RelicChargeUpCaster.ProcSkill_SpawnMinion_RelicChargeUpCaster_C,0,FALSE,
VentBuff,Random,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Forged.Vent"")))",(GameplayTags=),None,ProcChance|VentBuff,0,/Game/Skills/Blueprints/Forged/Proc_Forged_VentBuff.Proc_Forged_VentBuff_C,0,TRUE,
Legendary_AlexProc,Always,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.BasicAttack"")))",(GameplayTags=),None,ProcChance|Legendary_AlexProc,0,/Game/Skills/Blueprints/Legendaries/Skill_AlexProcLightningStrike.Skill_AlexProcLightningStrike_C,1,TRUE,
ShockingRounds,Always,SkillDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Railman.Turret.Basic"")))",(GameplayTags=),None,None,1,/Game/Skills/Blueprints/Railman/ProcSkill_ShockingRounds.ProcSkill_ShockingRounds_C,0,TRUE,
Legendary_StormDriver,Always,SkillDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Onslaught"")))",(GameplayTags=),None,ProcChance|Legendary_StormDriver,1,/Game/Skills/Blueprints/Sharpshooter/Legendary/ProcSkill_StormDriver.ProcSkill_StormDriver_C,1,TRUE,
Legendary_RandomRelicSkill,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))",(GameplayTags=),None,ProcChance|Legendary_RandomRelicSkill,0,/Game/Skills/Blueprints/Legendaries/Skill_ScrollOfWonder_ChooseSkill.Skill_ScrollOfWonder_ChooseSkill_C,0,TRUE,
TurretPiercing,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Railman.TurretSpecial"")))",(GameplayTags=),None,ProcChance|TurretPiercing,0,/Game/Skills/Blueprints/Railman/ProcSkill_TurretPiercing.ProcSkill_TurretPiercing_C,0,TRUE,
VentBlock,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Forged.Vent"")))",(GameplayTags=),None,ProcChance|VentBlock,0,/Game/Skills/Blueprints/Forged/Proc_Forged_VentArmor.Proc_Forged_VentArmor_C,0,TRUE,
HealOnBrawlHit,Random,SkillDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Forged.Melee"")))",(GameplayTags=),None,ProcChance|HealonBrawlHit,0,/Game/Skills/Blueprints/Forged/Proc_Forged_HealthOnHitStun.Proc_Forged_HealthOnHitStun_C,0,TRUE,
PoisonDartExplode,Always,DidKill,(GameplayTags=),(GameplayTags=),"(GameplayTags=((TagName=""StatusEffect.Poison.PoisonDart"")))",None,ProcChance|PoisonDartExplode,0,/Game/Skills/Blueprints/Forged/Proc_PoisonDartExplode.Proc_PoisonDartExplode_C,0,TRUE,
Legendary_PetHealthOnHit,Always,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Pet.Basic"")))",(GameplayTags=),None,ProcChance|Legendary_PetHealthOnHit,0,/Game/Skills/Blueprints/Pets/Legendary/Proc_HealthOnHit.Proc_HealthOnHit_C,0.25,TRUE,
Legendary_PetFlameNova,Always,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Pet.Basic"")))",(GameplayTags=),None,ProcChance|Legendary_PetFlameNova,0,/Game/Skills/Blueprints/Pets/Legendary/Proc_FlameNova.Proc_FlameNova_C,8,TRUE,
Legendary_PetPoisonAura,Always,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Pet.Basic"")))",(GameplayTags=),None,ProcChance|Legendary_PetPoisonAura,0,/Game/Skills/Blueprints/Pets/Legendary/Proc_PoisonHazard.Proc_PoisonHazard_C,6,TRUE,
Legendary_PetShockNova,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Pet.Active"")))",(GameplayTags=),None,ProcChance|Legendary_PetShockNova,0,/Game/Skills/Blueprints/Pets/Legendary/Proc_ShockNova.Proc_ShockNova_C,0.1,TRUE,
Legendary_PetGhostPets,Always,DoDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,ProcChance|Legendary_PetGhostPets,0,/Game/Skills/Blueprints/Pets/Legendary/ProcSkill_SummonGhostPets.ProcSkill_SummonGhostPets_C,30,TRUE,
Legendary_PetCooldownRefresh,Random,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Pet.Basic"")))",(GameplayTags=),None,ProcChance|Legendary_PetCooldownRefresh,0,/Game/Skills/Blueprints/Pets/Legendary/ProcSkill_ActivePetRefresh.ProcSkill_ActivePetRefresh_C,4,TRUE,
Sharpshooter_GhostRemove,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill"")))",(GameplayTags=),None,None,0,/Game/Skills/Blueprints/Sharpshooter/ProcSkill_GhostRemove.ProcSkill_GhostRemove_C,0,TRUE,
OneShotPreventDisable,Always,TakeDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,ProcChance|OneShotPreventDisable,0,/Game/Skills/Blueprints/Procs/ProcSkill_DisableOneShotPrevention.ProcSkill_DisableOneShotPrevention_C,0,TRUE,
LegendaryFrenzyStack,Always,DoDamage,(GameplayTags=),"(GameplayTags=((TagName=""Skill.BasicAttack"")))",(GameplayTags=),None,ProcChance|LegendaryFrenzyStack,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_FrenzyStack.ProcSkill_FrenzyStack_C,0.1,TRUE,
LegendaryHeadhunter,Always,DidKill,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,ProcChance|LegendaryHeadhunter,0,/Game/Skills/Blueprints/Legendaries/ProcSkill_Headhunter.ProcSkill_Headhunter_C,0.1,TRUE,
RailmanRegenEndurance,Always,DoDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,ProcChance|RailmanRegenEndurance,0,/Game/Skills/Blueprints/Railman/ProcSkill_BeginEnduranceRegen.ProcSkill_BeginEnduranceRegen_C,0.5,TRUE,
RailmasterFullEndurance,Always,ActiveTraitAtMax,(GameplayTags=),(GameplayTags=),(GameplayTags=),RailmanEndurance,ProcChance|RailmasterFullEndurance,0,/Game/Skills/Blueprints/Railman/ProcSkill_EnduranceFull.ProcSkill_EnduranceFull_C,0.2,FALSE,
Legendary_SneckoStick,Always,SkillStart,(GameplayTags=),"(GameplayTags=((TagName=""Skill.Weapon""),(TagName=""Skill.BasicAttack"")))",(GameplayTags=),None,ProcChance|Legendary_SneckoStick,0,/Game/Skills/Blueprints/Weapons/ProcSkill_SneckoStick.ProcSkill_SneckoStick_C,0.1,FALSE,
ShastaProc,Always,TakeDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,None,0,/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_ShastaBuff.Proc_Sharpshooter_ShastaBuff_C,0,TRUE,
SharpshooterShastaProc,Always,TakeDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,None,0,/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_PlayerShastaBuff.Proc_Sharpshooter_PlayerShastaBuff_C,0,TRUE,
MonsterFlash,Always,DoDamage,(GameplayTags=),(GameplayTags=),(GameplayTags=),None,None,0,/Game/Skills/Blueprints/Procs/ProcSkil_MonsterFlash.ProcSkil_MonsterFlash_C,0,TRUE,
