---,DisplayName,bSave,bStartingPet,bIgnoreSpawnCollision,MinionOffset,MinionScaleMultiplier,Description,DefaultSkill,MinionClass,CharacterCreateMinionClass,ClosestDyeColor,bIsFlying,CharacterSelectIdle,Hitpoints,Damage,LifetimeSeconds,QualityTags,DropWeight,GameplayTags,MinionTypeTag,AggroRadius,MinionGameplayTags,MinionTypeGameplayTag,TraitString1,TraitString2,TraitString3,TraitString4,TraitString5,Notes
AffixShadowThrall,"NSLOCTEXT(""MinionsTable"", ""5D9C568642B76E07E8087E9F5D0178E8"", ""Shadow"")","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Monsters/Affixes/shadowthrall_dummy_bp.shadowthrall_dummy_bp_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=)","(TagName="""")","1000.000000","None","None","","","","","",""
OrdrakPoisonOrb,"NSLOCTEXT(""MinionsTable"", ""7181A9064EB38F9E52DAA09784B1E5AC"", ""OrdrakPoisonOrb"")","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/Ordrak/Ordrak_PoisonOrbEntity.Ordrak_PoisonOrbEntity_C","None","(RowName="""")","False","None","1.000000","1.000000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.OrdrakOrb"")))","(TagName=""Character.Minion.OrdrakOrb"")","1000.000000","None","None","","","","","",""
BrallWolf,"NSLOCTEXT(""MinionsTable"", ""A4D4C38F43AEF98C997A139C77C5D24E"", ""Raxx"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.600000","","(RowName="""")","/Game/Monsters/Blueprints/Brall/brall_wolf_bp.brall_wolf_bp_C","None","(RowName="""")","False","None","0.150000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=)","(TagName="""")","1000.000000","None","None","","","","","",""
BrallIllusion,"NSLOCTEXT(""MinionsTable"", ""0543FB24431418E772EDB3BFCB0E51A0"", ""Skele-Brall"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.500000","","(RowName="""")","/Game/Monsters/Blueprints/Brall/brall_illusion_bp.brall_illusion_bp_C","None","(RowName="""")","False","None","0.200000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.BrallIllusion"")))","(TagName=""Character.Minion.BrallIllusion"")","1000.000000","None","None","","","","","",""
Sharpshooter_Shasta,"NSLOCTEXT(""MinionsTable"", ""D55C7E40418800068BF0FBB0CE88577A"", ""Shasta"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Sharpshooter/Sharpshooter_Shasta_Pet.Sharpshooter_Shasta_Pet_C","None","(RowName="""")","False","None","1.000000","0.900000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Shasta"")))","(TagName=""Character.Minion.Shasta"")","1000.000000","None","None","","","","","",""
Sharpshooter_ShastaEnhanced,"NSLOCTEXT(""[55799B8746C4AF7FDC484C962608275D]"", ""EEC55DAA49ABA211D7D765B51F7D4792"", ""Shasta"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Sharpshooter/Sharpshooter_Shasta_Pet.Sharpshooter_Shasta_Pet_C","None","(RowName="""")","False","None","1.000000","1.800000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Shasta"")))","(TagName=""Character.Minion.Shasta"")","1000.000000","None","None","","","","","",""
SadistaStuckGlaive,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/Sadista/sadista_stuckGlaive.sadista_stuckGlaive_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.SadistaStuckGlaive"")))","(TagName=""Character.Minion.SadistaStuckGlaive"")","1000.000000","None","None","","","","","",""
Sadista_Netherling,"NSLOCTEXT(""MinionsTable"", ""EE61909F4E610DF2988D02B7BDF55F7A"", ""Netherling"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherling/netherling_minion_b.netherling_minion_b_C","None","(RowName="""")","False","None","0.020000","0.100000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Netherling"")))","(TagName=""Character.Minion.Netherling"")","1000.000000","None","None","","","","","",""
Sadista_Spellslinger,"NSLOCTEXT(""MinionsTable"", ""F968407C4C1DAFCBACD2A59DE84C6DF3"", ""Netherim Spellslinger"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherimspellbreaker/netherimspellbreaker_spellslinger_bp_minion.netherimspellbreaker_spellslinger_bp_minion_C","None","(RowName="""")","False","None","0.040000","0.150000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.NetherimSpellslinger"")))","(TagName=""Character.Minion.NetherimSpellslinger"")","1000.000000","None","None","","","","","",""
Sadista_Brute,"NSLOCTEXT(""MinionsTable"", ""9E5FE2904977D956FA3FC18D3788872A"", ""Netherim Warrior"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherimwarrior/netherimwarrior_base_bp_minion.netherimwarrior_base_bp_minion_C","None","(RowName="""")","False","None","0.050000","0.180000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.NetherimBrute"")))","(TagName=""Character.Minion.NetherimBrute"")","1000.000000","None","None","","","","","",""
WitchSkeletonMinion,"NSLOCTEXT(""MinionsTable"", ""FDBA716B4D0383C5C775AF9C50E01F38"", ""Skeleton Warrior"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_01_melee_b_Minion.skeleton_01_melee_b_Minion_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","","","","",""
AffixOnProcHolyIcon,"NSLOCTEXT(""MinionsTable"", ""9A6766FB4564269F06A87A8A1CCF9F48"", ""Divine Messenger"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/petalpaca/HolyIcon_Minion.HolyIcon_Minion_C","None","(RowName="""")","False","None","1.000000","1.000000","12.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.HolyIcon"")))","(TagName=""Character.Minion.Affix.HolyIcon"")","1000.000000","None","None","","","","","",""
Sharpshooter_GoblinGunner,"NSLOCTEXT(""MinionsTable"", ""D707A5BC473FEDEB89091BB14D911501"", ""Ghostly Gunner"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Sharpshooter/Legendary/Sharpshooter_GoblinGunner.Sharpshooter_GoblinGunner_C","None","(RowName="""")","False","None","0.500000","0.500000","12.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.GoblinGunner"")))","(TagName=""Character.Minion.GoblinGunner"")","1000.000000","None","None","","","","","",""
AffixOnProcHerman,"NSLOCTEXT(""MinionsTable"", ""60BC65444BBAB74728DF52A64D3AC07C"", ""Essence of Herman"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Sharpshooter/Legendary/pet_Herman_Sharpshooter_bp.pet_Herman_Sharpshooter_bp_C","None","(RowName="""")","False","None","1.000000","1.000000","12.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Herman"")))","(TagName=""Character.Minion.Affix.Herman"")","1000.000000","None","None","","","","","",""
PetSummonSkeleton,"NSLOCTEXT(""MinionsTable"", ""6C517DD2401481DC57A68A9DD9A58074"", ""Skeletal Warrior"")","True","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_01_melee_b_PetSummon.skeleton_01_melee_b_PetSummon_C","None","(RowName="""")","False","None","0.500000","0.500000","12.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.PetSkeleton"")))","(TagName=""Character.Minion.PetSkeleton"")","1000.000000","None","None","","","","","",""
LegendaryRelicChargeUpCaster,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Legendaries/Legendary_ChargeUpEntity.Legendary_ChargeUpEntity_C","None","(RowName="""")","False","None","1.000000","1.000000","15.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.ChargeUpCaster"")))","(TagName=""Character.Minion.Affix.ChargeUpCaster"")","1000.000000","None","None","","","","","",""
ElectricEndOrb,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","2.000000","","(RowName="""")","/Game/Skills/Blueprints/Monsters/Affixes/RevisedSet/ElectricEnd/Monster_ElectricEnd.Monster_ElectricEnd_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.ElectricEnd"")))","(TagName=""Character.Minion.Affix.ElectricEnd"")","1000.000000","None","None","","","","","",""
PlaguebearerOrb,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","0.750000","","(RowName="""")","/Game/Skills/Blueprints/Monsters/Affixes/RevisedSet/PlagueOrb/PlaguebearerOrbEntity.PlaguebearerOrbEntity_C","None","(RowName="""")","False","None","1.000000","1.000000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.PlaguebearerOrb"")))","(TagName=""Character.Minion.Affix.PlaguebearerOrb"")","1000.000000","None","None","","","","","",""
