---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
GoblinSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""EF0A4D9F402D0CD51D32299519CFAF2D"", ""Goblin Monument 4"")","","/Game/UI/Textures/LooseIcons/gob_monument_4.gob_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_monument_04_bp.fort_prop_gob_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoblinSacrificeProp_4.StatusEffect_GoblinSacrificeProp_4_C'","(GameplayTags=)","GoblinSacrificeProp_05","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGoblin.CurrencySacrificeWidgetGoblin_C'","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","24422","","None","True","None","Name","None","0","","None","False",""
GoblinSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""F3B0547A475B30F029F91D87A245A7D9"", ""Goblin Monument 5"")","","/Game/UI/Textures/LooseIcons/gob_monument_5.gob_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_monument_05_bp.fort_prop_gob_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoblinSacrificeProp_5.StatusEffect_GoblinSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGoblin.CurrencySacrificeWidgetGoblin_C'","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","38925","","None","True","None","Name","None","0","","None","False",""
GoblinShrine_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""883563134D03B98A0EEC549509662644"", ""Illuminated Totem"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_stone_head.goblin_stone_head","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobshrine_01.fort_prop_gobshrine_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
GoblinStatue_Copper,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""3FC27AD2445979BFE0D1248D3BE61980"", ""Copper Goblin Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a2_bp.fort_prop_gobstatue_a2_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","MetalBar_T1_Tin","20","NSLOCTEXT(""FortPropsTable"", ""2EFA708C4360B46A1B72F196C5580D55"", ""20 Tin Bars"")","None","False","None","Name","None","0","","None","False",""
GoblinStatue_Stone,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C92DB0AA456E36CA735DDE9C995252DA"", ""Stone Goblin Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a_bp.fort_prop_gobstatue_a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","StoneBlock_T1_Sandstone","20","NSLOCTEXT(""FortPropsTable"", ""1106497B4F8B5448C82D64A5D93C15C6"", ""20 Sandstone Blocks"")","None","False","None","Name","None","0","","None","False",""
GoblinWatermill_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""7E677D91408ECA05A36AAA8182635C8D"", ""Grindy Mill"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_mill.goblin_mill","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gcavewatermill_01.fort_prop_gcavewatermill_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gobrr_fishingpile_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7646EB8F406F5FE8A4E9BFA3BC2C7122"", ""Goblin River Gear"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/oars_1.oars_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_02.fort_prop_gob_junk_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gobrr_woodjunk_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""85B352AB46060329901489AE75976CDF"", ""River Gob Carvings"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/carvings_4.carvings_4","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_01.fort_prop_gob_junk_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
GoldSacrificeProp_01,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""78BA431B4720A94905021188399B377D"", ""Fortune Automaton 1"")","","/Game/UI/Textures/LooseIcons/gold_monument_1.gold_monument_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_01_bp.fort_prop_gold_monument_01_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_1.StatusEffect_GoldSacrificeProp_1_C'","(GameplayTags=)","GoldSacrificeProp_02","False","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C'","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_02,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""AE9FB46B4A5036FAA457BD87D0E9746F"", ""Fortune Automaton 2"")","","/Game/UI/Textures/LooseIcons/gold_monument_2.gold_monument_2","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_02_bp.fort_prop_gold_monument_02_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_2.StatusEffect_GoldSacrificeProp_2_C'","(GameplayTags=)","GoldSacrificeProp_03","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C'","3","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","7432","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_03,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""89142A3B420D4A11B42B01BF80352792"", ""Fortune Automaton 3"")","","/Game/UI/Textures/LooseIcons/gold_monument_3.gold_monument_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_03_bp.fort_prop_gold_monument_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_3.StatusEffect_GoldSacrificeProp_3_C'","(GameplayTags=)","GoldSacrificeProp_04","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C'","3","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","22295","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""DCC370FE43D9F85B7F9FB0A0E0738997"", ""Fortune Automaton 4"")","","/Game/UI/Textures/LooseIcons/gold_monument_4.gold_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_04_bp.fort_prop_gold_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_4.StatusEffect_GoldSacrificeProp_4_C'","(GameplayTags=)","GoldSacrificeProp_05","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C'","3","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","52023","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""A55B526B4D9AF152CCD3D3B11493FB73"", ""Fortune Automaton 5"")","","/Game/UI/Textures/LooseIcons/gold_monument_5.gold_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_05_bp.fort_prop_gold_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_5.StatusEffect_GoldSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C'","3","4","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","78034","","None","True","None","Name","None","0","","None","False",""
GroundHatch,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""A7A705EB46F436EEA4BB57927619BDDD"", ""EZ Open Hatch"")","","None","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hatch_a_bp.fort_prop_hatch_a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodPlank_T1_Ash","75","","None","False","None","Name","None","0","","None","False",""
HyvidSacrificeProp_01,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""A499F8154904527040AE0B828B249433"", ""Hyvidsbane Plant 1"")","","/Game/UI/Textures/LooseIcons/hyvid_monument_1.hyvid_monument_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_01_bp.fort_prop_hyvid_monument_01_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_1.StatusEffect_HyvidSacrificeProp_1_C'","(GameplayTags=)","HyvidSacrificeProp_02","False","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C'","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_02,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""0C860CDD42B4B44B44C318B0E01902B5"", ""Hyvidsbane Plant 2"")","","/Game/UI/Textures/LooseIcons/hyvid_monument_2.hyvid_monument_2","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_02_bp.fort_prop_hyvid_monument_02_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_2.StatusEffect_HyvidSacrificeProp_2_C'","(GameplayTags=)","HyvidSacrificeProp_03","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C'","3","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","2657","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_03,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""85676450464B1ED1855271B145C28278"", ""Hyvidsbane Plant 3"")","","/Game/UI/Textures/LooseIcons/hyvid_monument_3.hyvid_monument_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_03_bp.fort_prop_hyvid_monument_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_3.StatusEffect_HyvidSacrificeProp_3_C'","(GameplayTags=)","HyvidSacrificeProp_04","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C'","3","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","8993","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""7B8EDD294F200CD85DDB66A171525F60"", ""Hyvidsbane Plant 4"")","","/Game/UI/Textures/LooseIcons/hyvid_monument_4.hyvid_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_04_bp.fort_prop_hyvid_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_4.StatusEffect_HyvidSacrificeProp_4_C'","(GameplayTags=)","HyvidSacrificeProp_05","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C'","3","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","24422","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""22AD1FC840101D97B5BAE2AF452A97C4"", ""Hyvidsbane Plant 5"")","","/Game/UI/Textures/LooseIcons/hyvid_monument_5.hyvid_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_05_bp.fort_prop_hyvid_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_5.StatusEffect_HyvidSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","WidgetBlueprintGeneratedClass'/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C'","3","4","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","38925","","None","True","None","Name","None","0","","None","False",""
InfestedEmberCrystals2,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""D5B4B854419FD25439156E86F28EE7ED"", ""Buncha Gigantic Crystals"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystals_03.fort_crystals_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","9000","","None","False","None","Name","None","0","","None","False",""
ITU_Arch_Wood_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5A258040476E5F21DC614C9B8869E931"", ""Wooden Arch"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_archway.wood_archway","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_arch_1c_bp.fort_prop_ITU_arch_1c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Bathtub_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D420E8A1489CFCEBDA9027936166F123"", ""Tin Bathtub"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cowboy_bathtub.cowboy_bathtub","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tub_01_bp.fort_prop_tub_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Bed_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""0F61FAF04A6647CBAEAAE7A02A380897"", ""Straw Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/straw_bed.straw_bed","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_02_bp.fort_prop_bed_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Bed_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""14E889F347AA2F1467C88CB22CC9D424"", ""Cozy Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/bed_prop.bed_prop","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_01_bp.fort_prop_bed_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Column_Wood_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B119EF8D4B737A53CB48CEA84EB923E0"", ""Wooden Column"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_pillar.wood_pillar","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_column_1c_bp.fort_prop_ITU_column_1c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_CrowsNest_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""494383674602C52740DD5FA93910F0C6"", ""Crow\'s Nest"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/crows_nest.crows_nest","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtower_01_bp.fort_prop_woodtower_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Firepit_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""F85653264EDDD18CD79B8FAC797FC21F"", ""Cookout Kit"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cooking_fire.cooking_fire","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_firepit_01_bp.fort_prop_firepit_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Globe_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""16BE19984C16639BF68F5D840A29A0C3"", ""Thirsty Explorer\'s Globe"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/globe_prop.globe_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_globe_03_bp.fort_prop_globe_03_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Hearth_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""433CB53F45535F2C3DC3F4AA05929F30"", ""Epic Hearth"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_fort_prop.fireplace_fort_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_hearth_01_bp.fort_prop_ITU_hearth_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_MusicSet_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""36EF5FC144975146EF519697B2A9E3FC"", ""Jam Gear"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/instruments.instruments","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_drums_01_bp.fort_prop_drums_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_PlanningTable_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""FFB67DCE499C88A4AC637DBC4D916221"", ""Planning Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/war_table.war_table","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_planningtable_01_bp.fort_prop_planningtable_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Rug_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""6C7194434E7B234022B71FAFC6584400"", ""Patchwork Hide Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/leather_rug.leather_rug","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_03_bp.fort_prop_rug_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Table_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""FAF69A9B4606F7F42482DC995FD358C6"", ""Basic Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/table_stools.table_stools","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_basictable_01_bp.fort_prop_basictable_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Telescope_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""3835345D4C11FD4CCA5C0A93927E541C"", ""Explorer\'s Telescope"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/telescope.telescope","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_telescope_04_bp.fort_prop_telescope_04_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Tent_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""2B5328E9486A44DBB863548AFCF15B86"", ""Barracks Tent"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/large_tent_fort_prop.large_tent_fort_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tent_a_01_bp.fort_prop_tent_a_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
ITU_Tent_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""EAD50C1F4D0D4A67AE88149A3A33990A"", ""General\'s Tent"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/small_tent_fort_prop.small_tent_fort_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tent_a_02_bp.fort_prop_tent_a_02_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
