---,AffixText,bRequiresAreas,RowType,NoPickWeight,EntryType1,Entry1,WeightOrCount1,RequireQuest1,EntryType2,Entry2,WeightOrCount2,RequireQuest2,EntryType3,Entry3,WeightOrCount3,RequireQuest3,EntryType4,Entry4,WeightOrCount4,RequireQuest4,EntryType5,Entry5,WeightOrCount5,RequireQuest5,EntryType6,Entry6,WeightOrCount6,RequireQuest6,EntryType7,Entry7,WeightOrCount7,RequireQuest7,EntryType8,Entry8,WeightOrCount8,RequireQuest8,DataCurves,Weight,OwnedGameplayTags,DungeonRequireAllTags,DungeonRequireAnyTags,DungeonExcludeAnyTags,Entries,Notes
EndlessDungeon_Monsters_Goblins_Red_Forest,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Global;Character.Monster.Goblin.Stabby.Red;Character.Monster.Goblin.Lumberjack.Red;Character.Monster.Goblin.Gunner.Normal.Red;Character.Monster.Goblin.Bomber.Red;Character.Monster.Goblin.Chanter.Normal.Red","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Red_Caves,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Global;Character.Monster.Goblin.Stabby.Red;Character.Monster.Goblin.Miner.Red;Character.Monster.Goblin.Gunner.Normal.Red;Character.Monster.Goblin.Bomber.Red;Character.Monster.Goblin.Engineer.Red","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Blue,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Global;Character.Monster.Goblin.Stabby.Blue;Character.Monster.Goblin.Gunner.Normal.Blue;Character.Monster.Goblin.Bomber.Blue;Character.Monster.Goblin.Chanter.Normal.Blue","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_White,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Global;Character.Monster.Goblin.Stabby.Caves.Normal;Character.Monster.Goblin.Miner.Caves;Character.Monster.Goblin.Gunner.Normal.Caves;Character.Monster.Goblin.Bomber.Caves;Character.Monster.Goblin.Engineer.Caves","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Undead_Physical,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Skeleton.Melee.Physical.Normal;Character.Monster.Skeleton.Ranged.Physical;Character.Monster.Skeleton.Shield.Physical;Character.Monster.Zombie.Melee.Normal","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Undead_Fire,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Skeleton.Melee.Fire;Character.Monster.Skeleton.Ranged.Fire;Character.Monster.Skeleton.Shield.Fire","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Undead_Poison,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Skeleton.Melee.Poison;Character.Monster.Skeleton.Ranged.Poison;Character.Monster.Skeleton.Shield.Poison;Character.Monster.Zombie.Ranged","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Undead_Electric,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Skeleton.Melee.Electric;Character.Monster.Skeleton.Ranged.Electric;Character.Monster.Skeleton.Shield.Electric;Character.Monster.Zombie.Electric","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Hyvid_A,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Vespid.Egg;Character.Monster.Vespid.Larvae;Character.Monster.Vespid.Soldier.Normal;Character.Monster.Vespid.Flier.Normal;Character.Monster.Vespid.Charger.Newbie;Character.Monster.Vespid.Guardian;Character.Monster.Vespid.EggPod;Character.Monster.InfestedGoblin.Cocoon","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Hyvid_B,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Vespid.Egg;Character.Monster.Vespid.Larvae;Character.Monster.Vespid.Soldier.Tough;Character.Monster.Vespid.Flier.Normal;Character.Monster.Vespid.Charger.Newbie;Character.Monster.Vespid.Guardian;Character.Monster.Vespid.EggPod;Character.Monster.InfestedGoblin.Cocoon","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Voltura,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Voltura.Glider;Character.Monster.Voltura.Gunner;Character.Monster.Voltura.Bomber;Character.Monster.Voltura.Interceptor;Character.Monster.Voltura.Fighter","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Automatons_Fire,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Automaton.Turret.Fire;Character.Monster.Automaton.Turret.Physical;Character.Monster.Automaton.Custodian.Fire;Character.Monster.Automaton.Custodian.Physical;Character.Monster.Automaton.Exploderbot;Character.Monster.Automaton.Sentry.Fire;Character.Monster.Automaton.Sentry.Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Automatons_Poison,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Automaton.Turret.Poison;Character.Monster.Automaton.Turret.Physical;Character.Monster.Automaton.Custodian.Poison;Character.Monster.Automaton.Custodian.Physical;Character.Monster.Automaton.Sentry.Poison;Character.Monster.Automaton.Sentry.Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Automatons_Electric,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Automaton.Turret.Electric;Character.Monster.Automaton.Turret.Physical;Character.Monster.Automaton.Custodian.Electric;Character.Monster.Automaton.Custodian.Physical;Character.Monster.Automaton.Sentry.Electric;Character.Monster.Automaton.Sentry.Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Netherim_A,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Netherim.Netherling;Character.Monster.Netherim.BruteSlugger;Character.Monster.Netherim.Spellbreaker;Character.Monster.Netherim.Warrior","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Netherim_B,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Netherim.Netherling;Character.Monster.Netherim.Brute;Character.Monster.Netherim.Spellslinger;Character.Monster.Netherim.WarriorArmored","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Spiders_Physical,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Spider.Physical.Melee;Character.Monster.Spider.Physical.Ranged;Character.Monster.Rat.Normal","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Spiders_Fire,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Spider.Fire.Melee;Character.Monster.Spider.Fire.Ranged;Character.Monster.Rat.Normal;Character.Monster.ForestLurker.Normal","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Spiders_Poison,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Spider.Poison.Melee;Character.Monster.Spider.Poison.Ranged;Character.Monster.Rat.Normal","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Spiders_Electric,"","True","All","0","SetProperty","MonsterTags|Character.Monster.Spider.Electric.Melee;Character.Monster.Spider.Electric.Ranged;Character.Monster.Rat.Normal","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Physical,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead","1","","GotoRow","EndlessDungeon_Monsters_Undead_Physical","1","","GotoRow","Quest_Skeletons","1","","SetGameplayTag","PrimaryElement|Element.Physical","1","","GotoRow","ItemAffixes_Physical","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Fire,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead","1","","GotoRow","EndlessDungeon_Monsters_Undead_Fire","1","","GotoRow","Quest_Skeletons","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Poison,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead","1","","GotoRow","EndlessDungeon_Monsters_Undead_Poison","1","","GotoRow","Quest_Skeletons","1","","SetGameplayTag","PrimaryElement|Element.Poison","1","","GotoRow","ItemAffixes_Poison","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Electric,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead","1","","GotoRow","EndlessDungeon_Monsters_Undead_Electric","1","","GotoRow","Quest_Skeletons","1","","SetGameplayTag","PrimaryElement|Element.Electric","1","","GotoRow","ItemAffixes_Electric","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Green_Caves,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Caves","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Green_Caves","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Green_Forest,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Forest","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Green_Forest","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Blue,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Blue","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_White,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin","1","","GotoRow","EndlessDungeon_Monsters_Goblins_White","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Red_Forest,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Forest","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Red_Forest","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Red_Caves,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Caves","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Red_Caves","1","","GotoRow","Quest_Goblins","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Hyvid_A,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Infested","1","","GotoRow","EndlessDungeon_Monsters_Hyvid_A","1","","GotoRow","Quest_Hyvid","1","","SetGameplayTag","PrimaryElement|Element.Poison","1","","GotoRow","ItemAffixes_Poison","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Hyvid_B,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Infested","1","","GotoRow","EndlessDungeon_Monsters_Hyvid_B","1","","GotoRow","Quest_Hyvid","1","","SetGameplayTag","PrimaryElement|Element.Poison","1","","GotoRow","ItemAffixes_Poison","1","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Automatons_Fire,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Automatons","1","","GotoRow","EndlessDungeon_Monsters_Automatons_Fire","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Automatons_Poison,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Automatons","1","","GotoRow","EndlessDungeon_Monsters_Automatons_Poison","1","","SetGameplayTag","PrimaryElement|Element.Poison","1","","GotoRow","ItemAffixes_Poison","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Automatons_Electric,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Automatons","1","","GotoRow","EndlessDungeon_Monsters_Automatons_Electric","1","","SetGameplayTag","PrimaryElement|Element.Electric","1","","GotoRow","ItemAffixes_Electric","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Netherim_A,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Netherim","1","","GotoRow","EndlessDungeon_Monsters_Netherim_A","1","","SetGameplayTag","PrimaryElement|Element.Physical","1","","SetGameplayTag","ItemAffixes_Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Netherim_B,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Netherim","1","","GotoRow","EndlessDungeon_Monsters_Netherim_B","1","","SetGameplayTag","PrimaryElement|Element.Physical","1","","SetGameplayTag","ItemAffixes_Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Physical,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Physical","1","","SetGameplayTag","PrimaryElement|Element.Physical","1","","SetGameplayTag","ItemAffixes_Physical","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Fire,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Fire","1","","SetGameplayTag","PrimaryElement|Element.Fire","1","","GotoRow","ItemAffixes_Fire","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Poison,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Poison","1","","SetGameplayTag","PrimaryElement|Element.Poison","1","","GotoRow","ItemAffixes_Poison","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Electric,"","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Electric","1","","SetGameplayTag","PrimaryElement|Element.Electric","1","","GotoRow","ItemAffixes_Electric","1","","None","","0","","None","","0","","None","","0","","None","","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
