---,LevelRangeString,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,SkillNameTag,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Legendary_ShotgunBlastShockCharge,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""DE0A20524B159ABD1B953A982359DECF"", ""Hit with <span color=\""#FFD700\"">Rapid Fire</>: gain a <span color=\""#FFD700\"">Shock Charge</>, once per 3 sec. (stacks up to 3 times)\r\nCast <span color=\""#FFD700\"">Shotgonne Blast</>: spend all <span color=\""#FFD700\"">Shock Charges</> to fire an energy blast dealing 300% Weapon Damage per Charge"")","","False","True","Default","(GameplayTags=((TagName=""Item.Weapon.Cannon""),(TagName=""Affix.Legendary.Forged.ShotgunBlastShockCharge"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ShotgunBlastShockCharge","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ShotgunneCarOverload,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""F3700E884767D79F9A814DAB93DE66BA"", ""<span color=\""#FFD700\"">Shotgonne Car</> and <span color=\""#FFD700\"">Shield Car</> always gains their Endurance Bonus when activated, and do not spend Endurance."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Railman.ShotgunneCarOverload""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.ShotgunneCarOverload;DamagePctBySkillTag|Skill.Railman.Turret.Active.ShotgunCar","1;0.75","1;0.75","1;0.75","1;0.75","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_EmpoweringZone,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""2CFF1E734E4010B2AF316F8B3BDB69EC"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: <span color=\""#FFD700\"">Empowering Zone</> for 15 sec., which reduces all incoming damage by 50%"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.Skittering.EmpoweringZone"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_RelicEmpoweringZone;SkillModifier|Affix.Legendary.Global.Skittering.EmpoweringZone","1;15","1;15","1;15","1;15","1;15","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_LuckOnHyvidKill,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""0488089C4925D53CC2F860B4BEC1EC54"", ""Kill <span color=\""#FFD700\"">Hyvid</>: gain <span color=\""#FFD700\"">Lucky Adventurer</>, granting +20% Item Luck and 10% Movement Speed for 30 sec."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.Skittering.LuckOnHyvidKill""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_LuckOnHyvidKill","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_PoisonEggs,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""5DFB924B4D8477B4FBBEA4B2B69C2138"", ""On Kill: 20% chance to spawn a <span color=\""#FFD700\"">Poisoned Egg</> that explodes, dealing 150% Weapon Damage"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.Skittering.PoisonEggs"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|Legendary_PoisonEgg;ProcChance|Legendary_SpawnPoisonEgg","6;.2","6;.2","6;.2","6;.2","6;.05","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_PoisonHyvidProtection,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""E567357948F48B3C37653E87A40F3B3F"", ""When Hit: if below 25% Health, gain <span color=\""#FFD700\"">Immunity</> to Poison and Hyvid damage for 5 sec."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.Skittering.PoisonHyvidProtection""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_PoisonGoblinImmunity","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_SetCounter,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_Skittering_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Skittering Set</>"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.SetCounter.Skittering"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.Skittering","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_ShrineDuration,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""354F17204560131F913BD8B90F2F13A5"", ""Increase <span color=\""#FFD700\"">Plague Shrine</> duration by 20 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.Skittering.ShrineDuration"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Skittering.ShrineDuration","20","20","20","20","20","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Skittering_SpewPoison,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""5D3B7006484D4CCBFC9290B3ECFA397A"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: <span color=\""#FFD700\"">Spew Acid</>, dealing 40% Weapon Damage to enemies in front of you for 3 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.Skittering.SpewPoison"")))","(TagName=""Skill.Relic.Skill"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_SpewPoisonOnRelic;SkillModifier|Affix.Legendary.Global.Skittering.SpewPoison","1;3","1;3","1;3","1;3","1;3","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_AdventurerPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""040BB1E64AE5BF1C676C4E8A24CD1ABF"", ""+{0} Skill Level to <span color=\""#FFD700\"">Adventurer</> Skills"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.AdventurerSkillPoints"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_Pipi;SkillLevelBonus|SS_Goose;SkillLevelBonus|SS_Goblin;SkillLevelBonus|SS_Scout;SkillLevelBonus|SS_Shasta;SkillLevelBonus|SS_SmokeBomb;SkillLevelBonus|SS_Rizzi","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_BasicAmmoRestore,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""A8FF9E5240D7F6261985CFAF283EBA76"", ""Hit with ranged <span color=\""#FFD700\"">Basic Attack</>: 30% chance to restore 5% of your total Ammo"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.BasicAmmoRestore"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_AmmoRestore","0.3","0.3","0.3","0.3","0.3","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_ExtraCharge,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""C950A39343775D5AAF89C789988A6CB2"", ""Cast any <span color=\""#FFD700\"">Adventurer</> skill: 50% chance to gain an additional charge of its Precision skill bonus"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.ExtraCharge"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.ExtraCharge","0.5","0.5","0.5","0.5","0.5","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_Herman,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""ECB87D6949AFFC269B968382F96B3646"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: summon the ancient spirit of the famed archer, <span color=\""#FFD700\"">Herman</>, who casts Tight Grouping"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.HermanSummon"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_SummonHerman;MinionsOnProcFromAffix|AffixOnProcHerman","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_PotionIntagible,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""9D940FA745C0BDEF0EF76FA8BECFD5E3"", ""Use a <span color=\""#FFD700\"">Potion</>: restore a charge of Ghost Visage"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PotionIntangible"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_Sharpshooter_PotionGhost","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SSSet1_PrecisionPoints,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""83DE3C1444A2FF1D500F34B0F413A353"", ""+{0} Skill Level to <span color=\""#FFD700\"">Precision</> Skills"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Affix.Legendary.Sharpshooter.PrecisionSkillPoints"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillLevelBonus|SS_ScatterShot;SkillLevelBonus|SS_Reload;SkillLevelBonus|SS_Onslaught;SkillLevelBonus|SS_Heartseeker;SkillLevelBonus|SS_ExplosiveArrow;SkillLevelBonus|SS_TargetedStrikes;SkillLevelBonus|SS_TriShot","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Stalactites,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""879F865F4260A5A1FF8F23A9C130E4E3"", ""On Hit: 10% chance to drop Stalactites, dealing 30% Weapon Damage in an area"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.StalactiteDropChance""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Stalactites","0.1","0.1","0.1","0.1","0.1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Starter_DashPotion,"0-100","100","1","NSLOCTEXT(""AffixTable"", ""54E9026A487A8A5ACC3D508C54B89427"", ""+10% Movement Speed\r\nWhen you use a Potion: Gain 25% Movement Speed for 5 sec."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.QuicksilverPotion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.QuicksilverPotion;MoveSpeedBonusMult","","","","1;0.1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Starter_Frenzy,"0-100","100","1","NSLOCTEXT(""AffixTable"", ""ED06B6DF4C9876DD4DE03BB1217EC30C"", ""Hit with <span color=\""#FFD700\""> Basic Attack</>: gain <span color=\""#FFD700\"">Frenzy</>, increasing Attack Speed with Basic Attacks by 5% for 5 sec. Stacks up to 10 times."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.FrenzyBasic"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|LegendaryFrenzyStack","","","","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Starter_MovementCharges,"0-100","100","1","NSLOCTEXT(""AffixTable"", ""6649DEAF4F5C069BAEED63979DB7111B"", ""Movement Skills have +1 Charge, and gain charges 20% faster"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.MovementCharges"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ShadowStepCharges.Max;LuminousRunCharges.Max;RMHammerSpinCharges.Max;SmokeBombCharges.Max;RammingRobotCharges.Max;ShadowStepCharges.Regen.Multiplier;LuminousRunCharges.Regen.Multiplier;RMHammerSpinCharges.Regen.Multiplier;SmokeBombCharges.Regen.Multiplier;RammingRobotCharges.Regen.Multiplier","","","","1;1;1;1;1;0.25;0.25;0.25;0.25;0.25","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Starter_PotionHunter,"0-100","100","1","NSLOCTEXT(""AffixTable"", ""595A7639450A36D5D85BD39412A0EEB1"", ""Potions heal for 50% more Health\r\n+50% Potion Luck"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.PotionHunter"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Luck|Item.Potion;PotionHealingPct","","","","0.5;0.5","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Starter_ShrineOnKill,"0-100","100","1","NSLOCTEXT(""AffixTable"", ""C9C90D224D042DD55643AA8B0A7F3017"", ""On Kill of Unique or Legendary monster: Gain a random Shrine effect"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.ShrineOnKill"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|LegendaryHeadhunter","","","","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SummonGhostlySkeletonOnKill,"1-100","100","1","","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.SummonGhostlySkeletonOnKill""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SummonSkeletonKnightsOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""35254C5D445C5FC2E05A0C9114A5202C"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: summon 3 Skeleton Knights for 20 sec.\r\nWith <span color=\""#FFD700\"">Bonerazor</> equipped:\r\nCast <span color=\""#FFD700\"">{SkillName}</>: summon 4 Skeleton Archers for 20 sec."")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.SummonSkeletonKnightsOnRelic""),(TagName=""Item.Weapon.Shield"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonShield;MinionsOnProcFromAffix|AffixOnProcSkeletonRanged;ProcChance|Legendary_SkeletonGuardGroup","3;4;1","3;4;1","3;4;1","3;4;1","3;4;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_SummonSkeletonWarriorsOnRelic,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""791FBF2646FECB9AC978668A7E8653EF"", ""Cast your <span color=\""#FFD700\"">{SkillName}</>: summon 3 Skeleton Warriors for 20 sec.\r\nEmpowers <span color=\""#FFD700\"">Boneblocker</>"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.SummonSkeletonWarriorsOnRelic""),(TagName=""Item.Weapon.1H"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonMelee;ProcChance|Legendary_SkeletonWarriorGroup;SkillModifier|Affix.Legendary.Global.SummonSkeletonWarriorsOnRelic","3;1;1","3;1;1","3;1;1","3;1;1","3;1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_UnholyBoltExtraProjectiles,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""733380AE4BF07484563AAC827E7346F4"", ""Increase the number of <span color=\""#FFD700\"">Unholy Bolt</> projectiles to 5"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.DuskMage.UnholyBoltExtraProjectiles""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.DuskMage.UnholyBoltExtraProjectiles","2","2","2","2","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_FireGoblinProtection,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""34F7A4BA4E535EBCC244D28FA1D3F9ED"", ""When Hit: if below 25% Health, gain <span color=\""#FFD700\"">Immunity</> to Fire and Goblin damage for 5 sec. (60 sec. cooldown)"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.Global.Woodsbeast.FireGoblinProtection""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_FireGoblinImmunity","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_GoblinRage,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""D77B6075442CDEBBDF9CDA94B575A721"", ""On Hit: 2% chance to gain <span color=\""#FFD700\"">Goblin Rage</> for 10 sec., granting <span color=\""#FFD700\"">Immunity</> to Stun and Knockback, and increasing Critical Chance and Attack Speed by 25%"")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.GoblinRage"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_GoblinRage","0.02","0.02","0.02","0.02","0.02","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_LuckOnGoblinKill,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""730524364AC5354EDF99DBB5C18A40D9"", ""Kill <span color=\""#FFD700\"">Goblin</>: gain <span color=\""#FFD700\"">Lucky Adventurer</>, granting +20% Item Luck and 10% Movement Speed for 30 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.LuckOnGoblinKill"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_LuckOnGoblinKill","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_RelicActiveIgnite,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""F96189A844AE0EC3A462809F45ADA46B"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: <span color=\""#FFD700\"">Ignite</> nearby enemies, dealing 30% Weapon Damage for 3 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.RelicActiveIgnite"")))","(TagName=""Skill.Relic.Skill"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_IgniteEnemiesOnRelicActive","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_SetCounter,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""Legendary_Woodsbeast_SetCounter_TextFormat"", ""<span color=\""#FFD700\"">Woodsbeast Set</>"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Legendary.SetCounter.Woodsbeast""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.Woodsbeast","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_ShrineDuration,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""54E9B6454ECFA82BFEA639A38E76F501"", ""Increase <span color=\""#FFD700\"">Smoldering Shrine</> duration by 20 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.ShrineDuration"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.Woodsbeast.ShrineDuration","20","20","20","20","20","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Woodsbeast_SummonGoblinHounds,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""1AD490944B47FBD5C59D2DACC1BCF67C"", ""Cast <span color=\""#FFD700\"">{SkillName}</>: summon a <span color=\""#FFD700\"">Goblin Hound</> for 10 sec."")","","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Legendary.Global.Woodsbeast.SummonGoblinHound"")))","(TagName=""Skill.Relic.Power"")","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_SummonGoblinHound;MinionsOnProcFromAffix|AffixOnProcGoblinHound","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ElectricVolturaProtection,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""DB0D7C4243BBF1D1B565EB9728B982A1"", ""<span color=\""#FFD700\"">Immunity</> duration increased to 10 sec."")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ElectricVolturaProtection""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.ElectricVolturaProtection","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_LuckOnVolturaKill,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""D6C09699460B25E82873CBB3E6C7FBB1"", ""<span color=\""#FFD700\"">Lucky Adventurer</> is twice as effective"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.LuckOnVolturaKill""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.LuckOnVolturaKill","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
