---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,bCanCraftInOtherPlayersForts,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
GoblinSacrificeProp_03,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""89DE5AF9442919A557AAD7954C0C830A"", ""Breeching Worldgnasher"")","NSLOCTEXT(""FortPropsTable"", ""FA6187064B8672B7D16B548797B9F582"", ""Offer Goblin Fury to your Worldgnasher to help it emerge. A larger Worldgnasher grants larger permanent Fire Defense bonuses."")","/Game/UI/Textures/LooseIcons/gob_monument_3.gob_monument_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_monument_03_bp.fort_prop_gob_monument_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoblinSacrificeProp_3.StatusEffect_GoblinSacrificeProp_3_C'","(GameplayTags=)","GoblinSacrificeProp_04","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGoblin.CurrencySacrificeWidgetGoblin_C","True","1","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","8993","","None","True","None","Name","None","0","","None","False",""
GoblinSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""7ADA1D094727C4D5E22671B55BC0DAAD"", ""Gaping Worldgnasher"")","NSLOCTEXT(""FortPropsTable"", ""00A050E84340BFEA1342FA932C90742F"", ""Offer Goblin Fury to your Worldgnasher to help it emerge. A larger Worldgnasher grants larger permanent Fire Defense bonuses."")","/Game/UI/Textures/LooseIcons/gob_monument_4.gob_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_monument_04_bp.fort_prop_gob_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoblinSacrificeProp_4.StatusEffect_GoblinSacrificeProp_4_C'","(GameplayTags=)","GoblinSacrificeProp_05","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGoblin.CurrencySacrificeWidgetGoblin_C","True","2","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","24422","","None","True","None","Name","None","0","","None","False",""
GoblinSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""A8CE1FE14A9F9D89816F56838ADE1E2D"", ""Furious Worldgnasher"")","NSLOCTEXT(""FortPropsTable"", ""328CC3D1448A6E9B4A8868A8A2594F2D"", ""Offer Goblin Fury to your Worldgnasher to help it emerge. A larger Worldgnasher grants larger permanent Fire Defense bonuses."")","/Game/UI/Textures/LooseIcons/gob_monument_5.gob_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_monument_05_bp.fort_prop_gob_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoblinSacrificeProp_5.StatusEffect_GoblinSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGoblin.CurrencySacrificeWidgetGoblin_C","True","2","4","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","38925","","None","True","None","Name","None","0","","None","False",""
GoblinShrine_01,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""883563134D03B98A0EEC549509662644"", ""Illuminated Totem"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_stone_head.goblin_stone_head","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobshrine_01.fort_prop_gobshrine_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
GoblinStatue_Copper,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""3FC27AD2445979BFE0D1248D3BE61980"", ""Copper Goblin Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a2_bp.fort_prop_gobstatue_a2_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","MetalBar_T1_Tin","39","","None","False","Medium"
GoblinStatue_Stone,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""C92DB0AA456E36CA735DDE9C995252DA"", ""Stone Goblin Statue"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a_bp.fort_prop_gobstatue_a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
GoblinWatermill_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7E677D91408ECA05A36AAA8182635C8D"", ""Grindy Mill"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/goblin_mill.goblin_mill","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gcavewatermill_01.fort_prop_gcavewatermill_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","MetalBar_T1_Tin","49","","None","False","Large"
Gobrr_fishingpile_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7646EB8F406F5FE8A4E9BFA3BC2C7122"", ""Goblin River Gear"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/oars_1.oars_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_02.fort_prop_gob_junk_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Gobrr_woodjunk_01,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""85B352AB46060329901489AE75976CDF"", ""River Gob Carvings"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/carvings_4.carvings_4","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_01.fort_prop_gob_junk_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
GoldSacrificeProp_01,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""1DD29B4B4239F8B2738101B2DC4AF6EC"", ""Forsaken Fortunauto"")","NSLOCTEXT(""FortPropsTable"", ""60FA5FC447E42615B32BEEA6D25C76F6"", ""Feed Automaton Gizmos to your Fortunauto to upgrade it. Upgraded Fortunautos grant larger permanent gold bonuses."")","/Game/UI/Textures/LooseIcons/gold_monument_1.gold_monument_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_01_bp.fort_prop_gold_monument_01_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_1.StatusEffect_GoldSacrificeProp_1_C'","(GameplayTags=)","GoldSacrificeProp_02","False","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C","True","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_02,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""B717328845C89E37876C6889758BA54B"", ""Functional Fortunauto"")","NSLOCTEXT(""FortPropsTable"", ""75AA05BA44CC26DD211F52A2836769AA"", ""Feed Automaton Gizmos to your Fortunauto to upgrade it. Upgraded Fortunautos grant larger permanent gold bonuses."")","/Game/UI/Textures/LooseIcons/gold_monument_2.gold_monument_2","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_02_bp.fort_prop_gold_monument_02_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_2.StatusEffect_GoldSacrificeProp_2_C'","(GameplayTags=)","GoldSacrificeProp_03","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C","True","1","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","7432","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_03,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""66F373C24E156EC9A7BDF69A271A67FB"", ""Fine Fortunauto"")","NSLOCTEXT(""FortPropsTable"", ""FCD702F84648F359CE90999E41BBEAA4"", ""Feed Automaton Gizmos to your Fortunauto to upgrade it. Upgraded Fortunautos grant larger permanent gold bonuses."")","/Game/UI/Textures/LooseIcons/gold_monument_3.gold_monument_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_03_bp.fort_prop_gold_monument_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_3.StatusEffect_GoldSacrificeProp_3_C'","(GameplayTags=)","GoldSacrificeProp_04","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C","True","1","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","22295","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""AF77998F475EB6A28EA1E1BFE1D75587"", ""Fixed Fortunauto"")","NSLOCTEXT(""FortPropsTable"", ""8C9C394842E9BA90230A41B9C3278B23"", ""Feed Automaton Gizmos to your Fortunauto to upgrade it. Upgraded Fortunautos grant larger permanent gold bonuses."")","/Game/UI/Textures/LooseIcons/gold_monument_4.gold_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_04_bp.fort_prop_gold_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_4.StatusEffect_GoldSacrificeProp_4_C'","(GameplayTags=)","GoldSacrificeProp_05","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C","True","1","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","52023","","None","True","None","Name","None","0","","None","False",""
GoldSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""A1442BD746F2B26B0CCD378331A32449"", ""Fascinating Fortunato"")","NSLOCTEXT(""FortPropsTable"", ""5E4E800D4A875167865D76ADED62CDDA"", ""Feed Automaton Gizmos to your Fortunauto to upgrade it. Upgraded Fortunautos grant larger permanent gold bonuses."")","/Game/UI/Textures/LooseIcons/gold_monument_5.gold_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gold_monument_05_bp.fort_prop_gold_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_GoldSacrificeProp_5.StatusEffect_GoldSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetGold.CurrencySacrificeWidgetGold_C","True","1","4","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","78034","","None","True","None","Name","None","0","","None","False",""
GroundHatch,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""A7A705EB46F436EEA4BB57927619BDDD"", ""EZ Open Hatch"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/hatch.hatch","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hatch_a_bp.fort_prop_hatch_a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
HyvidSacrificeProp_01,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""58B3BF6E474B18101DB843BAE3AAF2D5"", ""Hyvidsbane Weed"")","NSLOCTEXT(""FortPropsTable"", ""F8EA31A342D6C6BAD68F07A108FAADE2"", ""Feed Hyvid Paste to your Hyvidsbane to make it grow. Larger Hyvidsbane plants grant larger permanent Poison Defense bonuses."")","/Game/UI/Textures/LooseIcons/hyvid_monument_1.hyvid_monument_1","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_01_bp.fort_prop_hyvid_monument_01_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_1.StatusEffect_HyvidSacrificeProp_1_C'","(GameplayTags=)","HyvidSacrificeProp_02","False","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C","True","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_02,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""C021D1AF411D21D5BD476A90E6159A18"", ""Hyvidsbane Growth"")","NSLOCTEXT(""FortPropsTable"", ""E5C4F927466DBB9C82F52EA2DE07CE47"", ""Feed Hyvid Paste to your Hyvidsbane to make it grow. Larger Hyvidsbane plants grant larger permanent Poison Defense bonuses."")","/Game/UI/Textures/LooseIcons/hyvid_monument_2.hyvid_monument_2","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_02_bp.fort_prop_hyvid_monument_02_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_2.StatusEffect_HyvidSacrificeProp_2_C'","(GameplayTags=)","HyvidSacrificeProp_03","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C","True","1","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","2657","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_03,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""08B0E63E42BC984032DC02A92354AFD7"", ""Hyvidsbane Bloom"")","NSLOCTEXT(""FortPropsTable"", ""6FB7AF4147A289C6E4BCA18158001DBE"", ""Feed Hyvid Paste to your Hyvidsbane to make it grow. Larger Hyvidsbane plants grant larger permanent Poison Defense bonuses."")","/Game/UI/Textures/LooseIcons/hyvid_monument_3.hyvid_monument_3","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_03_bp.fort_prop_hyvid_monument_03_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_3.StatusEffect_HyvidSacrificeProp_3_C'","(GameplayTags=)","HyvidSacrificeProp_04","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C","True","1","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","8993","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_04,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""1049F5134C146F8A828AF79DF0B0E7E1"", ""Biding Hyvidsbane"")","NSLOCTEXT(""FortPropsTable"", ""B7EBF7F8491F9F15AF9C6684BEBAA7FE"", ""Feed Hyvid Paste to your Hyvidsbane to make it grow. Larger Hyvidsbane plants grant larger permanent Poison Defense bonuses."")","/Game/UI/Textures/LooseIcons/hyvid_monument_4.hyvid_monument_4","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_04_bp.fort_prop_hyvid_monument_04_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_4.StatusEffect_HyvidSacrificeProp_4_C'","(GameplayTags=)","HyvidSacrificeProp_05","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C","True","1","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","24422","","None","True","None","Name","None","0","","None","False",""
HyvidSacrificeProp_05,"(RowName=""Functional"")","(RowName=""AccountBuffBuildings"")","1","NSLOCTEXT(""FortPropsTable"", ""87B4C00F4FD2763ADF6E4AA172DBF481"", ""Mature Hyvidsbane"")","NSLOCTEXT(""FortPropsTable"", ""F3D30ADB4335096E9B17C79506013F2E"", ""Feed Hyvid Paste to your Hyvidsbane to make it grow. Larger Hyvidsbane plants grant larger permanent Poison Defense bonuses."")","/Game/UI/Textures/LooseIcons/hyvid_monument_5.hyvid_monument_5","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hyvid_monument_05_bp.fort_prop_hyvid_monument_05_bp_C","None","True","BlueprintGeneratedClass'/Game/Skills/Blueprints/StatusEffects/StatusEffect_HyvidSacrificeProp_5.StatusEffect_HyvidSacrificeProp_5_C'","(GameplayTags=)","None","True","False","FortDecor","","/Game/UI/Forts/Shrine/CurrencySacrificeWidgetHyvid.CurrencySacrificeWidgetHyvid_C","True","1","4","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Trait","Name","FortPropExperience","38925","","None","True","None","Name","None","0","","None","False",""
InfestedEmberCrystals2,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""D5B4B854419FD25439156E86F28EE7ED"", ""Buncha Gigantic Crystals"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystals_03.fort_crystals_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","StoneBlock_T1_Sandstone","26","","None","False","Medium"
ITU_Arch_Wood_01,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""5A258040476E5F21DC614C9B8869E931"", ""Wooden Arch"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_archway.wood_archway","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_arch_1c_bp.fort_prop_ITU_arch_1c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodPlank_T1_Ash","9","","None","False","Large"
ITU_Bathtub_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D420E8A1489CFCEBDA9027936166F123"", ""Tin Bathtub"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cowboy_bathtub.cowboy_bathtub","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tub_01_bp.fort_prop_tub_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","MetalNugget_T1_Tin","26","","None","False","Medium"
ITU_Bed_01,"(RowName=""Decorations"")","(RowName=""Furniture"")","0","NSLOCTEXT(""FortPropsTable"", ""0F61FAF04A6647CBAEAAE7A02A380897"", ""Straw Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/straw_bed.straw_bed","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_02_bp.fort_prop_bed_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
ITU_Bed_02,"(RowName=""Decorations"")","(RowName=""Furniture"")","0","NSLOCTEXT(""FortPropsTable"", ""14E889F347AA2F1467C88CB22CC9D424"", ""Cozy Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/bed_prop.bed_prop","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_01_bp.fort_prop_bed_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
ITU_Column_Wood_01,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""B119EF8D4B737A53CB48CEA84EB923E0"", ""Wooden Column"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/wood_pillar.wood_pillar","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_column_1c_bp.fort_prop_ITU_column_1c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
ITU_CrowsNest_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""494383674602C52740DD5FA93910F0C6"", ""Crow\'s Nest"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/crows_nest.crows_nest","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtower_01_bp.fort_prop_woodtower_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","WoodPlank_T1_Ash","13","","None","False","Large"
ITU_Firepit_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""F85653264EDDD18CD79B8FAC797FC21F"", ""Cookout Kit"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cooking_fire.cooking_fire","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_firepit_01_bp.fort_prop_firepit_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
ITU_Globe_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""16BE19984C16639BF68F5D840A29A0C3"", ""Thirsty Explorer\'s Globe"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/globe_prop.globe_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_globe_03_bp.fort_prop_globe_03_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","MetalBar_T1_Tin","49","","None","False","Large"
ITU_Hearth_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""433CB53F45535F2C3DC3F4AA05929F30"", ""Epic Hearth"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_fort_prop.fireplace_fort_prop","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_hearth_01_bp.fort_prop_ITU_hearth_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","StoneBlock_T1_Sandstone","54","","None","False","Currency","Name","RareStone","2","","None","False","Large"
ITU_MusicSet_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""36EF5FC144975146EF519697B2A9E3FC"", ""Jam Gear"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/instruments.instruments","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_drums_01_bp.fort_prop_drums_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
