---,RowType,NoPickWeight,MinLevel,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,bHideInDemo,Entries,Notes
Focus_Electric_Magic,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Magic_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Electric_Magic_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Electric_Rare,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Electric_Rare_Secondary,"Pick","0","0","GotoAffixSpawnRow","Focus_Electric_Rare_Shock_Secondary","1","GotoAffixSpawnRow","Focus_Electric_Rare_NoShock_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Electric_Rare_Shock_Secondary,"All","0","0","GotoAffixSpawnRow","Weapon_Electric_Shock","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Bolt_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Electric_Rare_NoShock_Secondary,"All","0","0","GotoAffixSpawnRow","Focus_Electric_Rare_NoBolt_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
Focus_Electric_Rare_Bolt_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Bolts","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Electric_Rare_NoBolt_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Shock","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Unique_ColdHeartIceWall,"All","0","0","AddAffixByName","Damage_Ice_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Chill_Unique","1","AddAffixByName","Defense_Ice_Large_Primary","1","AddAffixByName","Block_Unique","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_FlamingDestroyer,"Each","0","0","AddAffixByName","Damage_Fire_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Burn_Unique","1","AddAffixByName","Damage_Fire_Secondary","1","AddAffixByName","CriticalHit_Chance_Unique","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_FlashFreeze,"Each","0","0","AddAffixByName","Damage_Ice_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Freeze_Unique","1","AddAffixByName","Damage_Ice_Secondary","1","AddAffixByName","StatusEffect_Apply_Stun","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_SwordoftheLostLegion,"Each","0","0","AddAffixByName","Damage_Poison_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Poison_Unique","1","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_StaffofHolyFury,"Each","0","0","AddAffixByName","Damage_Electric_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Shock_Unique","1","AddAffixByName","Damage_Electric_Secondary","1","AddAffixByName","StatusEffect_Shock_Bolts","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_BloodDrinker,"Each","0","0","AddAffixByName","Damage_Physical_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Bleed_Unique","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","HitPoints_OnKill","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_CursedStaff,"Each","0","0","AddAffixByName","Damage_Ice_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Freeze_Unique","1","AddAffixByName","Damage_Ice_Secondary","1","AddAffixByName","HitPoints_OnKill","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_UnboundBlade,"Each","0","0","AddAffixByName","Damage_Physical_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Bleed_Unique","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","CriticalHit_Chance_Unique","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_Flametongue,"Each","0","0","AddAffixByName","Damage_Fire_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Burn_Unique","1","AddAffixByName","Damage_Fire_Secondary","1","AddAffixByName","CriticalHit_Chance_Unique","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_PlaguedOne,"Each","0","0","AddAffixByName","Damage_Poison_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Poison_Unique","1","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","StatusEffect_Apply_Stun","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_Thunderbuss,"Each","0","0","AddAffixByName","Damage_Electric_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Shock_Unique","1","AddAffixByName","Damage_Electric_Secondary","1","AddAffixByName","StatusEffect_Shock_Bolts","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_Conduit,"Each","0","0","AddAffixByName","Damage_Electric_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Shock_Unique","1","AddAffixByName","Damage_Electric_Secondary","1","AddAffixByName","StatusEffect_Shock_Bolts","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_Bane,"Each","0","0","AddAffixByName","Damage_Poison_Primary_2H_Unique","1","AddAffixByName","StatusEffect_Apply_Poison_Unique","1","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","HitPoints_OnKill","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_FireStriker,"Each","0","0","AddAffixByName","Damage_Fire_Primary_Unique","1","AddAffixByName","StatusEffect_Apply_Burn_Unique","1","AddAffixByName","Damage_Fire_Secondary","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_ClockworkStaff,"Each","0","0","AddAffixByName","Damage_Physical_Primary_2H_Unique","1","AddAffixByName","StatusEffect_ApplySlow","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Unique_PainandGain,"Each","0","0","AddAffixByName","Damage_Physical_Primary_Unique","1","AddAffixByName","Defense_Physical_Large_Primary","1","AddAffixByName","StatusEffect_Apply_Stun","1","AddAffixByName","Block_Unique","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Mapworks_ItemLevelBoost,"All","0","0","AddAffixByName","Mapworks_ItemLevelBoost","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_Negative,"Pick","0","0","AddAffixByFilter","Affix.Mapworks.Negative","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckPotion,"All","0","0","AddAffixByName","Luck_Potion","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckGold,"All","0","0","AddAffixByName","Mapworks_GoldLuck_Common","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckGold_Magic,"All","0","0","AddAffixByName","Mapworks_GoldLuck_Magic","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckGold_Rare,"All","0","0","AddAffixByName","Mapworks_GoldLuck_Rare","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckGold_Legendary,"All","0","0","AddAffixByName","Mapworks_GoldLuck_Legendary","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckSP,"All","0","0","AddAffixByName","Mapworks_SPLuck_Common","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckSP_Magic,"All","0","0","AddAffixByName","Mapworks_SPLuck_Magic","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckSP_Rare,"All","0","0","AddAffixByName","Mapworks_SPLuck_Rare","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckSP_Legendary,"All","0","0","AddAffixByName","Mapworks_SPLuck_Legendary","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckItem,"All","0","0","AddAffixByName","Mapworks_ItemLuck_Common","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckItem_Magic,"All","0","0","AddAffixByName","Mapworks_ItemLuck_Magic","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckItem_Rare,"All","0","0","AddAffixByName","Mapworks_ItemLuck_Rare","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Mapworks_LuckItem_Legendary,"All","0","0","AddAffixByName","Mapworks_ItemLuck_Legendary","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
PotionTooltip,"Each","0","0","AddAffixByName","PotionTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
EmberCoreTooltip,"All","0","0","AddAffixByName","EmberCoreTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
GoldBagTooltip,"All","0","0","AddAffixByName","GoldBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
MapworksBagTooltip,"All","0","0","AddAffixByName","MapworksBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
SPBagTooltip,"All","0","0","AddAffixByName","SPBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
RandomItemBagTooltip,"All","0","0","AddAffixByName","RandomItemBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None)",""
WideloadShieldTooltip,"All","0","0","AddAffixByName","WideloadShieldTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","",""
