---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
Lore_A1C4_FirebellyGoblins_3,"((RowName=""LoreSpeaker_ChiefPyro""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_FirebellyGoblins_3_TitleText"", ""Pyro Maniacs"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_FirebellyGoblins_3_Text"", ""Wanted: Yapper \nBig liar, cheater! Totally poisoned Dogjockey\'s hound Muncher. Kill this snotskin! Bonus snakz for the race trophy!"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_FirebellyGoblins3_Pyro_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ChiefPyro"")","(GameplayTags=((TagName=""Dialogue.Lore.FirebellyGoblins.3"")))","1","","True",""
Lore_A1C4_Fishing_2,"((RowName=""LoreSpeaker_ItinerantFisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Fishing_2_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Fishing_2_Text"", ""The previous settlers knew, that’s for sure. There isn’t an old dock or pier that isn’t absolutely teeming with relatives to the warsnout, web, or a dozen other species of fish I don’t recognize. Truly, I’ve been ferried across the seas to an angler’s paradise. I’m torn between sharing this with the folks back home or keeping the secret."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Fishing_Fisherman"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ItinerantFisherman"")","(GameplayTags=)","1","","True",""
Lore_A1C4_Story_5,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""9AD3E38543D9A320679A95B20A24BB0C"", ""Stalwart Brall"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Story_5_Text"", ""My precious Brall. Not as calculating as Veriss, nor vicious as Sadista, but reliable. Stalwart. She has surpassed my expectations, perhaps I will not destroy Brall once I\'m done with her."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Story5_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.5"")))","1","","True",""
Lore_A1C4_Story_6,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""F367ABF04CAB71D2F172D99693D8B8A4"", ""Brall: Order is Death"")","NSLOCTEXT(""DialogueTable"", ""129C21B648005118F56A93A05A3FFDD8"", ""Order is death. Humans struggle to preserve the status quo, but theirs is a world of chaos. A world of predators and prey. We Netherim are no different from the hawk or the wolf, but we upset the humans. We make the humans feel like prey. Order is death, and if the humans do not yet know, they soon will."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Story6_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.6"")))","1","","True",""
Lore_A1C4_Story_7,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""EA85D7C343AECC9A2C311993C71D54E3"", ""Fight Something Your Own Size"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Story_7_Text"", ""I do not understand humans\' love of pets. Is it to make themselves feel important? Do they simply crave dominion over smaller creatures? Why not battle something their own size? Pathetic."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Story7_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.7"")))","1","","True",""
Lore_A1C4_Story_8,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Story_8_TitleText"", ""The Mercenary Called Kenik"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Story_8_Text"", ""Gullible. Insubordinate. Self-interested. I’m starting to like the mercenary called Kenik. The empire has bought him with mere gold, but Mother could offer him so much more. I will keep an eye on that one."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Story8_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.8"")))","1","","True",""
Lore_A1C4_Story_9,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""3223551449090FB4582B1790C10EBAC8"", ""Ripe for Battle"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C4_Story_9_Text"", ""A warrior has caught my eye, growing stronger at every turn. I should smash them now, but... it\'s been too long since I\'ve felt the thrill of a true battle. I may let this fruit ripen just a while longer."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C4_Story9_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.9"")))","1","","True",""
Lore_A1C5_FirebellyGoblins_4,"((RowName=""LoreSpeaker_ChiefPyro""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_FirebellyGoblins_4_TitleText"", ""Pyro Maniacs"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_FirebellyGoblins_4_Text"", ""No Killin\' Purps!\nRemember, them weird purple things are payin\' us well. Try not ta kill any of \'em!"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_FirebellyGoblins_Pyro_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ChiefPyro"")","(GameplayTags=((TagName=""Dialogue.Lore.FirebellyGoblins.4"")))","1","","True",""
Lore_A1C5_Fishing_3,"((RowName=""LoreSpeaker_ItinerantFisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Fishing_3_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Fishing_3_Text"", ""Clear skies and a never ending network of streams, rivers, and pools. It’s a shame, maybe even a crime, to have this place all to myself. Well, me and the goblins, but they seem content to leave me be so long as there’s a stretch of water between us. Maybe someone should suggest we lay down our swords and pick up rods and reels."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Fishing_Fisherman"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ItinerantFisherman"")","(GameplayTags=)","1","","True",""
Lore_A1C5_Netherim_1,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Netherim_1_TitleText"", ""The Veil is Lifted"")","NSLOCTEXT(""DialogueTable"", ""22E2077C40D29F15635D24B1EBCEF3E4"", ""The Netherim hordes strain at the boundaries of our world. It remains difficult to communicate with them, but some faction of the many Netherim enclaves have responded and they seem eager to join us here. The veil is lifted. They see my face and they know we are ready."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Netherim_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Netherim.1"")))","1","","True",""
Lore_A1C5_Strongtusk_1,"((RowName=""LoreSpeaker_ChiefPyro""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_1_TitleText"", ""Chuck Rules"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_1_Text"", ""Revenge Time!\nTired of them tree-lovin\' varks campin\' on our land? Head on down in the cave and take yer turn chuckin\' rocks at the prisoner vark.\nRemember, only one rock per gob per day. No cheatin\'! Yeah, that means you, Hairy."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Strongtusk1_Pyro_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ChiefPyro"")","(GameplayTags=((TagName=""Dialogue.Lore.Strongtusk.1"")))","1","","True",""
Lore_A1C5_Strongtusk_2,"((RowName=""LoreSpeaker_ChiefPyro""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_2_TitleText"", ""Passive Very Aggressive"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_2_Text"", ""Guard Doody Shiftz:\n6 to 10: Knobby\n10 to 4: Numnut\n4 to 4:30: tea time\n4:30 to 8: Rawsocket\n8 to 6: Roger\nYou know what you did, Roger."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Strongtusk2_Pyro_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ChiefPyro"")","(GameplayTags=((TagName=""Dialogue.Lore.Strongtusk.2"")))","1","","True",""
Lore_A1C5_Strongtusk_3,"((RowName=""LoreSpeaker_ChiefPyro""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_3_TitleText"", ""Snack Time"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Strongtusk_3_Text"", ""Feedin\' Rulez\nKeep yer distance from the prisoner. We gotta keep this one alive for Brall. We don\'t want him chokin\' on any of you nuggets."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Strongtusk3_Pyro-01_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ChiefPyro"")","(GameplayTags=((TagName=""Dialogue.Lore.Strongtusk.3"")))","1","","True",""
Lore_A1C5_Undead_2,"((RowName=""LoreSpeaker_GrannyWartnose""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Undead_2_TitleText"", ""Re-Re-Risen"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Undead_2_Text"", ""More people come. More busy, nosey, tools of the Emperor. How many years, how many decades will they throw their warm bodies at my shores, only to be left here, pallid and cold? I have made myself clear that they are unwelcome. Now, they will face their own long passed history."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Undead2_Granny"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Witch"")","(GameplayTags=((TagName=""Dialogue.Lore.Undead.2"")))","1","","True",""
Lore_A1C5_Undead_3,"((RowName=""LoreSpeaker_GrannyWartnose""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Undead_3_TitleText"", ""Re-Re-Risen"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Undead_3_Text"", ""Invasion, incursion, destruction, derision.\nLong dead soldiers in a pointless war.\nRise to face your progeny\nDestroy your own offspring\nRevenge on your masters, arise now and hereafter…"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Undead3_Granny"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Witch"")","(GameplayTags=((TagName=""Dialogue.Lore.Undead.3"")))","1","","True",""
Lore_A1C5_Story_10,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""2FCAF6124E0DAEFDE55ABCAB6B3C33FE"", ""The Problem with Sadista"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Story_10_Text"", ""Brall\'s mission is almost complete, yet Sadista has failed to make any meaningful progress. When Brall finishes in the forest, I will send her to take over Sadista\'s work. Now I must decide what to do with Sadista..."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Story10_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.10"")))","1","","True",""
Lore_A1C5_Story_11,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""D46EE99E417A08A4461391A3053D6310"", ""The Beast is Ours"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Story_11_Text"", ""Finally, the great Strongtusk is ours. My first order will be to smash the Imperials at Trevail Point. Look at how many casualties they suffered from a simple goblin raid. That will be nothing compared to Strongtusk, tyrant of the wood. He will crush them with ease."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Story11_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.11"")))","1","","True",""
Lore_A1C5_Story_12,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""FBE1BD2047414B87B20498B6C3EF010A"", ""Control"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Story_12_Text"", ""Sadista\'s experiments with void ember have proven effective in controlling Strongtusk. I thought I\'d have to break his body long before his spirit, but Sadista\'s way is much simpler. Unfortunately, it\'s not nearly as fun."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Story12_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.12"")))","1","","True",""
Lore_A1C5_Story_13,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""0BB0D35D4D3021FB8820E0995B50D83D"", ""A True Battle"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Story_13_Text"", ""The warrior defeated Strongtusk? Incredible. Mother is upset, but I\'m thrilled. I can\'t wait to test their might on the battlefield."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Story13_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.13"")))","1","","True",""
Lore_A1C5_Story_14,"((RowName=""LoreSpeaker_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""B5CE93AC4C01B2E322EEEC8ADDE2E818"", ""Crack the Sky"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C5_Story_14_Text"", ""I feel it in the air. This battle will shake the ground and tear the sky. The time is now!"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C5_Story14_Brall_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.Lorespeakers.Brall"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.14"")))","1","","True",""
Lore_A2C1_Hyvid_1,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_1_TitleText"", ""Origin of the Species, I"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_1_Text"", ""Zulrasha has long been known as \""Goblin Isle,\"" the ancestral home of goblins. It seems the Hyvid infestation is a more recent addition to the ecology, and an aggressive one, at that."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Hyvid1_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Hyvid.1"")))","1","","True",""
Lore_A2C1_Hyvid_2,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_2_TitleText"", ""Origin of the Species, II"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_2_Text"", ""I recall reading about a massive insect species native to the deserts of Vilderan. The Hyvid can\'t be the same creatures, can they? Vilderan is thousands of miles away, across an ocean. This bears further research."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Hyvid2_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Hyvid.2"")))","1","","True",""
Lore_A2C1_Hyvid_3,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_3_TitleText"", ""Origin of the Species, III"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_3_Text"", ""Extraordinary! I have found the remains of strange, ecdemic plants in chunks of soil distinct from those found elsewhere on this island. How is it that this flora came to be here?"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Hyvid3_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Hyvid.3"")))","1","","True",""
Lore_A2C1_Hyvid_4,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_4_TitleText"", ""Origin of the Species, IV"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Hyvid_4_Text"", ""I\'ve a theory of how the Hyvid came to infest this island. The pasty hive-like secretions of the Hyvid are remarkably bouyant. Could a fledgling Hyvid colony create a raft of this material and sail to this land? The planning that must have required is staggering…"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Hyvid4_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Hyvid.4"")))","1","","True",""
Lore_A2C1_Torchlight_3,"((RowName=""LoreSpeaker_CommanderVale""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Torchlight_3_TitleText"", ""A History of Torchlight, Chapter 3"")","NSLOCTEXT(""DialogueTable"", ""376AD8504307A2AEE4C06AA7DA098544"", ""Seeking enough power to destroy all of the world\'s ember, Alric, now the Dark Alchemist, traveled across vast Vilderan.\r\nThe Dark Alchemist captured and began draining the essence of the elemental guardians.\r\nWhen even that power failed to be enough, the Dark Alchemist turned to the extradimensional Netherim for help.\r\nThe lie they told the Dark Alchemist was that the source of all corrupted ember was the Clockwork Core."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Torchlight_Vale"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Vale"")","(GameplayTags=((TagName=""Dialogue.Lore.Torchlight.3"")))","1","","True",""
Lore_A2C1_Kenik_2,"((RowName=""LoreSpeaker_ImperialScribe""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Kenik_2_TitleText"", ""Old Dogs"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Kenik_2_Text"", ""Mr. Kenik\nWe regret to inform you that Captain Renik, J18-437 has been lost on the field of battle. As his last surviving kin, we have enclosed his dog tags. We acknowledge your loss."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Kenik_Scribe"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialScribe"")","(GameplayTags=)","1","","True",""
Lore_A2C1_SwampSeer_1,"((RowName=""LoreSpeaker_SwampSeer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_SwampSeer_1_TitleText"", ""Tentative Tasseography"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_SwampSeer_1_Text"", ""Agatha\'s Visionary Divination Tea\n\nOne pinch Swamp Honeynettle\nOne pinch Horroroot\nOne dash Ground Ruinhorn\n\nStir vigorously. Drink quickly while between 130 and 150 degrees. Do NOT breathe through your nose while swallowing.\nClose the eyes. Peer deeply and unfocus.\n(Remember to check for allergic reaction!)"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_SwampSeer_Seer"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=((TagName=""Dialogue.Lore.SwampSeer.1"")))","1","","True",""
Lore_A2C1_SwampSeer_2,"((RowName=""LoreSpeaker_ImperialLady""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_SwampSeer_2_TitleText"", ""Plus One Follower"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_SwampSeer_2_Text"", ""Dearest Agatha,\nI hope I\'ve finally found you. I\'ve just GOT to tell you how much I love, love, love your Sub-Arctic Cold Creme. It has done wonders for my complexion, I\'ll have you know.\nI have tried all the recipes in Glop, A Frontier Lifestyle, Vol. 1.\nI HAVE to know, where\'s volume two? I can\'t wait for new recipes!\nYour fangirl, Emilee X."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_SwampSeer_ImpLady"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialLady"")","(GameplayTags=)","1","","True",""
Lore_A2C1_Zaya_2,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Zaya_2_TitleText"", ""Ignored Warning"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Zaya_2_Text"", ""Dear Zaya,\nYou\'re my capable girl, but please stay at home. The Emperor needs you, and you need to finish your final year at university! This place is full of dangers and I couldn\'t bear it if I lost you too. I will be home before you know it, little wizard.\n- Z"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Zaya_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=)","1","","True",""
Lore_A2C1_Zephoras_1,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Zephoras_1_TitleText"", ""Origin of the Species, V"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Zephoras_1_Text"", ""With the reproduction and metamorphosis rates we have observed with the Hyvid, if my theories of Hyvid transcontinental migration prove correct, we may be facing a global infestation."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Zephoras_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Zephoras.1"")))","1","","True",""
Lore_A2C1_Story_15,"((RowName=""LoreSpeaker_Mother""))","Lore","NSLOCTEXT(""DialogueTable"", ""2AE8ACAA4738BE056CD3B69D39BF9E4D"", ""Sadista\'s Last Chance"")","NSLOCTEXT(""DialogueTable"", ""03E4875846DD342C636353ADE640127F"", ""I will have revenge on this \""hero\"" for taking Brall from me. Now it is up to Sadista to put an end to this. She had better not fail me, this is Sadista’s last chance."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Story15_Mother_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Mother"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.15"")))","1","","True",""
Lore_A2C1_Story_16,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""D154F79C432236C275210CA0E56E72AF"", ""For the Best"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Story_16_Text"", ""A pity about Brall, she was my favorite sister... But perhaps this is for the best. If I\'m to continue with my plan, I might have had to take out Brall myself. Maybe I should thank this mysterious intruder... just before I rip out their insides."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Story16_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.16"")))","1","","True",""
Lore_A2C1_Story_17,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""327CED824E68646F1E6AE19CE1BE1672"", ""Look at Me, I\'m the Queen Now"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Story_17_Text"", ""The Hyvid are a curious species. Many insect colonies die with their queen, but I killed their queen and now they\'re content to obey me instead. I could get used to this."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Story17_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.17"")))","1","","True",""
Lore_A2C1_Story_18,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""CAF5C0C64681DE15DBC8ABB9A9D8384E"", ""Order is Death: Sadista"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Story_18_Text"", ""Order is death. Whether it\'s the humans buried in their crypts, the mindless hordes of Hyvid, or even the Netherim. They all follow an order. And they\'re doomed for it. The only way forward is to break free from order. I won\'t suffer the same fate as the rest."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Story18_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.18"")))","1","","True",""
Lore_A2C1_Story_19,"((RowName=""LoreSpeaker_Sadista""))","Lore","NSLOCTEXT(""DialogueTable"", ""C61811864E37F94A5684DCB75F47AEDB"", ""Spider Snacks"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C1_Story_19_Text"", ""The imperial researcher has been spying on my Hyvid colony for weeks. This is unacceptable, his capture was long overdue! I hope the spiders enjoy their feast."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C1_Story19_Sadi_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Sadista"")","(GameplayTags=((TagName=""Dialogue.Lore.Story.19"")))","1","","True",""
Lore_A2C2_Psora_1,"((RowName=""LoreSpeaker_Zephoras""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_1_TitleText"", ""Origin of the Species, VI"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_1_Text"", ""From my observations, I have surmised that the \""Guardian\"" caste of the Hyvid manage the eggs and larvae, like nursemaids. I have just witnessed the eldest of the guardians escorted deeper into the hatchery. I am concerned there may soon be a new queen of this fledgling colony."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Psora_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=((TagName=""Dialogue.Lore.Psora.1"")))","1","","True",""
Lore_A2C2_Psora_2,"((RowName=""LoreSpeaker_ImperialGuard""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_2_TitleText"", ""The Leftover"")","NSLOCTEXT(""DialogueTable"", ""Lore_A2C2_Psora_2_Text"", ""Did Zephoras make it back to The Cove? I had to stay to hold back the bugs, so he could make it back with his notes. These things are… single-minded. I think I\'ve only survived this long because they\'re busy preparing for… something. Ugh. I think the poison is finally…"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A2C2_Psora_ImpGuard"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=((TagName=""Dialogue.Lore.Psora.2"")))","1","","True",""
