---,SkillClass,CharacterTag,DisplayName,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,DamageFactor,Cooldown,EnergyCost,Param1,Param1_DevNote,Param2,Param2_DevNote,Param3,Param3_DevNote,DefaultSkillSet,DefaultSkillSlot,Icon,SecondaryEnergyCosts,Notes
Coldheart_IcewallCooldown,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IcewallCooldownReduction.SkillTree_Coldheart_IcewallCooldownReduction_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Coldheart_IcewallCooldown_DisplayName"", ""Quick Frost"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","5","Default","(GameplayTags=)","CooldownPctBySkillName|Coldheart_Icewall=-.05","(NSLOCTEXT(""SkillsTable"", ""4616648540D0D0706A339583E6E16801"", ""Frost Blast cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus","",""
Coldheart_FrozenDurationOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitDuration.SkillTree_Coldheart_FrozenOnHitDuration_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Coldheart_FrozenDurationOnHit_DisplayName"", ""Thicker Ice"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_FrozenDurationOnHit=.1;ElementalProcDuration|Proc.FreezeWhenHit=.1","(NSLOCTEXT(""SkillsTable"", ""F21E1EC0401DB6C180A3798D3EB48A5B"", ""Increased duration for enemies who are Frozen after hitting you""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","1","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-IceDamage.T_ICN_RelicTrait-IceDamage","",""
Coldheart_FrozenChanceOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitChance.SkillTree_Coldheart_FrozenOnHitChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Coldheart_FrozenChanceOnHit_DisplayName"", ""Cold Snap"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_FrozenChanceOnHit=.01;ProcChance|FreezeWhenhit=.01","(NSLOCTEXT(""SkillsTable"", ""D87ED72744C6786839844E99E33B50C8"", ""Increased chance to Freeze enemies who hit you""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus","",""
Coldheart_GolemChance,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemChance.SkillTree_Coldheart_IceGolemChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Coldheart_GolemChance_DisplayName"", ""From the Ice"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_GolemChance=.01;ProcChance|GolemOnKillChilled=.01","(NSLOCTEXT(""SkillsTable"", ""70E4DCC44C3F479DFB7AA0AEF76AAA30"", ""Increased chance to summon an Ice Golem when you kill a Chilled enemy""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","3","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus","",""
Coldheart_GolemLifespan,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemDamage.SkillTree_Coldheart_IceGolemDamage_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Coldheart_GolemLifespan_DisplayName"", ""Continued Service"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","15","Default","(GameplayTags=)","MinionLifespanBonus|Character.Minion.IceGolem=1","(NSLOCTEXT(""SkillsTable"", ""2FF9298C4F4C482B610FF283A56D127A"", ""Ice Golem lifespan additional seconds""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","3","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-SummonSkills.T_ICN_RelicTrait-SummonSkills","",""
Electrode_Power,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_Activate.Skill_Electrode_Activate_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_Power_DisplayName"", ""Thousand-Volt Burst"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Power"")))","(GameplayTags=)","(RowName=""Electrode"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Power=0.05","(NSLOCTEXT(""SkillsTable"", ""A4769D7C417B862403A896B667A9782B"", ""Thousand-Volt Burst Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""444032EC4D3946D76DD21DB32AF487D9"", ""Thousand-Volt Burst\'s missiles Shock enemies for 5 sec."")","SkillModifier|Skill.Relic.Electrode.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""C383A6984176090E9DA3B29A9D9AF4D0"", ""+100% Thousand-Volt Burst\'s Buff Duration"")","SkillModifier|Skill.Relic.Electrode.Power.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""3B7ED6D5425F864A3D29DD83F28CDF99"", ""While Thousand-Volt Burst\'s buff is active, increase Relic Energy gains by 50%"")","False","False","0","4","7.000000","1.000000","200.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Violent_Burst.relic_violent_burst","",""
Electrode_Skill,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_SummonElectrode.Skill_Conduit_SummonElectrode_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_Skill_DisplayName"", ""Conjure Electrode"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""Electrode"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Skill=0.05","(NSLOCTEXT(""SkillsTable"", ""2DF0075C4F262BD61155279052C470E4"", ""Conjure Electrode Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Skill.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""C14C3F70452CBD7466807FBF1AABF777"", ""Conjuring Electrode grants you +25% Attack Speed for its duration"")","SkillModifier|Skill.Relic.Electrode.Skill.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""948F693347E73B03592EB480BA96B424"", ""Electrode Stuns enemies for 3 sec."")","SkillModifier|Skill.Relic.Electrode.Skill.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""CFA7754447714C6B6AE29F837AEF771F"", ""Conjuring Electrode grants you +25% Cast Speed for its duration"")","False","False","1","3","1.350000","0.000000","50.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/relic_shocking_burst.Relic_Shocking_Burst","",""
Electrode_Attack,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_ChaoticStrikes.Skill_Conduit_ChaoticStrikes_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_Attack_DisplayName"", ""Chaotic Strikes"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Attack=0.05","(NSLOCTEXT(""SkillsTable"", ""E690208C4E80C26295A9CCB8BD4B5134"", ""Chaotic Strikes Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Attack.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""0200A74D4885D874C90CD3BA3DBE1B8C"", ""Fire an additional Chaotic Strike"")","SkillModifier|Skill.Relic.Electrode.Attack.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""88DA91754A077DCB425C78973D0917D3"", ""Chaotic Strikes has a 50% chance to Stun"")","EnergyCostPctBySkillName|Electrode_Attack=-0.5","NSLOCTEXT(""SkillsTable"", ""99D583C04DB0C49BD01F32A68DFBA4E5"", ""-50% Relic Energy cost for Chaotic Strikes"")","False","False","1","1","4.000000","0.000000","25.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/UI/Textures/LooseIcons/Conduit.Conduit","",""
Electrode_Conduit,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_RelicBuffAura.Skill_Electrode_RelicBuffAura_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_Conduit_DisplayName"", ""Localized Storm"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Buff"")))","(GameplayTags=)","(RowName=""Electrode"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Conduit=0.05","(NSLOCTEXT(""SkillsTable"", ""8E94147D4B9C73719871C889DCE1B789"", ""Localized Storm Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Buff.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""69026E9B4FE308390EABA19BE4B42032"", ""Localized Storm strikes more often"")","EnergyCostPctBySkillName|Electrode_Conduit=-.25","NSLOCTEXT(""SkillsTable"", ""F5E77B9F4273E79B16F037B91613ADF4"", ""-25% Relic Energy cost for Localized Storm"")","SkillModifier|Skill.Relic.Electrode.Buff.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""AC617AF4405337BBA6F5F1AAD8E7FA00"", ""Localized Storm strikes two enemies each time"")","False","False","0","0","2.700000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Localized_Storm.Relic_Localized_Storm","",""
Electrode_Barrier,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_LightningBarrier.Skill_Conduit_LightningBarrier_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_Barrier_DisplayName"", ""Lightning Barrier"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Barrier""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Barrier=0.05","(NSLOCTEXT(""SkillsTable"", ""070126474D936C5DA64056B20B2F9B7A"", ""Lightning Barrier Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""747EB23743E184652461EF94827C07CB"", ""Pass through enemies while Lightning Barrier is active"")","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""C5BFAB724017413F606E988EA17BBE6C"", ""+50% duration for Lightning Barrier"")","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""D4A72B3048BEA0ABB3D151BD30C14753"", ""Lightning Barrier Shock Bolt frequency increased"")","False","False","0","2","1.000000","20.000000","0.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Electrode_Barrier.Electrode_Barrier","",""
Electrode_PassiveBasic,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_PassiveBasic.SkillTree_Electrode_PassiveBasic_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_PassiveBasic_DisplayName"", ""Shocking Force"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=((TagName=""Item.Weapon.Digitus""),(TagName=""Item.Weapon.Hammer""),(TagName=""Item.Weapon.Bow""),(TagName=""Item.Weapon.Mace"")))","DamagePctBySkillTag|Skill.BasicAttack=0.1;MiscBonusBySkillName|Electrode_PassiveBasic=.05;ProcChance|BasicThreeLightning=0.03;ProcChance|RelicEnergy=1","(NSLOCTEXT(""SkillsTable"", ""5D4A21DD4F0D68DACF1261840041C1EA"", ""Basic Attack Damage""),NSLOCTEXT(""SkillsTable"", ""1F8AC527484F0B38A3873F8BFCB60980"", ""Relic Energy Generation While Using Basic Attack""),NSLOCTEXT(""SkillsTable"", ""23B364A64A9640D2E22C12AC2F567F17"", ""Chance on Basic Hit to Triple Zap""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","","","","","","","False","False","0","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/Weapons/Mace_Basic_Attack_Final.Mace_Basic_Attack_Final","",""
Electrode_PassiveShockBolts,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoShock.SkillTree_Electrode_ChancetoShock_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_PassiveShockBolts_DisplayName"", ""Tingling Sensation"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.ShockBolt"")))","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveShockBolts=.02;ShockBoltIncreaseCount=1;ElementalProcChance|Proc.Shock=.02;ElementalProcDuration|Proc.Shock=3;ElementalProcDamage|Proc.Shock=.5","(NSLOCTEXT(""SkillsTable"", ""905AEF6A4BBD6475A2CF42A268EAB663"", ""Chance to Shock enemies""),NSLOCTEXT(""SkillsTable"", ""9972D0224A9F7D2048FFF5A396EB2DE2"", ""Bonus Shock Bolts""))","","PerLevelByOnesStartWithOne","NonUniform","PerLevelByOnesStartWithOne","None","","","","","","","False","False","1","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/Electrode/Lightning_Damage_Passive.Lightning_Damage_Passive","",""
Electrode_PassiveLightningStrike,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrike.SkillTree_Electrode_LightningStrike_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_PassiveLightningStrike_DisplayName"", ""Lightning Strike"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveLightningStrike=.02;ProcChance|LightningStrike=.02","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","0","3","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Relic_Lightning_Strike.Relic_Lightning_Strike","",""
Electrode_PassiveLightningDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_PassiveElectricDamage.SkillTree_Electrode_PassiveElectricDamage_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_PassiveLightningDamage_DisplayName"", ""Shocking Display"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","1","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveLightningDamage=.02;SkillDamageFactorMultiplier|Electrode_PassiveLightningDamage=0.05;ProcChance|ShockBoltsOnKill=.02;DamagePctBySkillTag|Skill.ShockBolt=.05","(NSLOCTEXT(""SkillsTable"", ""8E01458143FE09D904B3E996C2687C7E"", ""Chance to unleash Shock Bolts""),NSLOCTEXT(""SkillsTable"", ""8C55ED4B4A6B656BF0F9BC8F4CB9CA6E"", ""Shock Bolt Damage""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","1","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Shocked_Final.Shocked_Final","",""
Electrode_PassiveRelicEnergy,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PassiveRelicEnergy.SkillTree_Bane_PassiveRelicEnergy_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_PassiveRelicEnergy_DisplayName"", ""Energizer"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","20","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveRelicEnergy=.05;RelicEnergyChargeBonusPct=.05","(NSLOCTEXT(""SkillsTable"", ""CA0FC9C949957D52C268E1918AFD5610"", ""Increased Relic Recharge Rate for 6 sec. after using a Relic Skill, Attack, or Barrier""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","1","4","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Ember_Weapon_electric.Ember_Weapon_electric","",""
Electrode_LightningStrike,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrike.SkillTree_Electrode_LightningStrike_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_LightningStrike_DisplayName"", ""Lightning Strike"")","Default","None","5","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","ProcChance|LightningStrike=.1","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""))","","None","None","None","None","","","","","","","True","True","0","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Relic_Lightning_Strike.Relic_Lightning_Strike","",""
Electrode_BoltsOnKill,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTreeActual_Electrode_ShockBoltsOnKilled1.SkillTreeActual_Electrode_ShockBoltsOnKilled1_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_BoltsOnKill_DisplayName"", ""Violent Burst"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","ProcChance|ShockBoltsOnKill=.4","","","None","None","None","None","","","","","","","True","True","0","3","1.250000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Violent_Burst.relic_violent_burst","",""
Electrode_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_EnhancedActivation.SkillTree_Electrode_EnhancedActivation_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_EnhancedActivation_DisplayName"", ""Lingering Charge"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","True","True","0","4","1.500000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/Electrode/relic_lingering_charge.relic_lingering_charge","",""
Electrode_ChancetoShockWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoShock.SkillTree_Electrode_ChancetoShock_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_ChancetoShockWhileActive_DisplayName"", ""Tingling Sensation"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","1","StatusEffect","(GameplayTags=)","ElementalProcChance|Proc.Shock=.025","(NSLOCTEXT(""SkillsTable"", ""D211F7534C360B3FA30FE38BA3A9BEA3"", ""Increased chance to Shock while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/Forged/heavy_hitter.heavy_hitter","",""
Electrode_CriticalChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_CritChanceWhileActive.SkillTree_Electrode_CritChanceWhileActive_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_CriticalChanceWhileActive_DisplayName"", ""Brutal Intent"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","1","StatusEffect","(GameplayTags=)","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""53B4F3924BC91191971D28BC32D68F66"", ""Critically Hit chance while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CritHit.T_ICN_RelicTrait-CritHit","",""
Electrode_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillDamage.SkillTree_Electrode_ActiveSkillDamage_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_ActiveSkillDamage_DisplayName"", ""Stronger Storm"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Conduit=.05","(NSLOCTEXT(""SkillsTable"", ""7B10AC84473B3455DF9AD0AEF65EEEB9"", ""Localized Storm damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-AtkDamageBonus.T_ICN_RelicTrait-AtkDamageBonus","",""
Electrode_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillArea.SkillTree_Electrode_ActiveSkillArea_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_ActiveSkillCooldown_DisplayName"", ""Quicker Storm"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","CooldownSecondsBySkillName|Electrode_Conduit=-.5","(NSLOCTEXT(""SkillsTable"", ""285FBF5D4204C87A6D812899EC984872"", ""Localized Storm cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus","",""
Electrode_LightningStrikeChance,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrikeChance.SkillTree_Electrode_LightningStrikeChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_LightningStrikeChance_DisplayName"", ""Increasing Charge"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","ProcChance|LightningStrike=.025","(NSLOCTEXT(""SkillsTable"", ""785E7528401611199891BF8728FB7E32"", ""Increased chance for Lightning Strike""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus","",""
Electrode_LightningStrikeStun,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrikeStun.SkillTree_Electrode_LightningStrikeStun_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_LightningStrikeStun_DisplayName"", ""Fried"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_LightningStrikeStun=.1","(NSLOCTEXT(""SkillsTable"", ""0EB5C3274BD6CDF0A6CFCCA1BA481FE5"", ""Additional Stun duration for Lightning Strike""))","","PerLevelByOnes","None","None","None","","","","","","","True","True","2","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-Toughness.T_ICN_RelicTrait-Toughness","",""
Electrode_BoltsChance,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoUnleashBoltsOnKill.SkillTree_Electrode_ChancetoUnleashBoltsOnKill_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""Electrode_BoltsChance_DisplayName"", ""Unleashed Energy"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","15","Default","(GameplayTags=)","ProcChance|ShockBoltsOnKill=.025","(NSLOCTEXT(""SkillsTable"", ""3D521AB9458A291D52714F99BF23333F"", ""Increased chance to fire shock bolts when you kill a Shocked enemy""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","3","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus","",""
