---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
RM_RearCar_Flamethrower,"/Game/Skills/Blueprints/Railman/Skill_FlamethrowerRearCart.Skill_FlamethrowerRearCart_C","Character.Player.Railman","Instant","None","15","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","20","Default","SkillDamageFactorMultiplier|RM_RearCar_Flamethrower=.0425;SkillDamageFactorMultiplier|RM_FlamethrowerPassive=.0425","(NSLOCTEXT(""SkillsTable"", ""FD96B351493A00C80B82B6AC9285C0A1"", ""Flamethrower damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Flamethrower=-.25","NSLOCTEXT(""SkillsTable"", ""B68CDF3F4ACA79427CB93FBD6795E8F1"", ""+25% Flamethrower passive Attack Speed"")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""E261066C4E1B9F387A7DB0B06445A109"", ""-20% Relic Active Skill cooldowns"")","SkillModifier|Skill.Railmaster.Milestone.Flamethrower1=1","NSLOCTEXT(""SkillsTable"", ""A256DD0F4E5CC3C36AB788B76CDAE5C5"", ""Activating Flamethrower Car fires 8 fireballs that deal skill\'s current Weapon Damage"")","False","False","1","4","(RowName=""TrySkill_RM_RearCar_Flamethrower"")","30.000000","Default","Skill00",""
RM_TorqueSwing,"/Game/Skills/Blueprints/Railman/Skill_TorqueSpin.Skill_TorqueSpin_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","Default","SkillDamageFactorMultiplier|RM_TorqueSwing=0.068","(NSLOCTEXT(""SkillsTable"", ""4D414896400ED27E30349895F5FAE18B"", ""Torque Swing damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.TorqueSwing1=1","NSLOCTEXT(""SkillsTable"", ""8E9241654732CAF6360816A8ABF026CE"", ""Torque Swing now pulls enemies in on activation"")","CriticalHitChanceForType|Skill.Railman.Melee=.1","NSLOCTEXT(""SkillsTable"", ""7B3449CE4CBBF8C68C4FB28005389993"", ""+10% Critical Hit chance for Slammer skills"")","SkillModifier|Skill.Railmaster.Milestone.TorqueSwing2=1","NSLOCTEXT(""SkillsTable"", ""BD88B2A8466D9FD0B70E43B99CCDCC19"", ""Torque Swing restores all Endurance on cast"")","False","False","1","3","(RowName="""")","30.000000","Default","Skill00",""
SS_Pipi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Pipi.Skill_Sharpshooter_Pipi_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","15","Default","SkillDamageFactorMultiplier|SS_Pipi=.042","(NSLOCTEXT(""SkillsTable"", ""B866A7E64024B44DC491D2BCD787E6E8"", ""Damage for Curse of Pi\'pi""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.Pipi1=1","NSLOCTEXT(""SkillsTable"", ""6D23C6DC4A39655DE1F6E7A92783D13D"", ""Killing a cursed enemy now returns 10% Ammo"")","ProcChance|PrecisionAmmo=.1","NSLOCTEXT(""SkillsTable"", ""74D595B347F0BE9915685986A8A23A5E"", ""10% chance to return Ammo on kill for Precision Skills"")","SkillModifier|Skill.Sharpshooter.Milestone.Pipi2=1","NSLOCTEXT(""SkillsTable"", ""D82B154F4E71BCA1A64357BBC42E5735"", ""Curse of Pi\'pi pulses an additional two times after its initial activation"")","False","False","1","3","(RowName="""")","30.000000","Default","Skill00",""
SS_ScatterShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Scattershot.Skill_Sharpshooter_Scattershot_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","15","Default","SkillDamageFactorMultiplier|SS_Scattershot=.042;","(NSLOCTEXT(""SkillsTable"", ""0D0C335945FC62565DC898AE1614043F"", ""Damage for Scattershot""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.Scattershot1=1","NSLOCTEXT(""SkillsTable"", ""9B1734A84AD876D2A966DB996C7386E1"", ""+50%  for Scattershot\'s Range"")","DamagePctBySkillTag|Skill.BasicAttack.Ranged=.5","NSLOCTEXT(""SkillsTable"", ""5E2540EC43145750EE172E9D7D670D6B"", ""+50% Damage for Ranged Basic Attacks"")","SkillModifier|Skill.Sharpshooter.Milestone.Scattershot2=1","NSLOCTEXT(""SkillsTable"", ""269582C24CDEF15FDE63E4AADDBEEAC9"", ""Scattershot\'s fully charged bonus is increased by +50%"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00",""
SS_Rizzi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Rizzi.Skill_Sharpshooter_Rizzi_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","10","Default","SkillDamageFactorMultiplier|SS_Rizzi=0.085;","(NSLOCTEXT(""SkillsTable"", ""BAEC9A8A4D397CA05DC1B8849DB98CF6"", ""Damage for Rizzi\'s Fate""))","","PerLevelByOnes","None","None","None","DurationPctBySkillName|SS_Rizzi=.5","NSLOCTEXT(""SkillsTable"", ""83BCD4D9447CF78499AD0590AEEE57AE"", ""+50% Duration for Rizzi\'s Fate"")","DamagePctByStatusEffectTag|StatusEffect.Blinded=.1;DamagePctByStatusEffectTag|StatusEffect.Slow=.1;DamagePctByStatusEffectTag|StatusEffect.Stunned=.1","NSLOCTEXT(""SkillsTable"", ""D7FBB003410329692CD063A5DD9FD7A4"", ""+10% Damage to Blinded, Slowed, or Stunned enemies"")","SkillModifier|Skill.Sharpshooter.Milestone.Rizzi1=1;MinionsOnProcFromAffix|GhostSpellbreaker=1","NSLOCTEXT(""SkillsTable"", ""860B31BF429282F2B453DFB91A7DD87F"", ""A ghostly Netherim caster appears in Rizzi\'s Fate spell area, attacking enemies for 50% Weapon Damage"")","False","False","0","2","(RowName="""")","30.000000","Default","Skill00",""
SS_Reload,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Reload.Skill_Sharpshooter_Reload_C","Character.Player.Sharpshooter","None","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Precision"")","10","Default","ReloadCharges.Regen=.005","(NSLOCTEXT(""SkillsTable"", ""36C8820E44C32E8F5E704794546CED7B"", ""Reload Recharge""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.Reload1=1","NSLOCTEXT(""SkillsTable"", ""C6BE2A8C444B7651D3731D9F017A29F5"", ""Reload reduces Ammo costs by -25% for 6s"")","DamagePctBySkillTag|Skill.Sharpshooter.Ranged=.3","NSLOCTEXT(""SkillsTable"", ""EA7BC01941284AB8278F5B8A41AF1377"", ""+30% Damage for Precision Skills"")","ReloadCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""F4CF55674A9B255319F934B3123C4BCB"", ""Reload Gains a Charge"")","False","False","1","2","(RowName="""")","30.000000","Default","Skill00",""
SS_Onslaught,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Onslaught.Skill_Sharpshooter_Onslaught_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Precision"")","20","Default","SkillDamageFactorMultiplier|SS_Onslaught=.0417","(NSLOCTEXT(""SkillsTable"", ""559882284B00D213DC1435830F60E93D"", ""Duration for Onslaught""))","","PerLevelByOnes","None","None","None","DurationPctBySkillName|SS_Onslaught=.5","NSLOCTEXT(""SkillsTable"", ""332ABBF040E4C69AC82C6FA03F64E0D4"", ""+50% Duration for Onslaught"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""778732534BE2C53F2DF7AFB1C1B229DF"", ""+20% Relic Active Skill Damage"")","SkillModifier|SKill.Sharpshooter.Milestone.Onslaught1=1","NSLOCTEXT(""SkillsTable"", ""10810E1D444BBFA6125BA0B601A70239"", ""Onslaught\'s rain of arrows now includes explosive arrows that detonate in a small area for 25% Weapon Damage"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
SS_Goose,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goose.Skill_Sharpshooter_Goose_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","10","Default","SkillDamageFactorMultiplier|SS_Goose=.0417","(NSLOCTEXT(""SkillsTable"", ""EA129B2544D670F0FDA38FBB5A9B24F4"", ""Damage for Sacrifice to Goose""))","","PerLevelByOnes","None","None","None","MiscBonusBySkillName|SS_Goose=0.2","NSLOCTEXT(""SkillsTable"", ""C12FFA364B4B46BD7F8871875F920D5A"", ""+20% Damage Vulnerability for Sacrifice to Goose"")","CooldownPctBySkillTag|Skill.Sharpshooter=-.1","NSLOCTEXT(""SkillsTable"", ""85170D7A42CBC04C52BE39A889C96DB8"", ""-10% for Sharpshooter Skill Cooldowns "")","SkillModifier|Skill.Sharpshooter.Milestone.Goose1=1","NSLOCTEXT(""SkillsTable"", ""502782BF4C4CAAD9D425BD97994DC463"", ""Sacrifice to Goose\'s Adventurer Bonus fires two additional Eagles"")","False","False","2","2","(RowName="""")","30.000000","Default","Skill00",""
SS_Goblin,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goblin.Skill_Sharpshooter_Goblin_C","Character.Player.Sharpshooter","None","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","5","Default","SkillDamageFactorMultiplier|Skill_MeleeAttack_SharpshooterMinion=.0425","(NSLOCTEXT(""SkillsTable"", ""AAE100BA46F9E749E796A6B3D3E37125"", ""Damage for Goblin Legion\'s basic goblins""))","","PerLevelByOnes","None","None","None","MinionLifespanBonus|Character.Minion.Goblin=12","NSLOCTEXT(""SkillsTable"", ""FADC9C2B42155E670FE506B7DA2B0007"", ""12s Increased Lifespan for Goblins"")","DamagePctBySkillTag|Skill.Pet=0.65","NSLOCTEXT(""SkillsTable"", ""A65BCE0C47F0E44107230F9259FE9BD9"", ""+65% Pet Damage"")","SkillModifier|Skill.Sharpshooter.Milestone.Goblin1=1;MinionsOnProcFromAffix|Sharpshooter_Brute=1","NSLOCTEXT(""SkillsTable"", ""325581ED45D3B84D02A76080F841E2C1"", ""Goblin Legion Now Summons a Ghostly Goblin Brute who Does 75% of your Damage"")","False","False","1","1","(RowName="""")","30.000000","Default","Skill00",""
SS_Scout,"/Game/Skills/Blueprints/Sharpshooter/Skill_Scout.Skill_Scout_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","1","Default","SkillDamageFactorMultiplier|SS_Scout=.025;","(NSLOCTEXT(""SkillsTable"", ""5AC4E5504FF2AABE8348219D9736E0D7"", ""Damage to Scout\'s Bones""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.Scout1=1","NSLOCTEXT(""SkillsTable"", ""F51314864EAD0C0D7A8C9390643556CE"", ""Scout\'s Bones now gives an extra stack of its Precision Skill buff"")","CriticalHitChanceForType|Skill.Sharpshooter.Ranged=.1","NSLOCTEXT(""SkillsTable"", ""179B3C814AE9C608F56D67B8B114F40D"", ""+10% Critical Hit Chance for Precision Skills"")","SkillModifier|Skill.Sharpshooter.Milestone.Scout2=1","NSLOCTEXT(""SkillsTable"", ""3BE476024D42E75F0F13648728C952A3"", ""Scout\'s Bones now fires three balls of rats"")","False","False","0","0","(RowName="""")","30.000000","Default","Skill00",""
SS_Heartseeker,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Heartseeker.Skill_Sharpshooter_Heartseeker_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","5","Default","RandomBonusPctBySkillName|SS_Heartseeker=.05","(NSLOCTEXT(""SkillsTable"", ""DEA9FB3B48AB618AC30C5BB67610F449"", ""Damage to Heartseeker\'s Bleed""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|SS_Heartseeker=-1","NSLOCTEXT(""SkillsTable"", ""626DAC774362DC2CE6DD0B9845789097"", ""Heartseeker Ammo Cost Removed"")","ProcChance|PrecisionHeal=.005","NSLOCTEXT(""SkillsTable"", ""D7202B754D047EA33562BE88541180FD"", ""5% Chance for Precision Skills to Heal You for 5% of Your Total Health On Hit"")","SkillModifier|Skill.Sharpshooter.Milestone.Heartseeker1=1","NSLOCTEXT(""SkillsTable"", ""F36DEAD54F80B94EBFF3F89ABE31C967"", ""Heartseeker Now Fires 3 missiles that seek out random enemies and deal the skill\'s current Weapon Damage"")","False","False","2","1","(RowName="""")","30.000000","Default","Skill00",""
SS_ExplosiveArrow,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_ExplosiveArrow.Skill_Sharpshooter_ExplosiveArrow_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Precision"")","5","Default","SkillDamageFactorMultiplier|SS_ExplosiveArrow=.05;","(NSLOCTEXT(""SkillsTable"", ""0622700C443CDDF65C80B6B5A9605EED"", ""Damage for Explosive Arrow""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.ExplosiveArrow1=1","NSLOCTEXT(""SkillsTable"", ""EBABBB254B80734AB5F22FB981DB2676"", ""Explosive Arrow makes enemies Burn for 50% weapon damage for 3s"")","ProcChance|PrecisionStun=.05","NSLOCTEXT(""SkillsTable"", ""63D1258D4DB812E59D9674A5FF6CD932"", ""5% Chance for Precision Skills to Stun for 1s"")","SkillModifier|Skill.Sharpshooter.Milestone.ExplosiveArrow2=1;ProcChance|RangedBasicExplode=1","NSLOCTEXT(""SkillsTable"", ""25BABBC2436EA50CE6A271A78D1EBF22"", ""Using Explosive Arrow makes your next three ranged Basic attacks explode for 50% Weapon Damage"")","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
SS_Shasta,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Shasta.Skill_Sharpshooter_Shasta_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","20","Default","SkillDamageFactorMultiplier|SS_ShastaBasic=.056","(NSLOCTEXT(""SkillsTable"", ""6EA8A21A46F44831A572D8B089B950D7"", ""Damage for Shasta""))","","PerLevelByOnes","None","None","None","MinionLifespanBonus|Character.Minion.Shasta=12","NSLOCTEXT(""SkillsTable"", ""7056ACB34AF544D42D09D685603CF6F4"", ""12s increased summon Duration for Shasta"")","DamagePctByStatusEffectTag|StatusEffect.Taunt=.5","NSLOCTEXT(""SkillsTable"", ""E3FCBD164C8B8B31F27C7BB8454F8141"", ""50% Increased Damage to Taunted Enemies"")","SkillModifier|Skill.Sharpshooter.Milestone.Shasta1=1","NSLOCTEXT(""SkillsTable"", ""E51042DE44282DB02E9871ACA2BAA054"", ""Shasta now has a burning area around her, dealing 50% Weapon Damage"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00",""
SS_SmokeBomb,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_SmokeBomb.Skill_Sharpshooter_SmokeBomb_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","1","Default","RandomBonusPctBySkillName|SS_SmokeBomb=.025;","(NSLOCTEXT(""SkillsTable"", ""4D65A74F46111456958AD1B97CD96F83"", ""Increased Critical Hit Chance after using Ghost Visage""))","","PerLevelByOnes","None","None","None","SmokeBombCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""AB9933FE416EDED2A1C77D93B825A44D"", ""Ghost Visage gains an additional Charge"")","ProcChance|PotionIntangible=.25","NSLOCTEXT(""SkillsTable"", ""C6CBBD784CCFDD2FDB2EC0AA1AE41630"", ""25% Chance to become Intangible after using a Potion for 3s"")","SkillModifier|Skill.Sharpshooter.Milestone.GhostVisage1=1;MinionsOnProcFromAffix|GhostVisageTaunter=1","NSLOCTEXT(""SkillsTable"", ""52EFFF1342CFD40336AF36A966A05E2A"", ""Triggering Ghost Visage leaves behind a spectre at your starting location that Taunts enemies for 2s"")","False","False","2","0","(RowName="""")","30.000000","Default","Skill00",""
SS_TargetedStrikes,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_TargetedStrikes.Skill_Sharpshooter_TargetedStrikes_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","15","Default","SkillDamageFactorMultiplier|SS_TargetedStrikes=.056","(NSLOCTEXT(""SkillsTable"", ""2E080DC447612D3B940CABBF9A4B6584"", ""Damage for Targeted Strikes""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.TargetedStrikes1=1","NSLOCTEXT(""SkillsTable"", ""13089CD24B3E970C8E62FE89366C2719"", ""Each successive hit in a volley now does +25% more Damage"")","Ammo.Regen.Multiplier=.5","NSLOCTEXT(""SkillsTable"", ""F5B370274598155A3D44929823D7656A"", ""+50% Ammo recharge rate"")","SkillModifier|Skill.Sharpshooter.Milestone.TargetedStrikes2=1","NSLOCTEXT(""SkillsTable"", ""5E0554834C711BD0B70D07AF5D8AC8CD"", ""Every third Targeted Strikes fires larger arrows that deal double Damage"")","False","False","2","3","(RowName=""TrySkill_Skill_Sharpshooter_TargetedStrikes"")","30.000000","Default","Skill00",""
SS_TriShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_TriShot.Skill_Sharpshooter_TriShot_C","Character.Player.Sharpshooter","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","1","Default","SkillDamageFactorMultiplier|SS_TriShot=.05;","(NSLOCTEXT(""SkillsTable"", ""DB5DFF81455CD1C3054CDABAA4D97EAF"", ""Damage to Tight Grouping""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Sharpshooter.Milestone.TightGrouping1=1","NSLOCTEXT(""SkillsTable"", ""4369F0AE40CBDB5493E18C9A19F5449D"", ""Tight Grouping now Slows enemies for -40% movement speed for 2s"")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""5948E12A4A0083EF464C59990502E0F0"", ""-20% to Relic Active Skill Cooldowns"")","SkillModifier|Skill.Sharpshooter.Milestone.TightGrouping2=1","NSLOCTEXT(""SkillsTable"", ""4B44C91449C350B35AD3BFB250B309BC"", ""Tight Grouping now fires a second burst every third volley"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
Skill_BasicAttack,"/Game/Skills/Blueprints/Weapons/Skill_BasicAttack.Skill_BasicAttack_C","Character.Player","Instant","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Global""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Skill00",""
Skill_Potion,"/Game/Skills/Blueprints/Skill_Potion.Skill_Potion_C","Character.Player","Default","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_PoisonCurePotion,"/Game/Skills/Blueprints/Skill_PoisonCurePotion.Skill_PoisonCurePotion_C","Character.Player","Default","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_SendPetToTown,"/Game/Skills/Blueprints/Skill_SendPetToTown.Skill_SendPetToTown_C","Character.Player","Instant","None","1","1","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","None",""
Skill_PainandGain_SpeedOnBlock,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_Passive_PainandGain_IncreasedAttackSpeed.Skill_Passive_PainandGain_IncreasedAttackSpeed_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_ShieldBash,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_ShieldBash.Skill_PainandGain_ShieldBash_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_VictoryPerformance,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_VictoryPerformance.Skill_PainandGain_VictoryPerformance_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Glacier,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Glacier.Skill_Glacier_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_IceAge,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_IceAge.Skill_IceAge_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_CursedStaff_ColdSickness,"/Game/Skills/Blueprints/EmberWeapons/Skill_ColdSickness.Skill_ColdSickness_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_UnboundBlade_SlowOnCrit,"/Game/Skills/Blueprints/EmberWeapons/Passive_SlowOnCrit.Passive_SlowOnCrit_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Thunderbuss_LightningHit,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_LightningHit.Skill_Electrode_LightningHit_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Flametongue_BurningExploding,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_FlameTongue_BurningExploding.Skill_Passive_EmberWeapon_FlameTongue_BurningExploding_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_EmberWeapon_Bane_MissilesOnPoisonHit.Skill_EmberWeapon_Bane_MissilesOnPoisonHit_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
