---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
SkeletonRangedFireOnBlock,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""A0491E6E4B667285628F45AC392935F0"", ""{1%}% chance to Summon a Burning Skeleton Archer on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcSkeletonFireRanged;ProcChance|SkeletonFireRangedOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
ZombieMeleeOnBlock,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""DE7DCEC94CD77C340B5164B9A23F1F4E"", ""{1%}% chance to Summon a Zombie on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcZombieMelee;ProcChance|ZombieOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
RatOnBlock,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""35577E264C6AED24F1B6EEAF7369B63B"", ""{1%}% chance to Summon a Rat on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcRat;ProcChance|RatOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
NetherlingOnBlock,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""BAD2BBA54CA486711A3902BC7C55A75C"", ""{1%}% chance to Summon a Netherling on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcNetherling;ProcChance|NetherlingOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
GhostGuardOnBlock,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""910A042C4F2D7C5812FC2FA877CE9EA7"", ""{1%}% chance to Summon a Spectral Guard on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
SkeletonMinionDuration,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""EEB390E14DBDF65AADB3439BF96DEDAD"", ""+{0} sec. summoned skeletons duration"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","MinionLifespanBonus|Character.Minion.Affix.Skeleton","","","","","","(TagName="""")","0","","","","1.200000","False","",""
ZombieMinionDuration,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""9CC7DAEC4F72B6A2FE7850BF32ED221B"", ""+{0} sec. summoned zombies duration"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","MinionLifespanBonus|Character.Minion.Affix.Zombie","","","","","","(TagName="""")","0","","","","1.200000","False","",""
RatMinionDuration,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""B744C5134602E9CD0E7CEFA8531B98F5"", ""+{0} sec. summoned rats duration"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","MinionLifespanBonus|Character.Minion.Affix.Rat","","","","","","(TagName="""")","0","","","","1.200000","False","",""
NetherlingMinionDuration,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""784A6365447EF75E268BCBAEB223AFFF"", ""+{0} sec. summoned netherlings duration"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","MinionLifespanBonus|Character.Minion.Affix.Netherling","","","","","","(TagName="""")","0","","","","1.200000","False","",""
SkeletonMinionCapacity,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""A53349524641631EA370A887F03815C5"", ""+{0} summoned skeletons limit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","BonusInventoryCapacity|Character.Minion.Affix.Skeleton","","","","","","(TagName="""")","0","","","","1.200000","False","",""
ZombieMinionCapacity,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""C09BA78C438AC2E6FE48C2A60767A8B8"", ""+{0} summoned zombies limit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","BonusInventoryCapacity|Character.Minion.Affix.Zombie","","","","","","(TagName="""")","0","","","","1.200000","False","",""
RatMinionCapacity,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""34831BA7465E87C4A5E8B7B6DE95997E"", ""+{0} summoned rats limit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","BonusInventoryCapacity|Character.Minion.Affix.Rat","","","","","","(TagName="""")","0","","","","1.200000","False","",""
NetherlingMinionCapacity,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""125684A34B7D8E647307AD82EC303CF4"", ""+{0} summoned netherlings limit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","BonusInventoryCapacity|Character.Minion.Affix.Netherling","","","","","","(TagName="""")","0","","","","1.200000","False","",""
PetRecoveryTime,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""B4F1F56E43AAF47C0A0685A7859D3844"", ""-{0} sec. pet recovery time"")","","False","False","Always","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","NegativeOnes","None","None","None","None","None","PetRecoverTime","","15","30","30","","(TagName="""")","0","","","","1.200000","False","",""
ProcMoveSpeedOnKill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""5F5937A5493FB6907E012BA181ECF1B9"", ""{0%}% chance to increase move speed by 10% for {1} sec. on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Effect.Poison""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","StunChance","ProcDuration","None","None","None","None","ProcChance|MoveSpeedOnKill;ProcDuration|MoveSpeedOnKill","","","","","","(TagName="""")","0","","","","1.200000","False","",""
ProcBurnImmunityOnCrit,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""6C23F86F4FC3364DC59E21A7C8E298FE"", ""{0%}% chance to gain Burnproof on Critical Hit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","StunChance","ProcDuration","None","None","None","None","ProcChance|ImmunityBurnOnCrit;ProcDuration|ImmunityBurnOnCrit","","","","","","(TagName="""")","0","","","","1.200000","False","",""
ProcPoisonImmunityOnKill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""77181BF5465E9386E5D8F78679411D64"", ""{0%}% chance to gain Unpoisonable on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.Legendary.Global.PoisonImmunityOnKill""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","StunChance","ProcDuration","None","None","None","None","ProcChance|ImmunityPoisonOnKill;ProcDuration|ImmunityPoisonOnKill","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingSlot,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""D5E09EB44815F82DFDC48492143C13EE"", ""{0} Enchanting Slot"")","","False","False","Default","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","EnchantingSlots","1","1-2","1-3","1-3","","(TagName="""")","0","","","","1.000000","False","",""
LuckSprout_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""C8BA9DC24B1823DF8E8E46B1F9F193AD"", ""Use this item to add the Luck Sprout to your available fort decorations."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Invulnerable_Fire,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""1BE52C8C46BB7454D5319DBB59793863"", ""Immune to fire"")","","False","False","Default","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","InvulnerableToElement|Element.Fire","","","","","","(TagName="""")","0","","","","1.000000","False","",""
Invulnerable_Poison,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""584B19AB4A98333F99A7109D789781EA"", ""Immune to Poison"")","","False","False","Default","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","InvulnerableToElement|Element.Poison","","","","","","(TagName="""")","0","","","","1.200000","False","",""
PetSellItems_Percent,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""CF63A1604E516743F5AD1BBA189A4BE9"", ""{0%}% pet sell item time"")","","False","False","Default","(GameplayTags=)","(TagName="""")","NegativeOnes","None","None","None","None","None","PetSellItemsTime.Multiplier","","","","","","(TagName="""")","0","","","","1.200000","False","",""
PetRecovery_Percent,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""7B25B39D48452D4D1C069CB6B1DA295F"", ""{0%}% pet recovery time"")","","False","False","Default","(GameplayTags=)","(TagName="""")","NegativeOnes","None","None","None","None","None","PetRecoverTime.Multiplier","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MapBundle_Rare_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""EAAAE0EA48B1144B2ED22394CD42E395"", ""Use this item to obtain a Rare Supply Run and a Goldrush mapworks map."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MapBundle_Legendary_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""B76F400A499348A42CA55D9285C1D414"", ""Use this item to obtain two each of Legendary Supply Run and Goldrush mapworks maps."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
WoodPlanks_Rare_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""B06397C44BB708D5DF545F92E20CD041"", ""25 Wood Planks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
WoodPlanks_Legendary_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""ACD925D64154C5D2650F288369590672"", ""40 Wood Planks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MetalBars_Rare_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""D79A494A4B0E8E202EF82A943DC2E526"", ""25 Metal Bars"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MetalBars_Legendary_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""9D0022CC473D2E7485BFF28F4A311953"", ""40 Metal Bars"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Bundle_Contents_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""A7656CF8480948783D0307AF465867C5"", ""Contains:"")","","False","True","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingEssence_Magic_6_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""BCC52158404D11D0ABB622AF2B38852A"", ""6 Magic Essence"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingEssence_Magic_8_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""A40F6F824F2B8C304CABA390D8A17525"", ""8 Magic Essence"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingEssence_Rare_3_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""027046D64899478BD9AAC7865FDB5E46"", ""3 Rare Essence"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingEssence_Rare_4_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""30C802CD449E5EF2DB7B97B3B8626E34"", ""4 Rare Essence"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingEssence_Legendary_2_Tooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""55B055BD4721C2CF4C8B3E863DE457A9"", ""2 Legendary Essence"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
EnchantingSlotSingle,"1.000000","100.000000","0","4","NSLOCTEXT(""AffixTable"", ""D5E09EB44815F82DFDC48492143C13EE"", ""{0} Enchanting Slot"")","","False","False","Default","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","EnchantingSlots","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
CooldownPctRelicActiveSkill,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""E0FFE00B46A15B81702AE58395D0C57D"", ""{-0%}% faster cooldown for Relic Active Skill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","SkillCooldownPct","None","None","None","None","None","CooldownPctBySkillTag|Skill.EmberWeapon.Active","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","",""
Skill_Damage_DM_DarkTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C04348BD474FE7FAF70F2A8A094130D2"", ""+{0%}% damage w/ Dark Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.1H""),(TagName=""Affix.Skill.Damage""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Gloves"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Duskmage.Dark","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_DM_LightTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8B2E2FF14692749912CE978848AEFD4F"", ""+{0%}% damage w/ Light Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.1H""),(TagName=""Affix.Skill.Damage""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Duskmage.Light","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_RM_LineageTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A5B2B28141471229ADC0FE99D612DA23"", ""+{0%}% damage w/ Lineage Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.Railman""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Railman.Melee","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_RM_ConductorTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""DA361B164A029486DA87AD868F4932F5"", ""+{0%}% damage w/ Conductor Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.Railman""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Railman.Turret","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_Forged_BarrageTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2A32A6934F613CEA3A533281F5644DD2"", ""+{0%}% damage w/ Barrage Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Affix.Skill.Damage""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Forged.Ranged","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_Forged_BrawlTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8938FDFC4782B10D60F35EB37310FF60"", ""+{0%}% damage w/ Brawl Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Character.Player.Forged""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Affix.Skill.Damage""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Forged.Melee","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_Sharpshooter_PrecisionTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""FDB2C232445D99165A239E941AA04878"", ""+{0%}% damage w/ Precision Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Character.Player.Sharpshooter""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Sharpshooter.Ranged","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
Skill_Damage_Sharpshooter_AdventurerTree,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""020BC6C441992FBBBE2C3BB457BA6A81"", ""+{0%}% damage w/ Adventurer Skills"")","","False","False","Default","(GameplayTags=((TagName=""Affix.SkillTreeDamage""),(TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Character.Player.Sharpshooter""),(TagName=""Affix.Skill.Damage"")))","(TagName="""")","SkillDamagePct","None","None","None","None","None","DamagePctBySkillTag|Skill.Sharpshooter.Adventurer","","0.64-0.76","0.72-0.93","0.72-0.93","","(TagName="""")","0","","","","1.200000","False","","Skill: Dusk Mage"
GoblinFortDeco_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""811324AB499162B7561B8CB972D58521"", ""One or more random fort decorations inspired by dungeons in the Goblin frontier"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
JourneyUnknownFortDeco_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""F908538D4597E107310056A79291E95C"", ""One or more random fort decorations inspired by the Imperials\' Journey Into the Unknown"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Gold_Common_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""D5CEC1C240481C68D7A9AA93B176541D"", ""+5% Bonus Gold Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Gold_Magic_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""37A9F128464CD60F8E36DF99ACD2D3CE"", ""+10% Bonus Gold Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Gold_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""46BF40D44CCF19B3A7D0BF815D8B66D6"", ""+30% Bonus Gold Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Gold_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""D0EBF9264ECB1A4043DD79B9C3C9A36B"", ""+50% Bonus Gold Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Item_Common_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""B91760BC4B85C4C5AC424E8B0C69032F"", ""+10% Bonus Gear Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Item_Magic_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""BD6DFB9B4CED124D569B1BB278937A3B"", ""+20% Bonus Gear Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Item_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""67EBD848424464F2E58E2C89FAA759B3"", ""+30% Bonus Gear Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Map_Item_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""406404A54679638F79EDA69D47A937FF"", ""+50% Bonus Gear Luck"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
