---,QuestRewardText,QuestRewardIconGameplayTag,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Mace_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""3313EBCE4EEE7DE6306340A22F564555"", ""Magic Mace"")","(TagName=""Item.Weapon.Mace"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Mace_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""1752C10C445837A01B247BB779ACF0CF"", ""Rare Mace"")","(TagName=""Item.Weapon.Mace"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Mace_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""2CBEE5F842B9C56467F96FBB7CBBF418"", ""Legendary Mace"")","(TagName=""Item.Weapon.Mace"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Mace_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""2CBEE5F842B9C56467F96FBB7CBBF418"", ""Legendary Mace"")","(TagName=""Item.Weapon.Mace"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
GreatWeapon_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""FC2BBC1F4A92C2086BC21FB7716D5ADE"", ""Legendary Great Weapon"")","(TagName=""Item.Weapon.GreatWeapon"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
GreatWeapon_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""FC2BBC1F4A92C2086BC21FB7716D5ADE"", ""Legendary Great Weapon"")","(TagName=""Item.Weapon.GreatWeapon"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Staff_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""B041356A406DA91F9D982B9751D9152F"", ""Normal Staff"")","(TagName=""Item.Weapon.Staff"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Staff_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""6A535D4549D4CE83693A29B00D0566A4"", ""Magic Staff"")","(TagName=""Item.Weapon.Staff"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Staff_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""0CEFE7594078AEEBD498E0BD90987EA2"", ""Rare Staff"")","(TagName=""Item.Weapon.Staff"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Staff_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""A6DA0334412368833329128823D5FE60"", ""Legendary Staff"")","(TagName=""Item.Weapon.Staff"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Staff_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""A6DA0334412368833329128823D5FE60"", ""Legendary Staff"")","(TagName=""Item.Weapon.Staff"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""96CE7CDA4305822BD417B1A2F7F720B8"", ""Magic Digitus"")","(TagName=""Item.Weapon.Digitus"")","Pick","0","0","False","False","GotoItemSpawnRow","Digitus_Global_Magic","3","GotoItemSpawnRow","Digitus_Area_Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""96CE7CDA4305822BD417B1A2F7F720B8"", ""Magic Digitus"")","(TagName=""Item.Weapon.Digitus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""96CE7CDA4305822BD417B1A2F7F720B8"", ""Magic Digitus"")","(TagName=""Item.Weapon.Digitus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""969D37174E0562C5B2BD3D9DF75DCBFC"", ""Legendary Digitus"")","(TagName=""Item.Weapon.Digitus"")","Pick","0","0","False","False","GotoItemSpawnRow","Digitus_Global_Legendary","1","GotoItemSpawnRow","Digitus_Area_Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""969D37174E0562C5B2BD3D9DF75DCBFC"", ""Legendary Digitus"")","(TagName=""Item.Weapon.Digitus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Digitus_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""969D37174E0562C5B2BD3D9DF75DCBFC"", ""Legendary Digitus"")","(TagName=""Item.Weapon.Digitus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""B0072656456D7941D22B9E98794404F3"", ""Normal Focus"")","(TagName=""Item.Weapon.Focus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""82D2C3324D9068BBB8E1B8B962EEC9F5"", ""Magic Focus"")","(TagName=""Item.Weapon.Focus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""350385DC4E82206BCCDC7DA8C5582C0A"", ""Rare Focus"")","(TagName=""Item.Weapon.Focus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""444798C54FC54A1192F504A13A1387D2"", ""Legendary Focus"")","(TagName=""Item.Weapon.Focus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""444798C54FC54A1192F504A13A1387D2"", ""Legendary Focus"")","(TagName=""Item.Weapon.Focus"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Railhammer_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""41D3BE7447DCADECCA3A80AA2C6534CE"", ""Rare Railhammer"")","(TagName=""Item.Weapon.Hammer"")","Pick","0","0","False","False","GotoItemSpawnRow","Railhammer_Area_Rare","3","GotoItemSpawnRow","Railhammer_Global_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Railhammer_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""41D3BE7447DCADECCA3A80AA2C6534CE"", ""Rare Railhammer"")","(TagName=""Item.Weapon.Hammer"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Railhammer_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""41D3BE7447DCADECCA3A80AA2C6534CE"", ""Rare Railhammer"")","(TagName=""Item.Weapon.Hammer"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Railhammer_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""557E21B344ADAD6946198D9AD91BA9C3"", ""Legendary Railhammer"")","(TagName=""Item.Weapon.Hammer"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Railhammer_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""557E21B344ADAD6946198D9AD91BA9C3"", ""Legendary Railhammer"")","(TagName=""Item.Weapon.Hammer"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Cannon_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""AF5F45F443051EB919A947B2BC6C8B44"", ""Legendary Cannon"")","(TagName=""Item.Weapon.Cannon"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Cannon_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""AF5F45F443051EB919A947B2BC6C8B44"", ""Legendary Cannon"")","(TagName=""Item.Weapon.Cannon"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""F12A3FA14D3622AC1898A1AF2E5BC6CE"", ""Normal Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""F12A3FA14D3622AC1898A1AF2E5BC6CE"", ""Normal Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""FAC65104431FD4E5AA874782AE50560F"", ""Magic Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""FAC65104431FD4E5AA874782AE50560F"", ""Magic Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""FF79679A470A1DAA12E48EB780ACC6E8"", ""Rare Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""FF79679A470A1DAA12E48EB780ACC6E8"", ""Rare Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""1A84FC774F8EB9AABBE27C8D0621E32F"", ""Legendary Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Shield_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""1A84FC774F8EB9AABBE27C8D0621E32F"", ""Legendary Shield"")","(TagName=""Item.Weapon.Shield"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Shield;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""9765B7D5488242EC2B56B58BD4F6C8A6"", ""Normal Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""3B7DF19C483B44C5D3A387B7742371AC"", ""Normal Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""D24917954035A78B999CBBB7461576AD"", ""Magic Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""C0912BE0456D86352E9743B01A932826"", ""Magic Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""B25D3DD346771F1D2D4E43B2B9E2368A"", ""Rare Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""F0671F514C99E380A5E66582F51EE6B1"", ""Rare Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""073C9E1F4797714FEDF81E93DEE370AE"", ""Legendary Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Chest_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""7C3F357B462F3854E64A5C83BFB052B2"", ""Legendary Chest Armor"")","(TagName=""Item.Armour.Chest"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Chest;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""9CE1CF4F43D33C1588EC3D99CA9DE888"", ""Normal Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""9CE1CF4F43D33C1588EC3D99CA9DE888"", ""Normal Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""BE4CF8844D4C9FFC943257B8BF0B5BC9"", ""Magic Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""BE4CF8844D4C9FFC943257B8BF0B5BC9"", ""Magic Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""633EE43640F28D5D0F1639AEB388DDDC"", ""Rare Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""633EE43640F28D5D0F1639AEB388DDDC"", ""Rare Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""8FD00FE7434C03F5F4CD0581CA6EF4EC"", ""Legendary Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Pants_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""8FD00FE7434C03F5F4CD0581CA6EF4EC"", ""Legendary Pants"")","(TagName=""Item.Armour.Pants"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""7D88A5284333B67C82D0CAAF8B13CC8D"", ""Normal Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Area_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""7D88A5284333B67C82D0CAAF8B13CC8D"", ""Normal Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Global_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""10BB8A88448CB7AAB5F2028AD49B155B"", ""Magic Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Area_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""10BB8A88448CB7AAB5F2028AD49B155B"", ""Magic Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Global_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""50FD7C904E8DEBAD175769ADE5C23DAC"", ""Rare Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Area_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""50FD7C904E8DEBAD175769ADE5C23DAC"", ""Rare Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Global_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5876838D4A6A3B7B485D9F9CDA3BD5BB"", ""Legendary Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Gloves_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""5876838D4A6A3B7B485D9F9CDA3BD5BB"", ""Legendary Gloves"")","(TagName=""Item.Armour.Gloves"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Helm_Global_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""3EFD301A461A608D6072F8A2BCF38D32"", ""Normal Helm"")","(TagName=""Item.Armour.Helm"")","All","0","5","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
