---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTags,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,Notes
LampPost_Imperial_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""BCA8B6D6488FCDDC8D71ACA135ABCB80"", ""Imperial Lamppost"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_lamppost_io_01.fort_lamppost_io_01_C","None","False","None","None","None","False","False","FortDecor","","None","2","0","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","10","NSLOCTEXT(""FortPropsTable"", ""89690B7E456BCE26B162DE9B9733D249"", ""10 Ash Logs"")","None","Currency","Name","StoneRock_T1_Sandstone","15","NSLOCTEXT(""FortPropsTable"", ""15DB4C9A4C1120A096C1F2A1BEBC6AC5"", ""15 Sandstone Rocks"")","None",""
Machine,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""01DCCD2A44CC93EADFA7B994E8ABA89A"", ""Clunky Machine"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_machinery_a_bp.fort_prop_machinery_a_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","MetalBar_T1_Tin","50","NSLOCTEXT(""FortPropsTable"", ""17ED798440F4ABF33DE4BAAE6B835B37"", ""50 Tin Bars"")","None","None","Name","None","0","","None",""
Mana_Shrine,"(RowName="""")","(RowName="""")","1","NSLOCTEXT(""FortPropsTable"", ""107008D24B7879D0AD5B0A8EA93478D7"", ""Mana Shrine"")","","None","False","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_shrine_mana_01_bp.fort_shrine_mana_01_bp_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","50","NSLOCTEXT(""FortPropsTable"", ""A96749FF41646F915FF01F8C8EDC9262"", ""50 Wood Logs"")","None","None","Name","None","0","","None",""
MapWorksProp,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""143373754037750BC4741195C8773809"", ""Inert Mapworks Device"")","NSLOCTEXT(""FortPropsTable"", ""3FCCD0674AD176C0285033900F1617EA"", ""Inactive ancient map crafting device from the Clockwork Core"")","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortMapworksDeviceProp_bp.FortMapworksDeviceProp_bp_C","None","False","None","None","None","False","False","FortDecor","","None","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","5000","","None","None","Name","None","0","","None",""
Mausoleum_Tall_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""878E56F44CE69CC363E07B9344045FE7"", ""Mausoleum"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_mausoleum_01.fort_mausoleum_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","50","NSLOCTEXT(""FortPropsTable"", ""FC18168F4B637AEEC3C92A821B09E62D"", ""50 Sandstone Blocks"")","None","Currency","Name","StoneBlock_T1_Sandstone","50","NSLOCTEXT(""FortPropsTable"", ""9781D17F44FC6B7F85C3108C0841B144"", ""50 Sandstone Blocks"")","None",""
Might_Shrine,"(RowName="""")","(RowName="""")","1","NSLOCTEXT(""FortPropsTable"", ""6406237844FC4409CD90AB9B28C860B5"", ""Might Shrine"")","","None","False","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_shrine_might_01_bp.fort_shrine_might_01_bp_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","50","NSLOCTEXT(""FortPropsTable"", ""6499F68149C758E5DF2A1A9644F526A9"", ""50 Wood Logs"")","None","None","Name","None","0","","None",""
Mushrooms_GobInfCave_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""B4B460AB4EF1756146DCB5B96DB9DEA8"", ""Buncha Creepy Mushrooms"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_mushroom_gobinfcave_02.fort_prop_mushroom_gobinfcave_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","1500","","None","None","Name","None","0","","None",""
Mushrooms_Goblin_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""7500D03848A5AD0530126BB892CA84B1"", ""Buncha Speckled Mushrooms"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_mushrooms_goblin_01.fort_mushrooms_goblin_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Mushrooms_Goblin_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""B9F4DD254CB8ADAD70B3C9AB7E360145"", ""Lil’ Speckled Mushroom"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_mushrooms_goblin_02.fort_mushrooms_goblin_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Mushrooms_Goblin_Ground_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""65B695EA46405D99A5F264A3AC9A7D9D"", ""Pair ‘a’ Speckled Mushrooms"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_mushroom_gob_groundmushroom_02.fort_prop_mushroom_gob_groundmushroom_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Mushrooms_Hyvid_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""F24432B840B6A4BC986BC5BDFEAD0853"", ""Buncha Freaky Mushrooms"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_mushrooms_hyvid_01.fort_mushrooms_hyvid_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","1500","","None","None","Name","None","0","","None",""
Pillar_Cemetery,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""33CDA9654B492A03F3B858A5CC2C0199"", ""Cemetery Post"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_post_gy_01.fort_post_gy_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","5","NSLOCTEXT(""FortPropsTable"", ""B22D76CA43983EABFEE001A46D84F976"", ""5 Sandstone Blocks"")","None","Currency","Name","MetalBar_T1_Tin","10","NSLOCTEXT(""FortPropsTable"", ""14F47C5D4324A42A500BA39785EDC871"", ""10 Tin Bars"")","None",""
RailmasterSkillObject,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""26C6E77542BD3C5C573D7F8F82E98ADF"", ""Workshop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop1_fort_icon.workshop1_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_01_bp.fort_railmaster_skillobject_01_bp_C","None","False","None","Fort.Prop.SkillBuilding.Workshop","RailmasterSkillObject2","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","None","None","None","0","","None",""
RailmasterSkillObject2,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""F91B246C41D85883FEDE5A9607AF79AF"", ""Lvl. 2 Workshop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop2_fort_icon.workshop2_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_02_bp.fort_railmaster_skillobject_02_bp_C","None","False","None","Fort.Prop.SkillBuilding.Workshop","RailmasterSkillObject3","True","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","Currency","Name","SkillPoints","200","","None",""
RailmasterSkillObject3,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""63E68B3547187885B332EC8D33B2B67D"", ""Lvl. 3 Workshop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop3_fort_icon.workshop3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_03_bp.fort_railmaster_skillobject_03_bp_C","None","False","None","Fort.Prop.SkillBuilding.Workshop","RailmasterSkillObject4","True","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","Currency","Name","SkillPoints","400","","None",""
RailmasterSkillObject4,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""4F70F9044EC851D2756989825B029519"", ""Lvl. 4 Workshop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/workshop3_fort_icon.workshop3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_railmaster_skillobject_03_bp.fort_railmaster_skillobject_03_bp_C","None","False","None","Fort.Prop.SkillBuilding.Workshop","None","True","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","Currency","Name","SkillPoints","600","","None",""
Rug_ImperialOutpost_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""96C0E09D4AFCD4F824052F8083B312CB"", ""Well Worn Rug"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_02.fort_rug_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1500","","None","None","Name","None","0","","None",""
Rug_ImperialOutpost_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B3AEDB96412729DE6465C0B06430CBCE"", ""Cartographer’s Rug"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_03.fort_rug_03_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
Rug_MainMenu_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""3E501A684C1BA7102E1023BEFB8FF95D"", ""Frilly Rug"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_rug_01.fort_rug_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1500","","None","None","Name","None","0","","None",""
SackGroupLarge,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""9B79BFBB4DCFCF9D6BE703923A55DAD4"", ""Lotsa Grain Sacks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_a_bp.fort_prop_sackgrp_a_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1000","","None","None","Name","None","0","","None",""
SackGroupSmall,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""5EB9D0C540445377544902A3BC0A6BBE"", ""Buncha Grain Sacks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_sackgrp_b_bp.fort_prop_sackgrp_b_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","550","","None","None","Name","None","0","","None",""
Scaffold_Gobcave_03c,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5DD63F6A4CFF42481DA2AA9B8506BD4B"", ""Shaky-Looking Scaffold"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_scaffold_gcave_03c.fort_prop_scaffold_gcave_03c_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","50","","None","None","Name","None","0","","None",""
SkullsPile_Goblins,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""7526A13B446DEF2B5BEC05BD8016C5E3"", ""Buncha Goblin Skulls"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinSkullpile.FortTestGoblinSkullpile_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","8800","","None","None","Name","None","0","","None",""
Stash_Account_Default,"(RowName=""Storage"")","(RowName=""MiscStorage"")","1","NSLOCTEXT(""FortPropsTable"", ""68AC75A9492340E9864CEBAE85974F2E"", ""Shared Stash"")","NSLOCTEXT(""FortPropsTable"", ""5655ED1E4113471129D90B842F595FD7"", ""Store your gear and retrieve it by any of your characters."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/SharedStashIcon.SharedStashIcon","True","False","False","True","/Game/Environments/GlobalProps/Blueprints/Fort/AccountStash_original.AccountStash_original_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","4400","","None","Currency","Name","WoodPlank_T1_Ash","100","","None",""
Statue_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""B33439C643A7A714B8BC2385F8FD4F2A"", ""Gloomy Statue"")","","None","False","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_statue_gy_01.fort_statue_gy_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","50","NSLOCTEXT(""FortPropsTable"", ""B8F317D14F830367B63548A8E89C1D32"", ""50 Sandstone Blocks"")","None","None","Name","None","0","","None",""
StraightFence,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""2B50E5594BE524CCFF86F4925711B856"", ""Mossy Wooden Fence"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_straight_a_bp.fort_prop_fence_straight_a_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","None","Name","None","0","","None",""
Tent,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""161EE79247F2629B278CC9A11D49CFB8"", ""Simple Traveler’s Tent"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTest_Tent.FortTest_Tent_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","550","","None","Currency","Name","WoodLog_T1_Ash","50","","None",""
Tent_Gob_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""27372ED14C19B53045666C8177ED2EA5"", ""Hastily Built Tent"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tent_gob_01.fort_prop_tent_gob_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","600","","None","None","Name","None","0","","None",""
Tent_RedDamaged_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""E98637B34DB37B7FFE27FAAE255AA401"", ""Storm Damaged Tent"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tent_gobdamaged_01.fort_prop_tent_gobdamaged_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","700","","None","None","Name","None","0","","None",""
Tent_RedDamaged_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5E438BB84D26DDBD52FF4F870DE26E36"", ""Well-Worn Tent"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tent_gobdamaged_02.fort_prop_tent_gobdamaged_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","700","","None","None","Name","None","0","","None",""
Tree_Burned_Gob_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""95EC2FFA48EB078E4B05F69927AA5FA1"", ""Toasted Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_gob_burnedtree_01.fort_prop_tree_gob_burnedtree_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodLog_T1_Ash","250","","None","None","Name","None","0","","None",""
Tree_Burned_Gob_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""424DA10648F8F095C9A8A79C8B7B32FC"", ""Toasted Totemic Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_gob_burnedtree_03.fort_prop_tree_gob_burnedtree_03_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodLog_T1_Ash","300","","None","None","Name","None","0","","None",""
Tree_Burned_Stump_Gob_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""7A49008E4FBC7A593324D19FE709FD11"", ""Toasted Stump"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_gob_burnedstump_01.fort_prop_tree_gob_burnedstump_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodLog_T1_Ash","200","","None","None","Name","None","0","","None",""
Tree_Evergreen_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""AF7A49074C41010EB8A171AD54E63C26"", ""Pleasing Evergreen Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_tree_evergreen_01.fort_tree_evergreen_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3800","","None","None","Name","None","0","","None",""
Tree_FallenLog_Gob_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""DEA589CA44E788D1444678A698B1CF67"", ""Fallen Hollow Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_fallenlog_gob_03.fort_prop_tree_fallenlog_gob_03_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodLog_T1_Ash","300","","None","None","Name","None","0","","None",""
Tree_Gobcave_Root_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""FE1389984DCE67E0E1C5DAB752B5E0E7"", ""Tall Tangled Vine"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_gcave_roots_01.fort_prop_tree_gcave_roots_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3800","","None","None","Name","None","0","","None",""
Tree_Goblin_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""1AC45AED43F028DEF85A6BAF1E9852D9"", ""Gnarled Mushroomy Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_tree_gob_01.fort_tree_gob_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3800","","None","None","Name","None","0","","None",""
Tree_Goblin_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""57CD5D534B0700F39009138603B73574"", ""Twisted Mushroomy Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_tree_gob_02.fort_tree_gob_02_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3800","","None","None","Name","None","0","","None",""
Tree_IO_Oaktree_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""86D0280E47E949E6F833DCB20AFAB589"", ""Bare Oak Tree"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_tree_io_oaktree_01.fort_prop_tree_io_oaktree_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
Tree_Stump_Goblin_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""3ACE219144B130225AFF659FB2764BBB"", ""Mushroomy Stump"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_treestump_gob_01.fort_treestump_gob_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
Tree_Stump_ImperialOutpost_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""900DF6AE40EBD96EAF72EBBA98C26CFC"", ""Lichen Covered Stump"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_treestump_io_01.fort_treestump_io_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
VespidExhibit,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""E9C2E3044B3ACA957BCD2AABA05AEC52"", ""Hyvid Exhibit"")","","None","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestVespidCage.FortTestVespidCage_C","None","False","None","None","None","False","False","FortDecor","","None","5","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2500","NSLOCTEXT(""FortPropsTable"", ""F9D71ECC46D1D6B6B42F84B222041726"", ""2,500 Gold"")","None","Currency","Name","WoodLog_T1_Ash","40","NSLOCTEXT(""FortPropsTable"", ""9804F9AF415221480B1D5CB19CF43D95"", ""40 Ash Logs"")","None",""
Wagon_Broken_Gobbf_Fallen,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C465F16E4B454AEEDC7F8B824BB6CCF2"", ""Derelict Wagon"")","NSLOCTEXT(""FortPropsTable"", ""FAF6633A486204720C3BFAAEEE5E6859"", ""PH_Wagon description"")","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_wagon_gobbf_fallen.fort_prop_wagon_gobbf_fallen_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
Wagon_Broken_Gobbf_Upright,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""EA09022C4D873A6B87FF79A612CDBFFB"", ""Old Abandoned Wagon"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_wagon_gobbf_upright.fort_prop_wagon_gobbf_upright_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","3300","","None","None","Name","None","0","","None",""
WeaponRack_Imperial_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""005201C9459B6AE4331F73A7D11BEB17"", ""Bristling Weapon Rack"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_weaponrack_io_01.fort_weaponrack_io_01_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodPlank_T1_Ash","40","","None","Currency","Name","MetalBar_T1_Tin","35","","None",""
ForgedStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""63A262A742E6D217D11518AFEB2A2098"", ""Alpha Hero of Iron"")","NSLOCTEXT(""FortPropsTable"", ""D6E9658E498C6D94173D61AB06C9FE96"", ""Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_statue_icon.forged_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_Forged_Statue03.WardrobeProp_Forged_Statue03_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1","","None","None","Name","None","0","","None",""
AlphaContractStatue_Forged,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""F08E35D24D9654CDE561108911B168C4"", ""Forged Alpha Hero Limited"")","NSLOCTEXT(""FortPropsTable"", ""B453385D47DDA0C6E254289840E19A70"", ""You stood proud at the dawn of it all. Immortalize your struggles."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_statue_icon_blue.forged_statue_icon_blue","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_Forged_Statue01b_bp.WardrobeProp_Forged_Statue01b_bp_C","None","False","None","None","None","False","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Unique"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
