---,DisplayName,BaseMonster,AffixString,ShouldSpawnReturnPortal,DestroyAllMonstersOnDie,ScaleMultiplier,HitpointBonusMultiplier,DamageBonusMultiplier,SpeedBonusMultiplier,ExperienceBonusMultiplier,AggroRadius,bShouldTether,ChaseRadius,IgnoreMinionChance,StatusEffect,ItemSpawn,TraitString1,TraitString2,TraitString3,ItemSpawnGameplayTags,Notes
ZombieMelee_Rando_Boss,"NSLOCTEXT(""BossTable"", ""33A8EC754E8CADBBD65433B53B2F6984"", ""Eye-Gore"")","(RowName=""Zombie_Melee"")","Toxic","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","400.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
ZombieMelee_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""5699558F4A9A1B0DAA670286D57156CA"", ""Stinky Streve"")","(RowName=""Zombie_Melee"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","400.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
ZombieMelee_Side_Boss,"NSLOCTEXT(""BossTable"", ""742A60474DBF41701DB952B70F999EC6"", ""Rotface, the Interminable"")","(RowName=""Zombie_Melee"")","Invigorated;Damage","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","400.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
ZombieRanged_Rando_Boss,"NSLOCTEXT(""BossTable"", ""69C2B2B948CC21D4BBFC5AA13D3F2A41"", ""Retch the Regurgitator"")","(RowName=""Zombie_Ranged"")","Toxic","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
ZombieRanged_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""05C88ECC44AA8EF10764ABBB12D32C56"", ""Blorf the Unsteady"")","(RowName=""Zombie_Ranged"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
Ordrak,"NSLOCTEXT(""BossTable"", ""6E67DC884740C62F64B5258F97CB054A"", ""Lord Crabdrak"")","(RowName=""Ordrak"")","","True","True","3.000000","225.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Ordrak/StatusEffect_Boss_Ordrak.StatusEffect_Boss_Ordrak_C","Story_Boss_Drop","","","","None",""
Ordrak_Phase,"NSLOCTEXT(""BossTable"", ""6E67DC884740C62F64B5258F97CB054A"", ""Lord Crabdrak"")","(RowName=""Ordrak"")","","True","True","3.000000","225.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Ordrak/StatusEffect_Boss_Ordrak.StatusEffect_Boss_Ordrak_C","Phase_Boss_Drop","","","","None",""
Brall,"NSLOCTEXT(""BossTable"", ""0FBA6D33482B8C930AF07FADB55ABE89"", ""Skele-Brall"")","(RowName=""Brall"")","","True","True","1.400000","45.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Brall/StatusEffect_Boss_Brall.StatusEffect_Boss_Brall_C","Story_Boss_Drop","KnockbackResistance=1","Energy.Max=1;Energy.RegenMax=0;Energy=0","","None",""
Brall_Phase,"NSLOCTEXT(""BossTable"", ""0FBA6D33482B8C930AF07FADB55ABE89"", ""Skele-Brall"")","(RowName=""Brall"")","","True","True","1.400000","45.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Brall/StatusEffect_Boss_Brall.StatusEffect_Boss_Brall_C","Phase_Boss_Drop","KnockbackResistance=1","Energy.Max=1;Energy.RegenMax=0;Energy=0","","None",""
Sadista,"NSLOCTEXT(""BossTable"", ""A6D66B3944993EA959E304A48BC11B86"", ""Sadista"")","(RowName=""Sadista"")","","True","True","1.000000","60.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Sadista/StatusEffect_Boss_Sadista.StatusEffect_Boss_Sadista_C","Story_Boss_Drop","","","","None",""
Sadista_Phase,"NSLOCTEXT(""BossTable"", ""A6D66B3944993EA959E304A48BC11B86"", ""Sadista"")","(RowName=""Sadista"")","","True","True","1.000000","60.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Sadista/StatusEffect_Boss_Sadista.StatusEffect_Boss_Sadista_C","Phase_Boss_Drop","","","","None",""
Witch_Story_Boss2,"NSLOCTEXT(""BossTable"", ""82878C064CB44C58D0B1A092F702DED4"", ""Sylvia Rouser, Necromantic Summoner"")","(RowName=""Witch"")","Toxic","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VarkeninBrute_Story_Boss2,"NSLOCTEXT(""BossTable"", ""05B9CB92403EDE389FC80C978029B0B5"", ""Smalltusk, Son of Strongtusk"")","(RowName=""Varkenin_Brute"")","Fast","True","False","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
NetherimSpellslinger_Story_Boss,"NSLOCTEXT(""BossTable"", ""5D8B34D347F0838D63BCCEA2DF5A8B60"", ""Nyx"")","(RowName=""Netherim_Spellslinger"")","Fast","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
NetherimSpellslinger_Story_Boss2,"NSLOCTEXT(""BossTable"", ""4762EEB449A49C1A9295A4815527323D"", ""Zorya"")","(RowName=""Netherim_Spellslinger"")","Nimble","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
Burrower_Story_Boss,"NSLOCTEXT(""BossTable"", ""C55C0FFB466056AD31A05F8AB4A52197"", ""Duggle Bug"")","(RowName=""Burrower"")","","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
