---,Type,ParameterName,Level,bIsPaid,bFeatured,RewardRecipe1,RewardRecipe2,RewardRecipe3,RewardRecipe4,RewardRecipe5,RewardRecipe6,Notes
HyvidContract_Paid_49,"Contract","HyvidContract","49","False","False","(RowName=""LegendaryMapBag"")","(RowName=""ContractReward_TestFortProp"")","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_1,"Contract","HyvidContract","1","False","False","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_2,"Contract","HyvidContract","2","False","False","(RowName=""WoodPlanks_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_3,"Contract","HyvidContract","3","False","False","(RowName=""MagicItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_4,"Contract","HyvidContract","4","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_5,"Contract","HyvidContract","5","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_8,"Contract","HyvidContract","8","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_10,"Contract","HyvidContract","10","False","False","(RowName=""MagicItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_12,"Contract","HyvidContract","12","False","False","(RowName=""RareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_15,"Contract","HyvidContract","15","False","False","(RowName="""")","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_18,"Contract","HyvidContract","18","False","False","(RowName=""RareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_20,"Contract","HyvidContract","20","False","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_23,"Contract","HyvidContract","23","False","False","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_25,"Contract","HyvidContract","25","False","False","(RowName="""")","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_30,"Contract","HyvidContract","30","False","False","(RowName=""RareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_35,"Contract","HyvidContract","35","False","False","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_40,"Contract","HyvidContract","40","False","False","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_45,"Contract","HyvidContract","45","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Free_49,"Contract","HyvidContract","49","False","False","(RowName=""RelicCore_TBD"")","(RowName="""")","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")",""
