---,AreaName,AreaName_MapWorks,AreaGroup,AreaGroupType,AreaClass,AreaSize,PrevAreaRow0,NextAreaRow1,NextAreaRow2,NextAreaRow3,NextAreaRow4,NextAreaRow5,NextAreaRow6,RequiredQuestTask,FortCount,bShowClockUI,bIsOutdoors,bIsBossArea,bMonstersCanTargetNPC,MonsterLevel,MonsterLevelDelta,MonstersRespawn,MonstersDisabledByDistance,bGadgetsReset,BossMonster,bTriggerSpawnersHelpDrama,bTriggerSpawnersCheckDrama,MonsterAffixes,GadgetItemLevel,GadgetItemLevelDelta,ItemLevelBonus,HazardDamage,ItemSpokeMaxDelta,ItemSpokeMinDelta,CameraDistance,PrimaryElement,SpokeTag,MonsterManagerDaytimeTags,MonsterManagerNighttimeTags,ThemedPropTags,QuestPoolTags,LootLuck,CritterDensity,Critter1,Critter2,Critter3,AreaSkill1,AreaSkill2,AreaSkill3,CameraYawRandomRange,bReviveInTown,bCanReviveInPlace,bCanReviveInTown,bLifeBoundItemsOnly,DisallowedSkillTags,LoadingScreenBackgroundOverride,LoadingScreenForegroundOverride,LoadingScreenTextOverride,LoadingScreenTags,ItemQualityLevelBoost,MapworksTags,SelectionWeight,QuestTags,MonsterSpawnerActiveChance,MonsterSpawnerNightActiveChance,ItemGameplayTags,ItemExcludeGameplayTags,AffixGameplayTags,MonsterGameplayTags,RegionGameplayTag,bPvPEnabled,Notes
GF5_Forest2,"NSLOCTEXT(""AreaTable"", ""D9789E504E56355009276F85EDF02197"", ""Restless Glade"")","NSLOCTEXT(""AreaTable"", ""D727DBB1459EB111CCB13299E2609566"", ""Restless Graveyard"")","GFO5_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF5_Forest2/Area_GF5_Forest2.Area_GF5_Forest2_C","3.000000","(RowName=""GoblinForest5"")","(RowName=""GF5_Forest2_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_SadistasPlan:Task_GotoArea2","0","True","True","False","False","24.000000","0.990000","False","True","False","(RowName="""")","False","False","","24.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Graveyard""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.750000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Skeleton.Fire;Character.Monster.Skeleton.Physical;Character.Monster.Gargoyle;Character.Monster.Mimic.TreasureChest","Region.GoblinIsle.GoblinForest","False",""
GF5_Forest2_boss,"NSLOCTEXT(""AreaTable"", ""18B805114F8577D7EE926EAC6D0FA7AE"", ""Dead\'s End"")","NSLOCTEXT(""AreaTable"", ""0F5A6F1B4EF77BDF0A45FFACC8989287"", ""Dead\'s Rest"")","GF05_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF5_Forest2_boss/GF5_Forest2_boss.GF5_Forest2_boss_C","1.000000","(RowName=""GF5_Forest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_SadistasPlan:Task_SeeBoss","0","True","True","False","False","25.000000","0.000000","True","True","False","(RowName=""Skeleton_MeleeFire_Story_Boss"")","False","False","","25.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Graveyard""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.Global;Region.GoblinIsle.GoblinForest.Forest","Region.GoblinIsle.GoblinForest","False",""
GF5_Cave1_gc1,"NSLOCTEXT(""AreaTable"", ""9CADE73F4206F8D7E5C19FA350E33CF5"", ""Dank Gobhole"")","NSLOCTEXT(""AreaTable"", ""A0674FD744C9B307E46CBD95D196AC06"", ""Dreadful Pits"")","GFO5_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF5_Cave1/Area_GF5_Cave1_gc1.Area_GF5_Cave1_gc1_C","6.000000","(RowName=""GoblinForest5"")","(RowName=""GF5_Cave1a_boss_gc1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_AntiNetherim:Task_CollectIngredients","0","False","False","False","False","25.000000","0.990000","False","True","False","(RowName="""")","False","False","","25.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.Quest.Mushrooms""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
GF5_Cave1a_boss_gc1,"NSLOCTEXT(""AreaTable"", ""2C1CCE764B273743F44083A8B23AFCD1"", ""Dankest Hole"")","NSLOCTEXT(""AreaTable"", ""94F4D0ED4C81FCFE55F204BB3B465C54"", ""Dreadful Pitfall"")","GFO5_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF5_Cave1a_boss/Area_GF5_Cave1a_boss_gc1.Area_GF5_Cave1a_boss_gc1_C","1.000000","(RowName=""GF5_Cave1_gc1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_AntiNetherim:Task_KillBoss","0","False","False","False","False","26.000000","0.000000","True","False","False","(RowName=""GoblinChanter_Side_Boss"")","False","False","","26.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
GF5-6pass,"NSLOCTEXT(""AreaTable"", ""A7FA5149440B8F2F199BA98267EEC69C"", ""Restful Passage"")","NSLOCTEXT(""AreaTable"", ""762236B34C4300A41936D3BB83AC6D1D"", ""Restful Pass"")","GFO5_Pass","Open","/Game/Environments/Levels/Forts/rules/Goblinland/Area_gob_PlayerFort_GF5.Area_gob_PlayerFort_GF5_C","1.000000","(RowName=""GoblinForest5"")","(RowName=""GoblinForest6"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","27.000000","0.000000","False","True","False","(RowName="""")","False","False","","27.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName="""")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Character.NPC.Gatekeeper"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","None","Region.GoblinIsle.GoblinForest","False",""
GoblinForest6,"NSLOCTEXT(""AreaTable"", ""654A78594F6E95501B041A82BDD2CB19"", ""River Run"")","NSLOCTEXT(""AreaTable"", ""1A1D4A0640CE83B551DF8FAF610DEC56"", ""Hidden Creek"")","GF06","Open","/Game/Environments/Levels/Goblinland/rules/GoblinForest6/Area_GoblinForest6.Area_GoblinForest6_C","3.000000","(RowName=""GF5-6pass"")","(RowName="""")","(RowName=""GF6_Forest1"")","(RowName=""GF6_Forest2"")","(RowName=""GF6_Cave1_gc1"")","(RowName="""")","(RowName="""")","None","0","True","True","False","False","27.000000","2.990000","True","True","True","(RowName="""")","False","True","","27.000000","2.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Breakable.Quest.WeaponRack""),(TagName=""Theme.GoblinForest""),(TagName=""MonsterSpawner.Quest.GoblinForest6""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Region.Public","Region.GoblinIsle.GoblinForest","False",""
GF6_Forest1,"NSLOCTEXT(""AreaTable"", ""19F6362643298FFA1AB5128F1E15EE04"", ""Gobwood Thicket"")","NSLOCTEXT(""AreaTable"", ""280C6F644C53FED4ACCB0BABA73057E4"", ""Overgrown Thicket"")","GFO6_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Forest1/Area_GF6_Forest1.Area_GF6_Forest1_C","4.000000","(RowName=""GoblinForest6"")","(RowName=""GF6_Forest1_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_Wreckoning:Task_GoToGF6_Forest1","0","True","True","False","False","27.000000","0.990000","False","True","False","(RowName="""")","False","False","","27.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global","Region.GoblinIsle.GoblinForest","False",""
GF6_Forest1_boss,"NSLOCTEXT(""AreaTable"", ""304C68C14DDA7236B74C4BA664A193B3"", ""Gobheart"")","NSLOCTEXT(""AreaTable"", ""76AA2DC747147D9EB0791D89F20500F5"", ""The Wrong Turn"")","GFO6_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Forest1_boss/Area_GF6_Forest1_boss.Area_GF6_Forest1_boss_C","1.000000","(RowName=""GF6_Forest1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_Wreckoning:Task_GoToGF6_Forest1_boss","0","True","True","False","False","28.000000","0.000000","True","False","False","(RowName=""GoblinEngineer_Story_Boss2"")","False","False","","28.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global","Region.GoblinIsle.GoblinForest","False",""
GF6_Forest2,"NSLOCTEXT(""AreaTable"", ""E31B956F4DB2262F3DE676879941FD17"", ""Snotskin Grove"")","NSLOCTEXT(""AreaTable"", ""8429702345269B32BF4A9F80228B1DDB"", ""Eerie Grove"")","GFO6_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Forest2/Area_GF6_Forest2.Area_GF6_Forest2_C","4.000000","(RowName=""GoblinForest6"")","(RowName=""GF6_Forest2_boss"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_BlackMarketBattle:Task_GoToGF6_Forest2","0","True","True","False","False","28.000000","0.990000","False","True","False","(RowName="""")","False","False","","28.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","1","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global","Region.GoblinIsle.GoblinForest","False",""
GF6_Forest2_boss,"NSLOCTEXT(""AreaTable"", ""971E25D944EE8C2FE002CC8F5C01D7E4"", ""The Backwoods"")","NSLOCTEXT(""AreaTable"", ""E1CAFE244ABDA7919ED13BB827902043"", ""The Cul-De-Sac"")","GFO6_Progressive_Forest2","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Forest2_boss/Area_GF6_Forest2_boss.Area_GF6_Forest2_boss_C","1.000000","(RowName=""GF6_Forest2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_BlackMarketBattle:Task_SeeBoss","0","True","True","False","False","29.000000","0.000000","True","False","False","(RowName=""GoblinRider_Story_Boss"")","False","False","","29.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","False",""
GF6_Cave1_gc1,"NSLOCTEXT(""AreaTable"", ""29458B39492CCE5CD4C3B48B36B553EE"", ""Glimmering Grotto"")","NSLOCTEXT(""AreaTable"", ""ADFB419D4A8C246F8BE79CA93B3E6DDD"", ""Glistening Grotto"")","GFO4_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Cave1/Area_GF6_Cave1_gc1.Area_GF6_Cave1_gc1_C","4.000000","(RowName=""GoblinForest4"")","(RowName=""GF6_Cave1a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillNetherim:Task_GoToGF4_Cave1","0","False","False","False","False","29.000000","0.990000","False","True","False","(RowName="""")","False","False","","29.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Theme.Netherim"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF6_Cave1a_gc2,"NSLOCTEXT(""AreaTable"", ""3E0317D94EE8F6AE707C5EAC847EAC66"", ""Subterranean Trench"")","NSLOCTEXT(""AreaTable"", ""CDCBBADC477672D7F0AC428307B85A13"", ""Subterranean Terrain"")","GFO4_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Cave1a/Area_GF6_Cave1a_gc2.Area_GF6_Cave1a_gc2_C","4.000000","(RowName=""GF6_Cave1_gc1"")","(RowName=""GF6_Cave1b_boss_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillNetherim:Task_KillNetherimChamps","0","False","False","False","False","29.000000","1.990000","False","True","False","(RowName="""")","False","False","","29.000000","1.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Theme.Netherim"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF6_Cave1b_boss_gc2,"NSLOCTEXT(""AreaTable"", ""B1A46C104D292BE084E938962B60098E"", ""Ceremonial Abyss"")","NSLOCTEXT(""AreaTable"", ""4A0751D14DFB6423FF8A0DB9000DF955"", ""Subterranean Terror"")","GFO4_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF6_Cave1b_boss/Area_GF6_Cave1b_boss_gc2.Area_GF6_Cave1b_boss_gc2_C","1.000000","(RowName=""GF6_Cave1a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillNetherim:Task_BossSpawned","0","False","False","False","False","30.000000","0.000000","False","False","False","(RowName=""VarkeninBrute_Story_Boss"")","False","False","","30.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""MonsterSpawner.BossFight""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
InfestedForest1,"NSLOCTEXT(""AreaTable"", ""057B9CF74A2798F4E8A98EAD9FC45DB8"", ""Polluted Plateau"")","NSLOCTEXT(""AreaTable"", ""CDEC42B74847D983F107CA9C7FA8B667"", ""The Burrows"")","GFinfested1","Open","/Game/Environments/Levels/Goblinland/rules/InfestedForest1/Area_InfestedForest1.Area_InfestedForest1_C","10.000000","(RowName=""ImperialOutpost"")","(RowName=""IF1-2_pass"")","(RowName=""IF1_Caves1"")","(RowName=""IF1_Caves2"")","(RowName=""IF1_Caves3"")","(RowName=""IF1_Forest1"")","(RowName="""")","Quest_Infested_GatekeepingIF2:Task_GotoIF1","0","True","True","False","False","1.000000","5.990000","True","True","True","(RowName="""")","False","False","","1.000000","5.990000","0.000000","50.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Poison"")","(TagName=""Region.GoblinIsle.InfestedForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Infested.Full""),(TagName=""Character.NPC.QuestGiver.IFResearcher""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Hyvid""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.Infested""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.Quest.GuardCorpse""),(TagName=""Gadget.Quest.GuardChief"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_PoisonCurePotion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.InfestedForest","None","Affix.Damage.Vespid;Affix.vsMonsterType.Vespid&Affix.Defense.Vespid","Region.GoblinIsle.InfestedForest;Region.Public","Region.GoblinIsle.InfestedForest","False",""
