---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Icon,Notes
Coldheart_PassiveIceDamage,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceDamage.SkillTree_Coldheart_IceDamage_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Coldheart"")))","(GameplayTags=)","(RowName=""ColdHeart"")","1","Default","(GameplayTags=)","BonusChancePctBySkillName|Coldheart_PassiveIceDamage=.05;RandomBonusPctBySkillName|Coldheart_PassiveIceDamage=.05;DamagePctByElement|Element.Ice=.05;ElementalProcChance|Proc.Chill=.05;ElementalProcDuration|Proc.Chill=3","(NSLOCTEXT(""SkillsTable"", ""FD7A269F4BD28113DC62C083E955BA0C"", ""Bonus Ice Damage""),NSLOCTEXT(""SkillsTable"", ""091A7C80432A2CD505A2B8B40E561671"", ""Chance to Chill for 3s on Hit""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Coldheart/Relic_cold_front.Relic_cold_front",""
Coldheart_PassiveRelicEnergy,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PassiveRelicEnergy.SkillTree_Bane_PassiveRelicEnergy_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Coldheart"")))","(GameplayTags=)","(RowName=""ColdHeart"")","20","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_PassiveRelicEnergy=.05;ProcChance|RelicAttackEnergy=1","(NSLOCTEXT(""SkillsTable"", ""7B86FCE04109379C6E9F15949B13F471"", ""Relic Energy Restoration Bonus Rate when using a Skill, Attack, or Barrier""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-ChargeRate.T_ICN_RelicTrait-ChargeRate",""
Coldheart_HitOnFrozen,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHit.SkillTree_Coldheart_FrozenOnHit_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","(GameplayTags=)","RandomBonusPctBySkillName|ColdHeart_HitOnFrozen=.1;ProcChance|FreezeWhenhit=.10;ElementalProcDuration|Proc.FreezeWhenHit=2","","","None","None","None","None","","","","","","","True","True","0","2","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Coldheart/Relic_cold_front.Relic_cold_front",""
Coldheart_IceGolem,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/ProcSkill_Coldheart_IceGolem.ProcSkill_Coldheart_IceGolem_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","(GameplayTags=)","ProcChance|GolemOnKillChilled=.15","","","None","None","None","None","","","","","","","True","True","0","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Ice_Golem.Relic_Ice_Golem",""
Coldheart_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_EnhancedActivation.SkillTree_Coldheart_EnhancedActivation_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","True","True","0","4","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Ice_Age_Final.Ice_Age_Final",""
Coldheart_ChancetoFreezeWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_ColdHeart_FreezeWhileActive.SkillTree_ColdHeart_FreezeWhileActive_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","1","StatusEffect","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_ChancetoFreezeWhileActive=.025;ElementalProcChance|Proc.Freeze=.025","(NSLOCTEXT(""SkillsTable"", ""7D6E92BE492D6D6D7E219F950C62312D"", ""Increased chance to Freeze enemies you hit while Cold Front is active""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-BuffSkills.T_ICN_RelicTrait-BuffSkills",""
Coldheart_CritHitFrozen,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_ColdHeart_CritvsFreeze.SkillTree_ColdHeart_CritvsFreeze_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","1","StatusEffect","(GameplayTags=)","CriticalDamageBonus=.05","(NSLOCTEXT(""SkillsTable"", ""BC9D940D403BE3595DC99FBE7F2408B2"", ""Critical damage while Cold Front is active (100% chance to critically hit Frozen enemies)""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CritHit.T_ICN_RelicTrait-CritHit",""
Coldheart_IcewallDamage,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceWallDamage.SkillTree_Coldheart_IceWallDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Coldheart_Icewall=0.05","(NSLOCTEXT(""SkillsTable"", ""BB961AC34E9DE0FBECBCCCAEC82C0DE0"", ""Increased damage for Frost Blast""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-AtkDamageBonus.T_ICN_RelicTrait-AtkDamageBonus",""
Coldheart_IcewallCooldown,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IcewallCooldownReduction.SkillTree_Coldheart_IcewallCooldownReduction_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","5","Default","(GameplayTags=)","CooldownPctBySkillName|Coldheart_Icewall=-.05","(NSLOCTEXT(""SkillsTable"", ""4616648540D0D0706A339583E6E16801"", ""Frost Blast cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus",""
Coldheart_FrozenDurationOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitDuration.SkillTree_Coldheart_FrozenOnHitDuration_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_FrozenDurationOnHit=.1;ElementalProcDuration|Proc.FreezeWhenHit=.1","(NSLOCTEXT(""SkillsTable"", ""F21E1EC0401DB6C180A3798D3EB48A5B"", ""Increased duration for enemies who are Frozen after hitting you""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","1","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-IceDamage.T_ICN_RelicTrait-IceDamage",""
Coldheart_FrozenChanceOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitChance.SkillTree_Coldheart_FrozenOnHitChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_FrozenChanceOnHit=.01;ProcChance|FreezeWhenhit=.01","(NSLOCTEXT(""SkillsTable"", ""D87ED72744C6786839844E99E33B50C8"", ""Increased chance to Freeze enemies who hit you""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus",""
Coldheart_GolemChance,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemChance.SkillTree_Coldheart_IceGolemChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|Coldheart_GolemChance=.01;ProcChance|GolemOnKillChilled=.01","(NSLOCTEXT(""SkillsTable"", ""70E4DCC44C3F479DFB7AA0AEF76AAA30"", ""Increased chance to summon an Ice Golem when you kill a Chilled enemy""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus",""
Coldheart_GolemLifespan,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemDamage.SkillTree_Coldheart_IceGolemDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""ColdHeart"")","15","Default","(GameplayTags=)","MinionLifespanBonus|Character.Minion.IceGolem=1","(NSLOCTEXT(""SkillsTable"", ""2FF9298C4F4C482B610FF283A56D127A"", ""Ice Golem lifespan additional seconds""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-SummonSkills.T_ICN_RelicTrait-SummonSkills",""
Electrode_Power,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_Activate.Skill_Electrode_Activate_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Power"")))","(GameplayTags=)","(RowName=""Electrode"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Power=0.05","(NSLOCTEXT(""SkillsTable"", ""A4769D7C417B862403A896B667A9782B"", ""Thousand-Volt Burst Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""755FD6364218A1E036032E9E793FC043"", ""Thousand-Volt Burst\'s missiles Shock enemies for 5s"")","SkillModifier|Skill.Relic.Electrode.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""C383A6984176090E9DA3B29A9D9AF4D0"", ""+100% Thousand-Volt Burst\'s Buff Duration"")","SkillModifier|Skill.Relic.Electrode.Power.Milestone3=1","NSLOCTEXT(""[E2366F07440E01794936078C9D20D166]"", ""73D646B946C14BE38FDDBBA43695D700"", ""Thousand-Volt Burst\'s missiles leave behind electric fields dealing 55% weapon damage as Electric and last for 8s"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Violent_Burst.Relic_Violent_Burst",""
Electrode_Skill,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_SummonElectrode.Skill_Conduit_SummonElectrode_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""Electrode"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Skill=0.05","(NSLOCTEXT(""SkillsTable"", ""2DF0075C4F262BD61155279052C470E4"", ""Conjure Electrode Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Skill.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""D8D360894513025D20DC319E42116ED7"", ""Conjuring Electrode grants you 25% Attack Speed for its duration"")","SkillModifier|Skill.Relic.Electrode.Skill.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""772132C9415E9F37F5AB32BE15A40801"", ""Electrode Stuns enemies for 3 seconds"")","SkillModifier|Skill.Relic.Electrode.Skill.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""38B83ADB4169B08B573ECBAB4C0C6BDD"", ""Conjuring Electrode grants you 25% Cast Speed for duration"")","False","False","1","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/relic_shocking_burst.relic_shocking_burst",""
Electrode_Attack,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_ChaoticStrikes.Skill_Conduit_ChaoticStrikes_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Attack=0.05","(NSLOCTEXT(""SkillsTable"", ""E690208C4E80C26295A9CCB8BD4B5134"", ""Chaotic Strikes Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Attack.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""0200A74D4885D874C90CD3BA3DBE1B8C"", ""Fire an additional Chaotic Strike"")","EnergyCostPctBySkillName|Electrode_Attack=-0.5","NSLOCTEXT(""SkillsTable"", ""8F72A95E4A6D630B766D3582305DEA9B"", ""-50% Relic Energy cost for Chaotic Strikes"")","SkillModifier|Skill.Relic.Electrode.Attack.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""EDB5D8E14281AE4D569DC89831A63626"", ""Chaotic Strikes has a 50% chance to Stun"")","False","False","1","1","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Conduit.Conduit",""
Electrode_Conduit,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_RelicBuffAura.Skill_Electrode_RelicBuffAura_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""Electrode"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Conduit=0.05","(NSLOCTEXT(""SkillsTable"", ""8E94147D4B9C73719871C889DCE1B789"", ""Localized Storm Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Buff.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""69026E9B4FE308390EABA19BE4B42032"", ""Localized Storm strikes more often"")","EnergyCostPctBySkillName|Electrode_Conduit=-.25","NSLOCTEXT(""SkillsTable"", ""F5E77B9F4273E79B16F037B91613ADF4"", ""-25% Relic Energy cost for Localized Storm"")","SkillModifier|Skill.Relic.Electrode.Buff.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""AC617AF4405337BBA6F5F1AAD8E7FA00"", ""Localized Storm strikes two enemies each time"")","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Localized_Storm.Relic_Localized_Storm",""
Electrode_Barrier,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_LightningBarrier.Skill_Conduit_LightningBarrier_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Electrode""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Barrier=0.05","(NSLOCTEXT(""SkillsTable"", ""070126474D936C5DA64056B20B2F9B7A"", ""Lightning Barrier Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""747EB23743E184652461EF94827C07CB"", ""Pass through enemies while Lightning Barrier is active"")","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""C5BFAB724017413F606E988EA17BBE6C"", ""+50% duration for Lightning Barrier"")","SkillModifier|Skill.Relic.Electrode.Barrier.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""D4A72B3048BEA0ABB3D151BD30C14753"", ""Lightning Barrier Shock Bolt frequency increased"")","False","False","0","2","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/LightningBarrier.LightningBarrier",""
Electrode_PassiveBasic,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_PassiveBasic.SkillTree_Electrode_PassiveBasic_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=((TagName=""Item.Weapon.Mace"")))","DamagePctBySkillTag|Skill.BasicAttack=0.1;DamagePctBySkillTag|Relic.Attack=0.1;ProcChance|RelicEnergy=1","(NSLOCTEXT(""SkillsTable"", ""5D4A21DD4F0D68DACF1261840041C1EA"", ""Basic Attack Damage""),NSLOCTEXT(""SkillsTable"", ""1608323640875B3B5EB17AAC6BA60444"", ""Damage for Chaotic Strikes""),NSLOCTEXT(""SkillsTable"", ""DF92AB774175311F52117381ED0E5331"", ""Basic Attack increases Relic Energy regeneration by 10% for 2s""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-Toughness.T_ICN_RelicTrait-Toughness",""
Electrode_PassiveShockBolts,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoShock.SkillTree_Electrode_ChancetoShock_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveShockBolts=.05;ElementalProcCount|Proc.Shock=1;ElementalProcChance|Proc.Shock=.05;ElementalProcDuration|Proc.Shock=3;ElementalProcDamage|Proc.Shock=.5;ElementalProcCount|Proc.Shock=3","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""),NSLOCTEXT(""SkillsTable"", ""9972D0224A9F7D2048FFF5A396EB2DE2"", ""Bonus Shock Bolts""))","","PerLevelByOnesStartWithOne","NonUniform","PerLevelByOnesStartWithOne","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-ElectricalEffects.T_ICN_RelicTrait-ElectricalEffects",""
Electrode_PassiveLightningStrike,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrike.SkillTree_Electrode_LightningStrike_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","15","Default","(GameplayTags=)","ProcChance|LightningStrike=.05","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""))","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Lightning_Strike.Relic_Lightning_Strike",""
Electrode_PassiveLightningDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_PassiveElectricDamage.SkillTree_Electrode_PassiveElectricDamage_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","1","Default","(GameplayTags=)","BonusChancePctBySkillName|Electrode_PassiveLightningDamage=.1;RandomBonusPctBySkillName|Electrode_PassiveLightningDamage=.02;DamagePctByElement|Element.Electric=.1;ProcChance|ShockBoltsOnKill=.02;ProcChance|ShockBoltsOnKill=.15","(NSLOCTEXT(""SkillsTable"", ""F9527E88412A2BAE79F8898D698C7FC8"", ""Bonus Electric Damage""),NSLOCTEXT(""SkillsTable"", ""5ADEE074498B47F06FD35BA77753C63A"", ""Chance to unleash Shock Bolts when you kill a Shocked enemy""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Shocked_Final.Shocked_Final",""
Electrode_PassiveRelicEnergy,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PassiveRelicEnergy.SkillTree_Bane_PassiveRelicEnergy_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","20","Default","(GameplayTags=)","RandomBonusPctBySkillName|Electrode_PassiveRelicEnergy=.05;ProcChance|RelicAttackEnergy=1","(NSLOCTEXT(""SkillsTable"", ""8876E3744BC393AFF966ADBD8E600799"", ""Relic Energy Restoration Bonus Rate when using a Skill, Attack, or Barrier""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-ChargeRate.T_ICN_RelicTrait-ChargeRate",""
Electrode_LightningStrike,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrike.SkillTree_Electrode_LightningStrike_C","Character.Player","Default","None","5","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","ProcChance|LightningStrike=.1","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""))","","None","None","None","None","","","","","","","True","True","0","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Lightning_Strike.Relic_Lightning_Strike",""
Electrode_BoltsOnKill,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTreeActual_Electrode_ShockBoltsOnKilled1.SkillTreeActual_Electrode_ShockBoltsOnKilled1_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","ProcChance|ShockBoltsOnKill=.4","","","None","None","None","None","","","","","","","True","True","0","3","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Violent_Burst.Relic_Violent_Burst",""
Electrode_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_EnhancedActivation.SkillTree_Electrode_EnhancedActivation_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","True","True","0","4","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Electrode/relic_lingering_charge.relic_lingering_charge",""
Electrode_ChancetoShockWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoShock.SkillTree_Electrode_ChancetoShock_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","1","StatusEffect","(GameplayTags=)","ElementalProcChance|Proc.Shock=.025","(NSLOCTEXT(""SkillsTable"", ""D211F7534C360B3FA30FE38BA3A9BEA3"", ""Increased chance to Shock while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-ElectricalEffects.T_ICN_RelicTrait-ElectricalEffects",""
Electrode_CriticalChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_CritChanceWhileActive.SkillTree_Electrode_CritChanceWhileActive_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","1","StatusEffect","(GameplayTags=)","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""53B4F3924BC91191971D28BC32D68F66"", ""Critically Hit chance while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CritHit.T_ICN_RelicTrait-CritHit",""
Electrode_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillDamage.SkillTree_Electrode_ActiveSkillDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Electrode_Conduit=.05","(NSLOCTEXT(""SkillsTable"", ""7B10AC84473B3455DF9AD0AEF65EEEB9"", ""Localized Storm damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-AtkDamageBonus.T_ICN_RelicTrait-AtkDamageBonus",""
Electrode_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillArea.SkillTree_Electrode_ActiveSkillArea_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Electrode"")","5","Default","(GameplayTags=)","CooldownSecondsBySkillName|Electrode_Conduit=-.5","(NSLOCTEXT(""SkillsTable"", ""285FBF5D4204C87A6D812899EC984872"", ""Localized Storm cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus",""
