---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitString,PerLevelDisplay,PerLevelDisplayTexts,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
PetBuff_DefensivePosture,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_DefensivePosture.Skill_DefensivePosture_C","Character","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","3","1","(RowName="""")","30.000000","None","None",""
PetBuff_HealingFriendship,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_HealingFriendship.Skill_HealingFriendship_C","Character","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","4","1","(RowName="""")","30.000000","None","None",""
PetDebuff_ScreechingStun,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_ScreechingStun.Skill_ScreechingStun_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","1","2","(RowName="""")","30.000000","None","Skill01",""
RM_Placeholder1,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","0","","","","None","None","None","None","True","False","3","0","(RowName="""")","30.000000","None","None","LanternFlash"
RM_Placeholder2,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","0","","","","None","None","None","None","True","False","4","1","(RowName="""")","30.000000","None","None","SpikeDrive"
RM_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","","","","None","None","None","None","True","False","2","2","(RowName="""")","30.000000","None","None","ThirdRail"
RM_Placeholder5,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","","","","None","None","None","None","True","True","3","1","(RowName="""")","30.000000","None","None","Shotgonne"
RM_Placeholder6,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","","","","None","None","None","None","True","True","4","0","(RowName="""")","30.000000","None","None","Flamethrower"
RM_Placeholder7,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","","","","None","None","None","None","True","False","4","0","(RowName="""")","30.000000","None","None","Overload"
Forged_Placeholder1,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","1","0","(GameplayTags=((TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","0","","","","None","None","None","None","True","False","3","2","(RowName="""")","30.000000","None","None","My Buddy"
Forged_Placeholder2,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","1","0","(GameplayTags=((TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","0","","","","None","None","None","None","True","False","4","1","(RowName="""")","30.000000","None","None","Sonic Pulse"
Forged_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","0","","","","None","None","None","None","True","False","3","1","(RowName="""")","30.000000","None","None","FurnaceBlast"
Forged_Placeholder5,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","True","False","0","0","(RowName="""")","30.000000","None","None","FrackingStrike"
DM_Placeholder1,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.DuskMage","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Light"")))","(GameplayTags=)","(RowName=""DM_Light"")","0","","","","None","None","None","None","True","False","4","1","(RowName="""")","30.000000","None","None","Light Spear"
DM_Placeholder3,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.DuskMage","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","True","False","0","0","(RowName="""")","30.000000","None","None","Teleport"
DM_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.DuskMage","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","True","True","4","0","(RowName="""")","30.000000","None","None","Damnation"
