---,DisplayName,Description,DescriptionLong,FlavorText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTags,AffixAnyTags,AffixAllTags,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,LootContentRecipeUnit,DamageType,Spoke,PlayerClass,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bCanBulkBuy,bIgnoreLevel,bIgnoreSpoke,bIgnoreDroppedArea,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
Weapon_Global_Focus_Normal_Fire_03,"NSLOCTEXT(""ItemsTable"", ""AF560190402CF4F36DED1AB7488BD705"", ""Smoldering Orbpaca"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","40.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_alpaca/w_focus_1h_alpaca_t2a_bp.w_focus_1h_alpaca_t2a_bp_C",""
Weapon_Global_Focus_Normal_Fire_04,"NSLOCTEXT(""ItemsTable"", ""D9F87CEC4D13A4892C86FD9F9F5CF614"", ""Smoldering Owlabaster Statue"")","","","","(RowName="""")","(RowName="""")","False","None","30.000000","50.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_owl/w_focus_1h_owl_t2a_bp.w_focus_1h_owl_t2a_bp_C",""
Weapon_Global_Focus_Normal_Ice_01,"NSLOCTEXT(""ItemsTable"", ""1906028840FF7AB33FD7C8810A17EC2B"", ""Chilled Deadclaw"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","20.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Ice;Item.Weapon.1H","Affix.Damage.Ice;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Ice","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2a_bp.w_focus_1h_iconic_t2a_bp_C",""
Weapon_Global_Focus_Normal_Ice_02,"NSLOCTEXT(""ItemsTable"", ""E4CE6F0A4D59BA168AFB8B8611148F5D"", ""Chilled Scroll"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","30.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Ice;Item.Weapon.1H","Affix.Damage.Ice;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Ice","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2c_bp.w_focus_1h_iconic_t2c_bp_C",""
Weapon_Global_Focus_Normal_Ice_03,"NSLOCTEXT(""ItemsTable"", ""83A874CF44F5BBA8C98C159A4352CC96"", ""Chilled Orbpaca"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","40.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Ice;Item.Weapon.1H","Affix.Damage.Ice;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Ice","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_alpaca/w_focus_1h_alpaca_t2a_bp.w_focus_1h_alpaca_t2a_bp_C",""
Weapon_Global_Focus_Normal_Ice_04,"NSLOCTEXT(""ItemsTable"", ""3D41901440B9C3E79268A6B8F365D957"", ""Chilled Owlabaster Statue"")","","","","(RowName="""")","(RowName="""")","False","None","30.000000","50.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Ice;Item.Weapon.1H","Affix.Damage.Ice;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Ice","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_owl/w_focus_1h_owl_t2a_bp.w_focus_1h_owl_t2a_bp_C",""
Weapon_Global_Focus_Normal_Newbie_01,"NSLOCTEXT(""ItemsTable"", ""95B01CA9402BA19FF6B160A446BFFE53"", ""Old Mushroom"")","","","","(RowName="""")","(RowName="""")","True","None","0.000000","0.000000","0","0.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Physical;Item.Weapon.1H","Affix.Damage.Physical;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Starter","Normal","(RowName="""")","None","(RowName="""")","Element.Physical","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_mushroom/w_focus_1h_mushroom_t1a_bp.w_focus_1h_mushroom_t1a_bp_C",""
Weapon_Global_Focus_Normal_Physical_01,"NSLOCTEXT(""ItemsTable"", ""0EE52B614CEF5D705954598D3CFB2E6C"", ""Mighty Deadclaw"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","20.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Physical;Item.Weapon.1H","Affix.Damage.Physical;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Physical","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2a_bp.w_focus_1h_iconic_t2a_bp_C",""
Weapon_Global_Focus_Normal_Physical_02,"NSLOCTEXT(""ItemsTable"", ""2559B70F4758F1D12E6FB481DF67DB69"", ""Mighty Scroll"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","30.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Physical;Item.Weapon.1H","Affix.Damage.Physical;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Physical","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2c_bp.w_focus_1h_iconic_t2c_bp_C",""
Weapon_Global_Focus_Normal_Physical_03,"NSLOCTEXT(""ItemsTable"", ""3174D7EA4D231241ED3C218391C6C848"", ""Mighty Orbpaca"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","40.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Physical;Item.Weapon.1H","Affix.Damage.Physical;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Physical","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_alpaca/w_focus_1h_alpaca_t2a_bp.w_focus_1h_alpaca_t2a_bp_C",""
Weapon_Global_Focus_Normal_Physical_04,"NSLOCTEXT(""ItemsTable"", ""5C9F77EE4A8C1E93AB0B2885644C9959"", ""Mighty Owlabaster Statue"")","","","","(RowName="""")","(RowName="""")","False","None","30.000000","50.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Physical;Item.Weapon.1H","Affix.Damage.Physical;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Physical","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_owl/w_focus_1h_owl_t2a_bp.w_focus_1h_owl_t2a_bp_C",""
Weapon_Global_Focus_Normal_Poison_01,"NSLOCTEXT(""ItemsTable"", ""00C5FB444BDE2FA15CF57E98529155FE"", ""Toxic Deadclaw"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","20.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Poison;Item.Weapon.1H","Affix.Damage.Poison;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Poison","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2a_bp.w_focus_1h_iconic_t2a_bp_C",""
Weapon_Global_Focus_Normal_Poison_02,"NSLOCTEXT(""ItemsTable"", ""F4241111405D68A4B5AC72A5BB9D67F1"", ""Toxic Scroll"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","30.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Poison;Item.Weapon.1H","Affix.Damage.Poison;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Poison","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2c_bp.w_focus_1h_iconic_t2c_bp_C",""
Weapon_Global_Focus_Normal_Poison_03,"NSLOCTEXT(""ItemsTable"", ""26A87624420EEC6523E10E92201500F9"", ""Toxic Orbpaca"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","40.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Poison;Item.Weapon.1H","Affix.Damage.Poison;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Poison","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_alpaca/w_focus_1h_alpaca_t2a_bp.w_focus_1h_alpaca_t2a_bp_C",""
Weapon_Global_Focus_Normal_Poison_04,"NSLOCTEXT(""ItemsTable"", ""BFF95C3942AEE93C50EC2796BCE43AAC"", ""Toxic Owlabaster Statue"")","","","","(RowName="""")","(RowName="""")","False","None","30.000000","50.000000","1","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Poison;Item.Weapon.1H","Affix.Damage.Poison;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Poison","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_owl/w_focus_1h_owl_t2a_bp.w_focus_1h_owl_t2a_bp_C",""
Weapon_Global_Focus_Normal_Water_01,"NSLOCTEXT(""ItemsTable"", ""F5A7D02E4AAF9AE8904D0ABA37FD7486"", ""Muddy Deadclaw"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","20.000000","0","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Water;Item.Weapon.1H","Affix.Damage.Water;Affix.Damage.Crab;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Water","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2a_bp.w_focus_1h_iconic_t2a_bp_C",""
Weapon_Global_Focus_Normal_Water_02,"NSLOCTEXT(""ItemsTable"", ""F5D8300E425D4345D2ADE78110A2FD5F"", ""Muddy Scroll"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","30.000000","0","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Water;Item.Weapon.1H","Affix.Damage.Water;Affix.Damage.Crab;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Water","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2c_bp.w_focus_1h_iconic_t2c_bp_C",""
Weapon_Global_Focus_Normal_Water_03,"NSLOCTEXT(""ItemsTable"", ""F8053ABD4740855D66D96A8262AA42D6"", ""Muddy Orbpaca"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","40.000000","0","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Water;Item.Weapon.1H","Affix.Damage.Water;Affix.Damage.Crab;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Water","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_alpaca/w_focus_1h_alpaca_t2a_bp.w_focus_1h_alpaca_t2a_bp_C",""
Weapon_Global_Focus_Normal_Water_04,"NSLOCTEXT(""ItemsTable"", ""7DB20D1A476B5C2E997A3CBE4A55F487"", ""Muddy Owlabaster Statue"")","","","","(RowName="""")","(RowName="""")","False","None","30.000000","50.000000","0","8.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Water;Item.Weapon.1H","Affix.Damage.Water;Affix.Damage.Crab;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Water","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_owl/w_focus_1h_owl_t2a_bp.w_focus_1h_owl_t2a_bp_C",""
Weapon_Global_Focus_Rare_Electric_01,"NSLOCTEXT(""ItemsTable"", ""EAD05E6B4EE2829B50A92BA4EC60388F"", ""Polyhedron"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","20.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_pyramids/w_focus_1h_pyramids_t3a_bp.w_focus_1h_pyramids_t3a_bp_C",""
Weapon_Global_Focus_Rare_Electric_02,"NSLOCTEXT(""ItemsTable"", ""E158E09C418C6AD9B37ACA843DDE9349"", ""Mask"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","30.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2d_bp.w_focus_1h_iconic_t2d_bp_C",""
Weapon_Global_Focus_Rare_Electric_03,"NSLOCTEXT(""ItemsTable"", ""5EF96DF44D3A72D11F8D13921FE9B59F"", ""Beast Eye"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","30.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_beasteye/w_focus_1h_beasteye_t3a_bp.w_focus_1h_beasteye_t3a_bp_C",""
Weapon_Global_Focus_Rare_Electric_04,"NSLOCTEXT(""ItemsTable"", ""CD64C2BE45731D62CA0DE3987619D5F5"", ""Eye Claw"")","","","","(RowName="""")","(RowName="""")","True","None","20.000000","40.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_eyeclaw/w_focus_1h_eyeclaw_t3a_bp.w_focus_1h_eyeclaw_t3a_bp_C",""
Weapon_Global_Focus_Rare_Electric_05,"NSLOCTEXT(""ItemsTable"", ""1D3A1DAE4F514176099E23B577CE4B17"", ""Netherskull"")","","","","(RowName="""")","(RowName="""")","True","None","20.000000","40.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_netherimskull/w_focus_1h_netherimskull_t3a_bp.w_focus_1h_netherimskull_t3a_bp_C",""
Weapon_Global_Focus_Rare_Electric_06,"NSLOCTEXT(""ItemsTable"", ""938CCC414EC40D5B88D322B440BD726B"", ""Doompipe"")","","","","(RowName="""")","(RowName="""")","True","None","30.000000","50.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_devilpipe/w_focus_1h_devilpipe_t3a_bp.w_focus_1h_devilpipe_t3a_bp_C",""
Weapon_Global_Focus_Rare_Electric_07,"NSLOCTEXT(""ItemsTable"", ""5A5FF6EB4390C34452B3BEA0BE3F7ADD"", ""Deathbloom"")","","","","(RowName="""")","(RowName="""")","True","None","30.000000","50.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Electric;Item.Weapon.1H","Affix.Damage.Electric;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Electric;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Electric_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Electric","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_vsindividuals/w_focus_1h_vsindividuals_t3a_bp.w_focus_1h_vsindividuals_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""E9F3F16746EEFEA9B44843BACB2189DC"", ""Polyhedron"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","20.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_pyramids/w_focus_1h_pyramids_t3a_bp.w_focus_1h_pyramids_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_02,"NSLOCTEXT(""ItemsTable"", ""727447D844791BF50C48A89B52A02707"", ""Mask"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","30.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_iconic/w_focus_1h_iconic_t2d_bp.w_focus_1h_iconic_t2d_bp_C",""
Weapon_Global_Focus_Rare_Fire_03,"NSLOCTEXT(""ItemsTable"", ""EFB14C804B302F4C27AA79A2B218C8FD"", ""Beast Eye"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","30.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_beasteye/w_focus_1h_beasteye_t3a_bp.w_focus_1h_beasteye_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_04,"NSLOCTEXT(""ItemsTable"", ""06C9872F4FD43A8E485987B403BCE878"", ""Eye Claw"")","","","","(RowName="""")","(RowName="""")","True","None","20.000000","40.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_eyeclaw/w_focus_1h_eyeclaw_t3a_bp.w_focus_1h_eyeclaw_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_05,"NSLOCTEXT(""ItemsTable"", ""41EC04874422ABF849E87DB4DD9010B7"", ""Netherskull"")","","","","(RowName="""")","(RowName="""")","True","None","20.000000","40.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_netherimskull/w_focus_1h_netherimskull_t3a_bp.w_focus_1h_netherimskull_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_06,"NSLOCTEXT(""ItemsTable"", ""9A6BE8894A8ABB2A2C8AECAD20251A1F"", ""Doompipe"")","","","","(RowName="""")","(RowName="""")","True","None","30.000000","50.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_devilpipe/w_focus_1h_devilpipe_t3a_bp.w_focus_1h_devilpipe_t3a_bp_C",""
Weapon_Global_Focus_Rare_Fire_07,"NSLOCTEXT(""ItemsTable"", ""35BC0BE54EAA99E5EEF8FDB7A1F65FB3"", ""Deathbloom"")","","","","(RowName="""")","(RowName="""")","True","None","30.000000","50.000000","1","60.000000","","False","(RowName="""")","Region.Global;Item.Weapon.Focus;Element.Fire;Item.Weapon.1H","Affix.Damage.Fire;Affix.Damage.Champion;Affix.Damage.Netherim;Affix.NonElemental;Affix.CrowdControl;Affix.Effect.Fire;Affix.Energy.Regen","Item.Weapon.Focus","Focus_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","None","Character.Player.DuskMage;Character.Player.Forged;Character.Player.Railman","None","Focus","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_focus_1h_vsindividuals/w_focus_1h_vsindividuals_t3a_bp.w_focus_1h_vsindividuals_t3a_bp_C",""
