---,AffixText,AffixTextDescription,bRequiresAreas,RowType,NoPickWeight,EntryType1,Entry1,EntryTags1,WeightOrCount1,RequireQuest1,EntryType2,Entry2,EntryTags2,WeightOrCount2,RequireQuest2,EntryType3,Entry3,EntryTags3,WeightOrCount3,RequireQuest3,EntryType4,Entry4,EntryTags4,WeightOrCount4,RequireQuest4,EntryType5,Entry5,EntryTags5,WeightOrCount5,RequireQuest5,EntryType6,Entry6,EntryTags6,WeightOrCount6,RequireQuest6,EntryType7,Entry7,EntryTags7,WeightOrCount7,RequireQuest7,EntryType8,Entry8,EntryTags8,WeightOrCount8,RequireQuest8,DataCurves,Weight,OwnedGameplayTags,DungeonRequireAllTags,DungeonRequireAnyTags,DungeonExcludeAnyTags,Entries,Notes
DisableBossArenaExit_2,"","","True","PerArea","0","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","SetProperty","NextAreaRow1|(RowName="""")","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
RequireQuest,"","","True","All","0","SetProperty","bRequireCompletingAreaQuestToProceed|true","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
ItemAffixes_Physical,"","","True","All","0","SetGameplayTagContainer","AffixTags","(GameplayTags=((TagName=""Affix.Defense.Physical"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
ItemAffixes_Fire,"","","True","All","0","SetGameplayTagContainer","AffixTags","(GameplayTags=((TagName=""Affix.Defense.Fire"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
ItemAffixes_Poison,"","","True","All","0","SetGameplayTagContainer","AffixTags","(GameplayTags=((TagName=""Affix.Defense.Poison"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
ItemAffixes_Electric,"","","True","All","0","SetGameplayTagContainer","AffixTags","(GameplayTags=((TagName=""Affix.Defense.Electric"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
Strongtusk_RemoveWaypoint,"","","True","PerArea","0","SetGameplayTagContainer","ThemedPropTags|Gadget.Quest.NetherimPylon;Theme.Generic;Theme.GoblinForest;Gadget.Shrine.Global;Gadget.Shrine.Goblin;Gadget.HarvestingNode.Metal.T1.GoblinIsle;Gadget.HarvestingNode.Stone.T1.GoblinIsle;Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_BaseArea,"","","False","Pick","0","AddAreaChain","GF2_Caves2a_boss_gc3","(GameplayTags=)","1","","AddAreaChain","IF4_Caves1","(GameplayTags=)","1","","AddAreaChain","EM3_Exterior2","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon,"","","False","All","0","GotoRow","EndlessDungeon_Root","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Root,"","","False","Pick","0","GotoRow","EndlessDungeon_Undead","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Voltura","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Automatons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Spiders","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead,"","","False","Pick","0","GotoRow","EndlessDungeon_Undead_Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Undead_Fire","(GameplayTags=)","0","","GotoRow","EndlessDungeon_Undead_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Undead_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins,"","","False","Pick","0","GotoRow","EndlessDungeon_Goblins_Green_Caves","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins_Green_Forest","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins_Blue","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins_White","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins_Red_Forest","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Goblins_Red_Caves","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Hyvid,"","","False","Pick","0","GotoRow","EndlessDungeon_Hyvid_A","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Hyvid_B","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Automatons,"","","False","Pick","0","GotoRow","EndlessDungeon_Automatons_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Automatons_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Automatons_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Netherim,"","","False","Pick","0","GotoRow","EndlessDungeon_Netherim_A","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Netherim_B","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders,"","","False","Pick","0","GotoRow","EndlessDungeon_Spiders_Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Spiders_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Spiders_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Spiders_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Damage,"NSLOCTEXT(""MapWorksTable"", ""5BD4B2124CFCD830D61CCDA19E7AB448"", ""Damage Enhanced"")","","True","All","0","AddMonsterAffixByName","Damage","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Nimble,"NSLOCTEXT(""MapWorksTable"", ""15FA2CD24EAEF4C3EB3292A58F8AABA9"", ""Nimble"")","","True","All","0","AddMonsterAffixByName","Nimble","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Health,"NSLOCTEXT(""MapWorksTable"", ""1BBDB5FC4AAA1E7BBEA73FA607FF9A88"", ""Double Health"")","","True","All","0","AddMonsterAffixByName","Health","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_PlagueBearer,"NSLOCTEXT(""MapWorksTable"", ""548E33DF4B969181BC0B269F39AC7DC0"", ""Plague Bearer"")","","True","All","0","AddMonsterAffixByName","PlagueBearer_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Berserking,"NSLOCTEXT(""MapWorksTable"", ""F1526B874BB2DEA0942999A0315796B9"", ""Berserking"")","","True","All","0","AddMonsterAffixByName","Berserking_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Dividing,"NSLOCTEXT(""MapWorksTable"", ""79B5B4F844D86D58E56AAFA5CE7BD4EC"", ""Dividing"")","","True","All","0","AddMonsterAffixByName","Dividing","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Cloaked,"NSLOCTEXT(""MapWorksTable"", ""A87DC747444679D7D26CF28BD6A3122A"", ""Cloaked"")","","True","All","0","AddMonsterAffixByName","Cloaked","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_CorpseEater,"NSLOCTEXT(""MapWorksTable"", ""3E15BC25409C62CE77138698DDEF6F10"", ""Corpse Eater"")","","True","All","0","AddMonsterAffixByName","CorpseEater","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_GravityWell,"NSLOCTEXT(""MapWorksTable"", ""F7ED1E654296C86FF1F9F49A90D54E5A"", ""Gravity Well"")","","True","All","0","AddMonsterAffixByName","GravityWell","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Shocking,"NSLOCTEXT(""MapWorksTable"", ""203C12F54BFF1847D38FAF813CDDE5AB"", ""Shocking"")","","True","All","0","AddMonsterAffixByName","Shocking_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative""),(TagName=""Dungeon.Affix.Hazard"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Siege,"NSLOCTEXT(""MapWorksTable"", ""FFFF90F1445C28F12806E0A5528E4BE3"", ""Siege"")","","True","All","0","AddMonsterAffixByName","SiegeSolo_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative""),(TagName=""Dungeon.Affix.Hazard"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_NetherWell,"NSLOCTEXT(""MapWorksTable"", ""EFF9AB764E5503C6BFEEDDB1BAE1DA3F"", ""Nether Well"")","","True","All","0","AddMonsterAffixByName","NetherWell_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative""),(TagName=""Dungeon.Affix.Hazard"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Blazing,"NSLOCTEXT(""MapWorksTable"", ""E028EC1A4CAD58B890776FBAEC0F5252"", ""Blazing"")","","True","All","0","AddMonsterAffixByName","Blazing_Area","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative""),(TagName=""Dungeon.Affix.Hazard"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_BerserkerPet,"NSLOCTEXT(""MapWorksTable"", ""8C34C4304678737C3E96BC9B9B7576AF"", ""Berserk Pet"")","","True","All","0","AddPlayerPetAffixByName","BerserkerPet","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Positive"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_WhatRelic,"NSLOCTEXT(""MapWorksTable"", ""3C894A5C4DE53D6B64F840AC7CA9795B"", ""What Relic?: Relic Disabled"")","","True","All","0","SetGameplayTagContainer","DisallowedSkillTags|Skill.EmberWeapon","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_ItemLuck,"NSLOCTEXT(""MapWorksTable"", ""7BFDAE614321306C07B6E6AB5D96578E"", ""+25% Bonus Gear Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Item.Gear=.25","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Positive"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_GoldLuck,"NSLOCTEXT(""MapWorksTable"", ""73E50BA4414EC7A4CB7C9AA2217051A0"", ""+25% Bonus Gold Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Currency.Gold=.25","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Positive"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_LifeboundLuck,"NSLOCTEXT(""MapWorksTable"", ""D73DB96343D4154253FE4586AAB13B79"", ""+50% Bonus Lifebound Luck"")","","True","All","0","SetProbabilisticGameplayTag","LootLuck|Affix.LifeBound=0.5","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""Dungeon.Affix.Positive""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Cranked,"NSLOCTEXT(""MapWorksTable"", ""F333C7D0449FC94FA8C9ECA59F629704"", ""Cranked: Steadily lose health, but gain health on kill"")","","True","All","0","AddPlayerPetAffixByName","Cranked","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""Dungeon.Affix.Negative""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_LegendaryGift,"NSLOCTEXT(""[A084680F479299C1B78B0FBEFFFAFEE5]"", ""7F03004A4316B93B67605FA6A71838E1"", ""Legendary Gift: gain the benefit of one of five random legendary affixes"")","","True","Pick","0","AddPlayerPetAffixByName","LegendaryGift_PotionDash","(GameplayTags=)","1","","AddPlayerPetAffixByName","LegendaryGift_Frenzy","(GameplayTags=)","1","","AddPlayerPetAffixByName","LegendaryGift_MovementCharges","(GameplayTags=)","1","","AddPlayerPetAffixByName","LegendaryGift_ShrineOnChampKill","(GameplayTags=)","1","","AddPlayerPetAffixByName","LegendaryGift_PotionHunter","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
DisablePotion,"NSLOCTEXT(""MapWorksTable"", ""54C94D254C395D872DE2E5BDB9E4BCB3"", ""Potions Disabled"")","","True","All","0","SetGameplayTagContainer","DisallowedSkillTags|Skill.Potion","(GameplayTags=)","1","","AddGameplayTag","ItemExcludeTags|Item.Potion","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(None,None)",""
EndlessDungeon_Affix_Corked,"NSLOCTEXT(""MapWorksTable"", ""9AE4D9CD4F8901B9407852A412A5D109"", ""Corked: Potions Disabled"")","","True","All","0","GotoRow","DisablePotion","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Gauntlet,"NSLOCTEXT(""MapWorksTable"", ""544BEC584D5FF34F014A3096676B864C"", ""Gauntlet: Monsters Respawn"")","","True","All","0","GotoRow","EndlessDungeon_Affix_Gauntlet_MonstersRespawn","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Affix_Gauntlet_TriggeredSpawnersHelpDrama","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Affix_Gauntlet_TriggeredSpawnersCheckDrama","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare""),(TagName=""Dungeon.Affix.Negative"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Gauntlet_MonstersRespawn,"","","True","PerArea","0","SetProperty","MonstersRespawn|true","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Affix_Gauntlet_TriggeredSpawnersHelpDrama,"","","True","PerArea","0","SetProperty","bTriggerSpawnersHelpDrama|true","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
