---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,TextOnDrop,Notes
Defense_vsUndead_Medium_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""014CBDA04D802DA00D5D35A15350F3EB"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""7950C26A4EC48A619138E89829FC0AA6"", ""Phasic Sanctified {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Undead;Item.Pet.Collar;Affix.LIfeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","","0.66-0.77","","","",""
Defense_vsUndead_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""A4CD140E4C8E61E9EF47A785FB2B84AA"", ""+{0} Undead Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Undead;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","0.11-0.28","0.14-0.70","0.56-1.40","","",""
Defense_vsUndead_Medium_Secondary_LifeBound,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""A4CD140E4C8E61E9EF47A785FB2B84AA"", ""+{0} Undead Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Undead;Item.Pet.Collar;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","0.11-0.28","0.14-0.70","0.56-1.40","","","",""
Defense_vsUndead_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""EA01766B429C12489A533D820DAEB3FF"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""AF4C98824F37897786D77AA6A2A9A096"", ""Sanctified {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","","0.29-0.39","0.38-0.42","","",""
Defense_vsUndead_Small_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""EA01766B429C12489A533D820DAEB3FF"", ""+{0} Undead Defense"")","NSLOCTEXT(""AffixTable"", ""905D225B4600FBD4B00D339350950567"", ""Phasic Sanctified {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","","0.38-0.42","","","",""
Defense_vsUndead_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""C2E6C06E4EC9676B2623FCBA3D8BC9DF"", ""+{0} Undead Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","","0.07-0.17","0.17-0.39","0.38-0.43","","",""
Defense_vsUndead_Small_Secondary_LifeBound,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""C2E6C06E4EC9676B2623FCBA3D8BC9DF"", ""+{0} Undead Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Undead;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Undead","0.07-0.17","0.17-0.39","0.38-0.43","","","",""
Defense_vsSkeletons_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""47AC215243B57B78826BE2A53A61B4DC"", ""+{0} Skeleton Defense"")","NSLOCTEXT(""AffixTable"", ""8C5B0B8C459AFFA09E2C8CA6E12DC207"", ""Sanctified {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Skeleton","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Skeleton","","","","1.368-1.568","","",""
Defense_vsVespid_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""4548BF57493BFC74D9C6479E26001B44"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""C51A9AE844EEFAF0CBC2C6BED4B0A6BA"", ""Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.80-1.01","0.99-1.12","","",""
Defense_vsVespid_Large_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""4548BF57493BFC74D9C6479E26001B44"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""4285FBE54E7CAA1516C4FA9028F14C90"", ""Phasic Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.99-1.12","","","",""
Defense_vsVespid_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""5544CC974672640DDCEB4DBAB57D4E7D"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.14-0.42","0.28-0.70","0.70-1.01","","",""
Defense_vsVespid_Large_Secondary_LifeBound,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""5544CC974672640DDCEB4DBAB57D4E7D"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Vespid;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","0.14-0.42","0.28-0.70","0.70-1.01","","","",""
Defense_vsVespid_Medium_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""43642499480C1AF26817419E532BA882"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""CD9DC9DD47A99E417543D08AC1AD5279"", ""Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.52-0.67","0.66-0.77","","",""
Defense_vsVespid_Medium_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""43642499480C1AF26817419E532BA882"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""65AF24C042C0A715CE287CB3315ECEE9"", ""Phasic Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar;Affix.LIfeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.66-0.77","","","",""
Defense_vsVespid_Medium_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""033A2FEA404D6B69CEFD08AFF57E845C"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.11-0.28","0.14-0.70","0.56-1.40","","",""
Defense_vsVespid_Medium_Secondary_LifeBound,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""033A2FEA404D6B69CEFD08AFF57E845C"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Vespid;Item.Pet.Collar;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","0.11-0.28","0.14-0.70","0.56-1.40","","","",""
Defense_vsVespid_Small_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""CDFE20FB4E99894FF1E56ABF0FA23EB2"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""D651BD52433CD0E16A0BB2AFACCA9504"", ""Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.29-0.39","0.38-0.42","","",""
Defense_vsVespid_Small_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""CDFE20FB4E99894FF1E56ABF0FA23EB2"", ""+{0} Hyvid Defense"")","NSLOCTEXT(""AffixTable"", ""3AE43FE1414D1EEB86E4E7BEACB75E2D"", ""Phasic Bugproof {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","","0.38-0.42","","","",""
Defense_vsVespid_Small_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""4E28778B410BDBC6C5E186944F5C60C2"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","","0.07-0.17","0.17-0.39","0.38-0.43","","",""
Defense_vsVespid_Small_Secondary_LifeBound,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""4E28778B410BDBC6C5E186944F5C60C2"", ""+{0} Hyvid Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Vespid;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Vespid","0.07-0.17","0.17-0.39","0.38-0.43","","","",""
Defense_vsSkeletons_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""EE5FA8C14E0704F6C8F70492AEDE129D"", ""+{0} Skeleton Defense"")","","False","Default","Affix.Secondary;Item.Weapon.1H;Affix.Defense.Skeleton","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Skeleton","","","","0.98-1.414","","",""
EmberCoreTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""1804799747491126AB03618EB1A2EBF9"", ""An ancient item that allows the construction of a specific Relic."")","","False","NoTraits","Item.EmberCore","None","None","None","None","None","None","","","","","","","","Tooltip"
EmberWeaponChargeRegen,"15.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5ADBF535453F1D20DA3747A4081B4314"", ""-{0%}% Relic Weapon charge rate"")","","False","Always","Affix.Secondary;Affix.NonElemental;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Cannon","Ones","None","None","None","None","None","EmberWeaponCharge.Regen.Multiplier","0.01-0.03","0.02-0.045","0.044-0.66","0.065-0.1","","",""
EmberWeaponDrainRegen,"15.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""0A287636430739A3A2E3AFA8FA94E7B9"", ""+{0%}% Relic Weapon duration on kill"")","","False","Always","Affix.Secondary;Affix.NonElemental;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Cannon","Ones","None","None","None","None","None","EmberWeaponDrainBonus","0.001","0.0025-0.0075","0.005-0.02","0.01-0.05","","",""
Endurance_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","Charge: Railmaster"
Endurance_Regen_Primary_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Affix.LifeBound","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Railmaster"
Endurance_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Affix.EnergyRegenStrong","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Railmaster"
Endurance_Regen_Primary_Strong_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Affix.EnergyRegenStrong;Affix.LifeBound","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.36-0.58","0.54-0.9","0.828-1.152","1.15-1.44","","","Charge: Railmaster"
Endurance_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Item.Armour.Helm","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","Charge: Railmaster"
Endurance_Regen_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.Railman;Item.Weapon.Focus;Item.Armour.Helm;Affix.LifeBound","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.12-0.192","0.18-0.3","0.276-0.372","0.384-0.48","","","Charge: Railmaster"
Energy_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","Charge: Dusk Mage"
Energy_Regen_Primary_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Affix.LifeBound","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Dusk Mage"
Energy_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Affix.EnergyRegenStrong","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","Charge: Dusk Mage"
Energy_Regen_Primary_Strong_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Affix.EnergyRegenStrong;Affix.LifeBound","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.36-0.58","0.54-0.9","0.828-1.152","1.15-1.44","","","Charge: Dusk Mage"
Energy_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Item.Armour.Helm","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","Charge: Dusk Mage"
Energy_Regen_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","Default","Affix.Secondary;Affix.NonElemental;Affix.Energy.Regen;Character.Player.DuskMage;Item.Weapon.Focus;Item.Armour.Helm;Affix.LifeBound","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.12-0.192","0.18-0.3","0.276-0.372","0.384-0.48","","","Charge: Dusk Mage"
FireballOnBlock,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""7851AAAF4D732F80C931B78D1010A922"", ""{0%}% chance to shoot a piercing fireball that deals 150% weapon damage as Fire damage on Block"")","","False","Default","Affix.Secondary;Item.Weapon.Shield;Affix.NonElemental;Affix.Block","ProcAmount","None","None","None","None","None","ProcChance|FireballOnBlock","","","","1-1.25","","",""
FreezeWhenHit,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""C4EAA00747EEBD033379BC9C8399FCF0"", ""Briefly freeze enemies who attack you up close."")","","False","Default","Affix.Secondary;Item.Weapon.Global;Affix.Effect.Ice;Item.Weapon.1H","Ones","FreezeDuration","None","None","None","None","ProcChance|FreezeWhenHit;ElementalProcDuration|Proc.FreezeWhenHit","","","","","","","Legendary Secondary"
GoldBagTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""E3D49E0E4AF976623294C2BACB12486F"", ""Use this to get a bounty of gold."")","","False","NoTraits","None","None","None","None","None","None","None","","","","","","","",""
HitPoints_Bonus_Primary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""HitPoints_Bonus_Primary_TextFormat"", ""+{0} Health"")","NSLOCTEXT(""AffixTable"", ""1B6645B1463D8EF0ED262D8A5C61EFC5"", ""Robust {0}"")","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Affix.Hitpoints.Bonus;Item.Pet.Collar","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.74-1.53","1.28-2","1.74-2.53","","",""
HitPoints_Bonus_Primary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""BAB1B90A4EBA49459D3AD1BBB4E36AB4"", ""+{0} Health"")","NSLOCTEXT(""AffixTable"", ""92DD478E4B9B0465C04D34ADC9C91BFB"", ""Phasic Robust {0}"")","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Affix.Hitpoints.Bonus;Item.Pet.Collar;Affix.LifeBound","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.888-1.296","1.08-2.4","2.088-3.036","","",""
HitPoints_Bonus_Secondary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""HitPoints_Bonus_Secondary_TextFormat"", ""+{0} Health"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Hitpoints.Bonus;Item.Pet.Collar","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.55-1.15","0.96-1.5","1.31-1.9","","",""
HitPoints_Bonus_Secondary_LifeBound,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E737266F4834F50C02953AB768F7B425"", ""+{0} Health"")","","False","Default","Affix.Secondary;Affix.NonElemental;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Hitpoints.Bonus;Item.Pet.Collar;Affix.LifeBound","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","0.3-0.55","0.66-1.38","1.152-1.8","","","",""
HitPoints_OnKill,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""303E70C14C16E17D7E8C43B367A17D0B"", ""+{0} Health on kill"")","NSLOCTEXT(""AffixTable"", ""4C3FD0D94F834AE7F0B743A367FE48C0"", ""{0} of Recovery"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKill","0.75-0.9","0.8-1.0","1.0-1.3","1.5-2.5","","",""
HitPoints_OnKill_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""303E70C14C16E17D7E8C43B367A17D0B"", ""+{0} Health on kill"")","NSLOCTEXT(""AffixTable"", ""4C3FD0D94F834AE7F0B743A367FE48C0"", ""{0} of Recovery"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.LifeBound;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKill","0.75-0.9","0.8-1.0","1.0-1.3","","","",""
HitPoints_OnKill_vsChampions,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""4FBCE8A3478A4FFE9A564196CD4CB53F"", ""+{0} Health on killing a Champion or stronger"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsChampions","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Champion","","","","4.0-5.0","","","Legendary Secondary"
HitPoints_OnKill_vsGoblins,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B32308FC4983B4F88B327E8184C22DA8"", ""+{0} Health on killing a Goblin"")","","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Goblins;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Goblin","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_OnKill_vsGoblins_LifeBound,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B32308FC4983B4F88B327E8184C22DA8"", ""+{0} Health on killing a Goblin"")","","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Goblins;Affix.LifeBound;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Goblin","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_OnKill_vsNetherim,"10.000000","100.000000","60","0","NSLOCTEXT(""AffixTable"", ""B315A93F4DDB4B28D960A39763288E75"", ""+{0} Health on killing a Netherim"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsNetherim;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Netherim","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_OnKill_vsNetherim_LifeBound,"10.000000","100.000000","60","0","NSLOCTEXT(""AffixTable"", ""E4DED71843370177A8D583B04EDC8E8D"", ""+{0} Health on killing a Netherim"")","","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsNetherim;Affix.LifeBound;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Netherim","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_OnKill_vsVespid,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""8F6C8E96451D8A2DF4831E9A6E221EC9"", ""+{0} Health on killing a Hyvid"")","","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Vespid;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Vespid","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_OnKill_vsVespid_LifeBound,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""8F6C8E96451D8A2DF4831E9A6E221EC9"", ""+{0} Health on killing a Hyvid"")","","False","Weapon","Affix.Secondary;Affix.Hitpoints.OnKill;Item.Weapon.1H;Item.Weapon.2H;Item.Weapon.Focus;Item.Pet.Collar;Affix.vsMonsterType.Vespid;Affix.LifeBound;Item.Weapon.Cannon","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Vespid","0.9-1.08","1.152-1.44","1.5-2","2-3","","",""
HitPoints_Regen_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""5BA593874C613ADE025B8C93A98E2FB7"", ""+{0} Health /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen","HealthRegen","None","None","None","None","None","Hitpoints.Regen","0.4-0.7","0.7-0.8","0.8-1.2","2.0-3.0","","",""
HitPoints_Regen_Primary_Legendary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""38C307BC4E9E4ACB70D9488132DC0077"", ""+{0} Health /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen","HealthRegen","None","None","None","None","None","HItpoints.Regen","","","","2-3","","",""
HitPoints_Regen_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""5BA593874C613ADE025B8C93A98E2FB7"", ""+{0} Health /sec Regen"")","","True","Default","Affix.Primary;Affix.NonElemental;Item.Armour.Hatch;Item.Armour.Helm;Item.Armour.Boots;Affix.Hitpoints.Regen;Affix.LifeBound","HealthRegen","None","None","None","None","None","Hitpoints.Regen","0.4-0.7","0.7-0.8","0.8-1.2","2.0-3.0","","",""
